,cell_type,gene,effect,age,sex,mean,hdi_2.5%,hdi_97.5%,FC,FC_ratio,term
59,Oligodendrocytes precursor cells,Sh3bp2,mtDSB_at_age×sex,60,male,-0.38112701680014754,-1.6100537251647948,0.8422241272643556,0.8317204307657973,,"beta[60] (mtDSB effect @ age, sex=male)"
60,Oligodendrocytes precursor cells,Sh3bp2,age_interaction(old-young) within sex,60-21,female,-0.5274743431168278,-1.3561011334574047,0.3476838231267786,,0.6521426617079178,age_interaction(60-21) (within sex=female)
61,Oligodendrocytes precursor cells,Sh3bp2,age_interaction(old-young) within sex,60-21,male,-0.8164711673531005,-1.946101930367761,0.41636321182171965,,0.5315029672995109,age_interaction(60-21) (within sex=male)
62,Oligodendrocytes precursor cells,Sh3bp2,sex_interaction(sex2-sex1) within age,21,male-female,0.28793315879746173,-0.5311070161324057,1.1169002772719052,,1.4578642675634177,sex_interaction(male-female) (within age=21)
63,Oligodendrocytes precursor cells,Sh3bp2,sex_interaction(sex2-sex1) within age,60,male-female,-0.00106366543881105,-1.1477317644782277,1.1022274720241931,,1.1689423317510672,sex_interaction(male-female) (within age=60)
64,Oligodendrocytes precursor cells,Dagla,mtDSB_at_age×sex,21,female,0.12234603213458223,-0.6636941050794132,0.9106881551887541,1.2253516493884649,,"beta[21] (mtDSB effect @ age, sex=female)"
65,Oligodendrocytes precursor cells,Dagla,mtDSB_at_age×sex,21,male,0.3030441753129087,-0.6696060838246681,1.2490317342838841,1.5295401102004866,,"beta[21] (mtDSB effect @ age, sex=male)"
66,Oligodendrocytes precursor cells,Dagla,mtDSB_at_age×sex,60,female,-0.12732458319395298,-1.1833575559799796,0.9335228175349662,1.018164096140955,,"beta[60] (mtDSB effect @ age, sex=female)"
67,Oligodendrocytes precursor cells,Dagla,mtDSB_at_age×sex,60,male,0.04299495119032105,-1.221739171141876,1.318598424973267,1.282068133361491,,"beta[60] (mtDSB effect @ age, sex=male)"
68,Oligodendrocytes precursor cells,Dagla,age_interaction(old-young) within sex,60-21,female,-0.24967061532853524,-1.1348624323310235,0.600334764557244,,0.8594480329203988,age_interaction(60-21) (within sex=female)
69,Oligodendrocytes precursor cells,Dagla,age_interaction(old-young) within sex,60-21,male,-0.2600492241225877,-1.376151497532453,0.9134349962543163,,0.9115081727457671,age_interaction(60-21) (within sex=male)
70,Oligodendrocytes precursor cells,Dagla,sex_interaction(sex2-sex1) within age,21,male-female,0.18069814317832653,-0.6536971621027406,0.9993476855846095,,1.3099687801573514,sex_interaction(male-female) (within age=21)
71,Oligodendrocytes precursor cells,Dagla,sex_interaction(sex2-sex1) within age,60,male-female,0.17031953438427402,-0.9465404702523614,1.2944676375415514,,1.3976313679657073,sex_interaction(male-female) (within age=60)
72,Oligodendrocytes precursor cells,Tnfrsf1b,mtDSB_at_age×sex,21,female,0.16749333346832368,-0.5443997215719504,0.8979208515912468,1.2648350971354654,,"beta[21] (mtDSB effect @ age, sex=female)"
73,Oligodendrocytes precursor cells,Tnfrsf1b,mtDSB_at_age×sex,21,male,0.3142141709271177,-0.6119786489408909,1.2089839912433784,1.5257626673483122,,"beta[21] (mtDSB effect @ age, sex=male)"
74,Oligodendrocytes precursor cells,Tnfrsf1b,mtDSB_at_age×sex,60,female,0.6527683913422759,-0.36135413221429724,1.636730532276012,2.189703333589049,,"beta[60] (mtDSB effect @ age, sex=female)"
75,Oligodendrocytes precursor cells,Tnfrsf1b,mtDSB_at_age×sex,60,male,1.2162380199039018,-0.1546768920033672,2.386161087129943,4.107457874807753,,"beta[60] (mtDSB effect @ age, sex=male)"
76,Oligodendrocytes precursor cells,Tnfrsf1b,age_interaction(old-young) within sex,60-21,female,0.48527505787395225,-0.37856093529475204,1.335966135548657,,1.7906699104875472,age_interaction(60-21) (within sex=female)
77,Oligodendrocytes precursor cells,Tnfrsf1b,age_interaction(old-young) within sex,60-21,male,0.9020238489767842,-0.2912690529439355,2.003325759600314,,2.9171459985384103,age_interaction(60-21) (within sex=male)
78,Oligodendrocytes precursor cells,Tnfrsf1b,sex_interaction(sex2-sex1) within age,21,male-female,0.146720837458794,-0.646024354571359,0.9512055617208056,,1.2584494389580032,sex_interaction(male-female) (within age=21)
79,Oligodendrocytes precursor cells,Tnfrsf1b,sex_interaction(sex2-sex1) within age,60,male-female,0.5634696285616259,-0.6063624708977112,1.6236435553755493,,2.053142272880657,sex_interaction(male-female) (within age=60)
80,Oligodendrocytes precursor cells,Maz,mtDSB_at_age×sex,21,female,0.17535364167114087,-0.5928076287909845,0.9137363547749789,1.2832533175214238,,"beta[21] (mtDSB effect @ age, sex=female)"
81,Oligodendrocytes precursor cells,Maz,mtDSB_at_age×sex,21,male,0.38667650366851897,-0.6273767033193428,1.3898234559774645,1.681217758450227,,"beta[21] (mtDSB effect @ age, sex=male)"
82,Oligodendrocytes precursor cells,Maz,mtDSB_at_age×sex,60,female,-0.14433353697671075,-1.1472691670273323,0.8929586054042095,0.9902581491209783,,"beta[60] (mtDSB effect @ age, sex=female)"
83,Oligodendrocytes precursor cells,Maz,mtDSB_at_age×sex,60,male,-0.09678181223545484,-1.2618513235346966,1.2077738138128846,1.123693013260517,,"beta[60] (mtDSB effect @ age, sex=male)"
84,Oligodendrocytes precursor cells,Maz,age_interaction(old-young) within sex,60-21,female,-0.3196871786478516,-1.180670479700008,0.5657587952753113,,0.7990817703610753,age_interaction(60-21) (within sex=female)
85,Oligodendrocytes precursor cells,Maz,age_interaction(old-young) within sex,60-21,male,-0.4834583159039738,-1.5516951617219337,0.7075751844312548,,0.729656775737943,age_interaction(60-21) (within sex=male)
86,Oligodendrocytes precursor cells,Maz,sex_interaction(sex2-sex1) within age,21,male-female,0.21132286199737815,-0.7252089727841982,1.08053008497374,,1.367865701382624,sex_interaction(male-female) (within age=21)
87,Oligodendrocytes precursor cells,Maz,sex_interaction(sex2-sex1) within age,60,male-female,0.04755172474125588,-0.9803852114721282,1.189299209020043,,1.2392865635213757,sex_interaction(male-female) (within age=60)
88,Oligodendrocytes precursor cells,Mlxipl,mtDSB_at_age×sex,21,female,0.07786089549289625,-0.6688572639554559,0.838807036487136,1.1639461998777525,,"beta[21] (mtDSB effect @ age, sex=female)"
89,Oligodendrocytes precursor cells,Mlxipl,mtDSB_at_age×sex,21,male,0.09695864936038551,-0.8857399507841652,1.0520171173924415,1.2476407553860214,,"beta[21] (mtDSB effect @ age, sex=male)"
90,Oligodendrocytes precursor cells,Mlxipl,mtDSB_at_age×sex,60,female,0.44119825658293793,-0.6678760782939195,1.526597409564387,1.804362645046669,,"beta[60] (mtDSB effect @ age, sex=female)"
91,Oligodendrocytes precursor cells,Mlxipl,mtDSB_at_age×sex,60,male,0.5386474335850839,-0.8024673784703462,1.7412399930941291,2.0831702685560796,,"beta[60] (mtDSB effect @ age, sex=male)"
92,Oligodendrocytes precursor cells,Mlxipl,age_interaction(old-young) within sex,60-21,female,0.36333736109004167,-0.4941334839264648,1.2514047110906459,,1.5892621446875996,age_interaction(60-21) (within sex=female)
93,Oligodendrocytes precursor cells,Mlxipl,age_interaction(old-young) within sex,60-21,male,0.4416887842246984,-0.6560989959282922,1.5204784192428897,,1.8102747376364168,age_interaction(60-21) (within sex=male)
94,Oligodendrocytes precursor cells,Mlxipl,sex_interaction(sex2-sex1) within age,21,male-female,0.01909775386748926,-0.7949221171795811,0.8199956238843324,,1.1124183726040493,sex_interaction(male-female) (within age=21)
95,Oligodendrocytes precursor cells,Mlxipl,sex_interaction(sex2-sex1) within age,60,male-female,0.09744917700214606,-0.9890208261191532,1.1998289379151534,,1.2882889783905669,sex_interaction(male-female) (within age=60)
96,Oligodendrocytes precursor cells,Pmch,mtDSB_at_age×sex,21,female,0.13990696681794443,-0.6448917841553774,0.8716281141707507,1.240909916403627,,"beta[21] (mtDSB effect @ age, sex=female)"
97,Oligodendrocytes precursor cells,Pmch,mtDSB_at_age×sex,21,male,0.08481032958586791,-0.9284120574463414,1.048373679998398,1.2276525765003234,,"beta[21] (mtDSB effect @ age, sex=male)"
98,Oligodendrocytes precursor cells,Pmch,mtDSB_at_age×sex,60,female,-0.1995637317294897,-1.2532158838015328,0.8461472478303909,0.9512840164971048,,"beta[60] (mtDSB effect @ age, sex=female)"
99,Oligodendrocytes precursor cells,Pmch,mtDSB_at_age×sex,60,male,-0.47191301331701524,-1.7469027191845787,0.8427423210159892,0.7737883395975206,,"beta[60] (mtDSB effect @ age, sex=male)"
100,Oligodendrocytes precursor cells,Pmch,age_interaction(old-young) within sex,60-21,female,-0.33947069854743417,-1.211466297988688,0.5498874540451164,,0.7871577750013183,age_interaction(60-21) (within sex=female)
101,Oligodendrocytes precursor cells,Pmch,age_interaction(old-young) within sex,60-21,male,-0.5567233429028832,-1.6884339199178817,0.5812030850637111,,0.6852075369675975,age_interaction(60-21) (within sex=male)
102,Oligodendrocytes precursor cells,Pmch,sex_interaction(sex2-sex1) within age,21,male-female,-0.05509663723207652,-0.905648624684514,0.7781656745040262,,1.036155475851688,sex_interaction(male-female) (within age=21)
103,Oligodendrocytes precursor cells,Pmch,sex_interaction(sex2-sex1) within age,60,male-female,-0.2723492815875256,-1.4241397903296376,0.8698069689418579,,0.9012593642205643,sex_interaction(male-female) (within age=60)
104,Oligodendrocytes precursor cells,Zup1,mtDSB_at_age×sex,21,female,0.5289171970077111,-0.25343985369825317,1.2706760052548383,1.8076517277953021,,"beta[21] (mtDSB effect @ age, sex=female)"
105,Oligodendrocytes precursor cells,Zup1,mtDSB_at_age×sex,21,male,0.4840738361799577,-0.5059273252914884,1.2655126894192452,1.767059731119942,,"beta[21] (mtDSB effect @ age, sex=male)"
106,Oligodendrocytes precursor cells,Zup1,mtDSB_at_age×sex,60,female,-0.0004453209099307074,-0.8483131989796578,0.9281262607134865,1.1076181387286061,,"beta[60] (mtDSB effect @ age, sex=female)"
107,Oligodendrocytes precursor cells,Zup1,mtDSB_at_age×sex,60,male,-0.691630806332755,-1.5934489831116965,0.511842026836466,0.5889249425658217,,"beta[60] (mtDSB effect @ age, sex=male)"
108,Oligodendrocytes precursor cells,Zup1,age_interaction(old-young) within sex,60-21,female,-0.529362517917642,-1.2692747613835953,0.34704196730785003,,0.6405836773234919,age_interaction(60-21) (within sex=female)
109,Oligodendrocytes precursor cells,Zup1,age_interaction(old-young) within sex,60-21,male,-1.1757046425127127,-2.049056515547731,0.10040604855581442,,0.37630452622964355,age_interaction(60-21) (within sex=male)
110,Oligodendrocytes precursor cells,Zup1,sex_interaction(sex2-sex1) within age,21,male-female,-0.044843360827753455,-0.817097786604928,0.6467056477469356,,1.018616323475775,sex_interaction(male-female) (within age=21)
111,Oligodendrocytes precursor cells,Zup1,sex_interaction(sex2-sex1) within age,60,male-female,-0.6911854854228243,-1.5811004232548875,0.36092664657492124,,0.5673030298789115,sex_interaction(male-female) (within age=60)
112,Oligodendrocytes precursor cells,Ldb1,mtDSB_at_age×sex,21,female,0.09278459285823835,-0.6355761247796363,0.7537833386523821,1.1632783697273414,,"beta[21] (mtDSB effect @ age, sex=female)"
113,Oligodendrocytes precursor cells,Ldb1,mtDSB_at_age×sex,21,male,0.29749969749985733,-0.5944536044770362,1.098985810060836,1.4728237253934118,,"beta[21] (mtDSB effect @ age, sex=male)"
114,Oligodendrocytes precursor cells,Ldb1,mtDSB_at_age×sex,60,female,-0.6439536244607755,-1.5175245746674104,0.31334455567997166,0.5854343912043446,,"beta[60] (mtDSB effect @ age, sex=female)"
115,Oligodendrocytes precursor cells,Ldb1,mtDSB_at_age×sex,60,male,-0.9950716238727207,-1.9250175349421372,0.1715251152058532,0.4302142120153845,,"beta[60] (mtDSB effect @ age, sex=male)"
116,Oligodendrocytes precursor cells,Ldb1,age_interaction(old-young) within sex,60-21,female,-0.736738217319014,-1.5775662339699654,0.13611500477460625,,0.5255952246167507,age_interaction(60-21) (within sex=female)
117,Oligodendrocytes precursor cells,Ldb1,age_interaction(old-young) within sex,60-21,male,-1.292571321372578,-2.3517127849763484,-0.10638915631896256,,0.3239858471381635,age_interaction(60-21) (within sex=male)
118,Oligodendrocytes precursor cells,Ldb1,sex_interaction(sex2-sex1) within age,21,male-female,0.20471510464161902,-0.5560151239665649,0.9530260463254353,,1.3249475218077686,sex_interaction(male-female) (within age=21)
119,Oligodendrocytes precursor cells,Ldb1,sex_interaction(sex2-sex1) within age,60,male-female,-0.3511179994119451,-1.3103892797066965,0.7222586150610983,,0.8059788730770847,sex_interaction(male-female) (within age=60)
120,Oligodendrocytes precursor cells,Ephb3,mtDSB_at_age×sex,21,female,-0.015793282363851947,-0.7877005561890305,0.7741874221937729,1.0665399073416006,,"beta[21] (mtDSB effect @ age, sex=female)"
121,Oligodendrocytes precursor cells,Ephb3,mtDSB_at_age×sex,21,male,-0.0065666325066212,-0.9751344416828068,0.948190004548841,1.1251493510403092,,"beta[21] (mtDSB effect @ age, sex=male)"
122,Oligodendrocytes precursor cells,Ephb3,mtDSB_at_age×sex,60,female,-0.5448819771798219,-1.5668796822064919,0.5307161033667079,0.6751149742641526,,"beta[60] (mtDSB effect @ age, sex=female)"
123,Oligodendrocytes precursor cells,Ephb3,mtDSB_at_age×sex,60,male,-0.7445474772996867,-1.9588396327863857,0.5423044411603322,0.5798718817325587,,"beta[60] (mtDSB effect @ age, sex=male)"
124,Oligodendrocytes precursor cells,Ephb3,age_interaction(old-young) within sex,60-21,female,-0.52908869481597,-1.4289527642573596,0.38405077670140575,,0.6564702219542446,age_interaction(60-21) (within sex=female)
125,Oligodendrocytes precursor cells,Ephb3,age_interaction(old-young) within sex,60-21,male,-0.7379808447930656,-1.8811753924254917,0.4659143713649781,,0.5728328117559104,age_interaction(60-21) (within sex=male)
126,Oligodendrocytes precursor cells,Ephb3,sex_interaction(sex2-sex1) within age,21,male-female,0.00922664985723075,-0.8449793227141454,0.8158829898266617,,1.100263659006762,sex_interaction(male-female) (within age=21)
127,Oligodendrocytes precursor cells,Ephb3,sex_interaction(sex2-sex1) within age,60,male-female,-0.1996655001198648,-1.2362975242728387,0.8744900372513772,,0.9511552560470116,sex_interaction(male-female) (within age=60)
128,Oligodendrocytes precursor cells,Bbs1,mtDSB_at_age×sex,21,female,0.0348381710929212,-0.7542791053309702,0.8519021491375666,1.1260100771522488,,"beta[21] (mtDSB effect @ age, sex=female)"
129,Oligodendrocytes precursor cells,Bbs1,mtDSB_at_age×sex,21,male,0.2046399307909602,-0.8061577911921038,1.1681620231571197,1.3894655276119903,,"beta[21] (mtDSB effect @ age, sex=male)"
130,Oligodendrocytes precursor cells,Bbs1,mtDSB_at_age×sex,60,female,-0.30463401183697464,-1.2848869652574417,0.786320293317404,0.8575256057040896,,"beta[60] (mtDSB effect @ age, sex=female)"
131,Oligodendrocytes precursor cells,Bbs1,mtDSB_at_age×sex,60,male,-0.31656415777530933,-1.630984887833494,1.1311635670687736,0.9223060153431554,,"beta[60] (mtDSB effect @ age, sex=male)"
132,Oligodendrocytes precursor cells,Bbs1,age_interaction(old-young) within sex,60-21,female,-0.3394721829298958,-1.2735903392649786,0.5758976705463862,,0.789145427205166,age_interaction(60-21) (within sex=female)
133,Oligodendrocytes precursor cells,Bbs1,age_interaction(old-young) within sex,60-21,male,-0.5212040885662695,-1.7580678629760311,0.7025636296964479,,0.7231064955737998,age_interaction(60-21) (within sex=male)
134,Oligodendrocytes precursor cells,Bbs1,sex_interaction(sex2-sex1) within age,21,male-female,0.169801759698039,-0.655333559675933,0.9974330103235183,,1.2958634516119019,sex_interaction(male-female) (within age=21)
