,Unnamed: 0,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
981,Microglia,-0.0012650525,0.018072996,0.462,0.538,0.462,0.3141,False,Egfl7
8,Microglia,-0.001268194,0.018079828,0.462,0.538,0.462,0.3398888888888889,False,Prodh
10,Oligodendrocytes,-0.0012692702,0.010281122,0.466,0.534,0.466,0.328,False,Pde1b
417,Microglia,-0.0012696107,0.018102704,0.462,0.538,0.462,0.3499,False,Cab39l
11,GABAergic Neurons,-0.0012698385,0.019471744,0.496,0.504,0.496,0.3840833333333333,False,Vwf
4077,Microglia,-0.0012706964,0.018102018,0.462,0.538,0.462,0.3101,False,Zic1
3417,Oligodendrocytes,-0.0012722652,0.010261357,0.466,0.534,0.466,0.337,False,Sh3bp4
11,GABAergic Neurons,-0.0012725125,0.019472308,0.496,0.504,0.496,0.3664166666666666,False,Tmem173
1882,GABAergic Neurons,-0.0012797992,0.019481353,0.496,0.504,0.496,0.2976363636363636,False,Kdr
141,Microglia,-0.001280581,0.018067425,0.462,0.538,0.462,0.3187000000000001,False,Adora2a
11,GABAergic Neurons,-0.0012806106,0.019520584,0.496,0.504,0.496,0.36325,False,Smoc1
11,Oligodendrocytes,-0.0012827924,0.010338407,0.466,0.534,0.466,0.3515,False,Htr2c
11,GABAergic Neurons,-0.0012833616,0.019483784,0.496,0.504,0.496,0.3355833333333333,False,Litaf
11,GABAergic Neurons,-0.0012835511,0.020080835,0.496,0.504,0.496,0.3320833333333333,False,Cspg5
8,Neural Stem Cells,-0.0012862186,0.021371454,0.461,0.539,0.461,0.3353333333333333,False,Hopx
11,GABAergic Neurons,-0.0012876277,0.019494861,0.496,0.504,0.496,0.3887500000000001,False,Cpt1a
3947,GABAergic Neurons,-0.0012883956,0.019908667,0.496,0.504,0.496,0.3768333333333333,False,Utrn
8,Microglia,-0.0012905776,0.01808639,0.462,0.538,0.462,0.3352222222222222,False,Abcb1a
10,Microglia,-0.0012931888,0.018069107,0.462,0.538,0.462,0.3456363636363636,False,Pls1
11,GABAergic Neurons,-0.0012966282,0.019615985,0.496,0.504,0.496,0.3268333333333333,False,Ctss
11,GABAergic Neurons,-0.0012972096,0.019504707,0.496,0.504,0.496,0.3510833333333332,False,Rhoc
211,Microglia,-0.0012980939,0.018064022,0.462,0.538,0.462,0.296875,False,Alpl
3142,GABAergic Neurons,-0.001298699,0.019573767,0.496,0.504,0.496,0.3196363636363636,False,Rgcc
562,Microglia,-0.0013022587,0.01811589,0.462,0.538,0.462,0.2775454545454546,False,Ccp110
2086,Microglia,-0.0013047096,0.018098863,0.462,0.538,0.462,0.3735454545454545,False,Maoa
2255,GABAergic Neurons,-0.0013092404,0.019486578,0.496,0.504,0.496,0.3525,False,Msn
2927,GABAergic Neurons,-0.0013099083,0.019485708,0.496,0.504,0.496,0.3485833333333333,False,Prelp
1678,Oligodendrocytes,-0.0013117845,0.010333984,0.466,0.534,0.466,0.3362727272727273,False,Ighm
10,Oligodendrocytes,-0.0013133367,0.010364527,0.466,0.534,0.466,0.3427272727272727,False,Alpl
4233,Medium Spiny Neurons,-0.0013142579,0.00949044,0.451,0.549,0.451,0.283,False,Ldha
8,Oligodendrocytes,-0.0013151101,0.010364377,0.466,0.534,0.466,0.2785555555555555,False,Col1a2
10,GABAergic Neurons,-0.0013177796,0.019489462,0.496,0.504,0.496,0.3389090909090909,False,Padi2
8,Microglia,-0.0013180786,0.018137036,0.462,0.538,0.462,0.2873333333333334,False,S100a10
11,GABAergic Neurons,-0.0013210379,0.019493546,0.496,0.504,0.496,0.2939166666666666,False,Rnase4
4295,GABAergic Neurons,-0.0013238571,0.019477192,0.496,0.504,0.496,0.3738333333333334,False,Ifit3
8,Medium Spiny Neurons,-0.0013240939,0.009514035,0.449,0.551,0.449,0.2674444444444444,False,Fstl1
2219,GABAergic Neurons,-0.0013243097,0.0195121,0.496,0.504,0.496,0.3294166666666667,False,Mog
707,GABAergic Neurons,-0.0013301357,0.019472612,0.496,0.504,0.496,0.32825,False,Col1a2
11,GABAergic Neurons,-0.001330171,0.019476617,0.496,0.504,0.496,0.3854999999999999,False,Ifit1
849,Oligodendrocytes,-0.0013339061,0.010290835,0.465,0.535,0.465,0.322,False,Cxcl14
215,GABAergic Neurons,-0.0013354854,0.019479977,0.496,0.504,0.496,0.3555,False,Alpl
2072,Neural Stem Cells,-0.0013357906,0.021117225,0.459,0.541,0.459,0.3006666666666667,False,Mal
11,GABAergic Neurons,-0.0013377854,0.019681124,0.496,0.504,0.496,0.2975,False,Itgb1
1269,Microglia,-0.001341361,0.01808457,0.462,0.538,0.462,0.2869,False,Fstl1
11,GABAergic Neurons,-0.001349229,0.019569015,0.496,0.504,0.496,0.3613333333333333,False,Sh3bp4
2831,GABAergic Neurons,-0.0013516993,0.0196448,0.496,0.504,0.496,0.2785,False,Pltp
11,GABAergic Neurons,-0.0013528358,0.019567199,0.496,0.504,0.496,0.3373333333333333,False,Plxnb2
11,GABAergic Neurons,-0.0013530242,0.019477444,0.496,0.504,0.496,0.3533333333333333,False,Nkx6-2
2422,Oligodendrocytes,-0.0013556761,0.010333247,0.464,0.536,0.464,0.3654545454545455,False,Neurod6
1763,GABAergic Neurons,-0.0013581591,0.019477962,0.496,0.504,0.496,0.3647499999999999,False,Irgm2
1091,GABAergic Neurons,-0.0013621717,0.01950878,0.496,0.504,0.496,0.3440833333333333,False,Ets1
835,Microglia,-0.0013681662,0.018082375,0.462,0.538,0.462,0.303375,False,Cxcl12
4115,GABAergic Neurons,-0.0013690112,0.019619664,0.496,0.504,0.496,0.32725,False,Ddit3
4331,GABAergic Neurons,-0.0013698833,0.019481823,0.496,0.504,0.496,0.3820833333333333,False,Tnfaip3
9,Microglia,-0.0013701606,0.018081788,0.462,0.538,0.462,0.3504,False,Sox6
4029,Excitatory Neurons,-0.0013719621,0.013118945,0.462,0.538,0.462,0.3764,False,Vxn
11,GABAergic Neurons,-0.0013720953,0.019471487,0.496,0.504,0.496,0.3896666666666666,False,Isg15
11,GABAergic Neurons,-0.0013743516,0.019475274,0.496,0.504,0.496,0.3594166666666665,False,Tek
7,Microglia,-0.0013746296,0.018085914,0.462,0.538,0.462,0.3085,False,Sox8
8,Microglia,-0.0013864001,0.018097801,0.462,0.538,0.462,0.2543333333333333,False,Mag
11,GABAergic Neurons,-0.0013908122,0.019512169,0.495,0.505,0.495,0.3851666666666667,False,Sox21
9,Microglia,-0.00139459,0.018072661,0.461,0.539,0.461,0.3278999999999999,False,Nkx6-2
11,GABAergic Neurons,-0.0013985882,0.019476542,0.495,0.505,0.495,0.3428333333333333,False,Gjb2
4234,Excitatory Neurons,-0.0014039342,0.013471729,0.462,0.538,0.462,0.2992727272727273,False,Ldha
9,Microglia,-0.0014047363,0.018124811,0.461,0.539,0.461,0.3625,False,Notch1
10,Oligodendrocytes,-0.0014061437,0.010349191,0.462,0.538,0.462,0.3118181818181818,False,Maf
9,Microglia,-0.0014067043,0.01805825,0.461,0.539,0.461,0.3625,False,Vwf
1163,GABAergic Neurons,-0.0014070839,0.0194857,0.494,0.506,0.494,0.3418333333333332,False,Fcgrt
935,GABAergic Neurons,-0.0014072569,0.019630667,0.495,0.505,0.495,0.3373333333333333,False,Ece1
9,Microglia,-0.001408167,0.018079799,0.461,0.539,0.461,0.3567999999999999,False,Myo10
4318,GABAergic Neurons,-0.0014091621,0.019471804,0.494,0.506,0.494,0.3698181818181817,False,Nfkb2
11,GABAergic Neurons,-0.0014120151,0.019468727,0.494,0.506,0.494,0.3846666666666666,False,Ccl2
370,Neural Stem Cells,-0.0014141528,0.020887433,0.458,0.542,0.458,0.1963636363636363,False,B2m
11,GABAergic Neurons,-0.0014170245,0.019490646,0.494,0.506,0.494,0.3793333333333333,False,Lrig1
597,Microglia,-0.0014189414,0.01807016,0.461,0.539,0.461,0.3504,False,Cdh5
1655,GABAergic Neurons,-0.0014214431,0.019578338,0.494,0.506,0.494,0.33025,False,Igf1r
10,GABAergic Neurons,-0.0014258417,0.019512152,0.494,0.506,0.494,0.3269999999999999,False,Lima1
3129,Oligodendrocytes,-0.0014262774,0.010349101,0.461,0.539,0.461,0.296,False,Rbp1
3153,Medium Spiny Neurons,-0.0014281749,0.009593158,0.446,0.554,0.446,0.2941,False,Rgs20
395,GABAergic Neurons,-0.0014295656,0.019509112,0.494,0.506,0.494,0.3816666666666666,False,Bmpr1b
1390,GABAergic Neurons,-0.0014329674,0.019655628,0.494,0.506,0.494,0.3721818181818182,False,Gm2a
10,GABAergic Neurons,-0.0014343368,0.019478936,0.493,0.507,0.493,0.3295454545454545,False,Sox10
9,Microglia,-0.0014353889,0.01807627,0.46,0.54,0.46,0.3056,False,Otof
8,Microglia,-0.0014454137,0.018187378,0.46,0.54,0.46,0.3477777777777777,False,Samhd1
8,Microglia,-0.0014510744,0.01807288,0.46,0.54,0.46,0.3005555555555555,False,Car4
11,GABAergic Neurons,-0.0014536997,0.019754987,0.493,0.507,0.493,0.3111666666666667,False,Fgfr3
9,Microglia,-0.0014563667,0.018161569,0.46,0.54,0.46,0.3142,False,Pde1b
11,GABAergic Neurons,-0.0014589651,0.0196926,0.493,0.507,0.493,0.3210833333333333,False,Vamp3
3815,GABAergic Neurons,-0.0014596956,0.019489264,0.493,0.507,0.493,0.3627499999999999,False,Tgm2
4210,GABAergic Neurons,-0.0014601243,0.019472918,0.493,0.507,0.493,0.3451818181818181,False,Hk2
3106,GABAergic Neurons,-0.0014614298,0.019636864,0.493,0.507,0.493,0.3105454545454545,False,Rap1a
8,Microglia,-0.0014642482,0.018095365,0.46,0.54,0.46,0.3437777777777777,False,Neurod6
11,GABAergic Neurons,-0.0014670053,0.019546624,0.493,0.507,0.493,0.3924166666666667,False,Mtf1
9,Astrocytes,-0.0014729325,0.016516758,0.478,0.522,0.478,0.3572999999999999,False,Lrig1
8,Oligodendrocytes,-0.0014748189,0.010278442,0.458,0.542,0.458,0.3668888888888889,False,Vxn
10,GABAergic Neurons,-0.0014751906,0.019498084,0.493,0.507,0.493,0.3248181818181818,False,Adamts1
1667,GABAergic Neurons,-0.0014844341,0.019481024,0.492,0.508,0.492,0.3056666666666667,False,Igf2
239,GABAergic Neurons,-0.0014858611,0.01949516,0.492,0.508,0.492,0.3661666666666667,False,Anxa2
3251,GABAergic Neurons,-0.0014869581,0.019602943,0.493,0.507,0.493,0.33625,False,S100a10
11,GABAergic Neurons,-0.0014871922,0.019487606,0.492,0.508,0.492,0.3428333333333333,False,Bcam
10,Microglia,-0.001491623,0.018115625,0.459,0.541,0.459,0.2962727272727272,False,Ptch1
1124,Oligodendrocytes,-0.0014917285,0.010281049,0.457,0.543,0.457,0.3486666666666667,False,Fabp7
11,GABAergic Neurons,-0.0014929763,0.019550623,0.492,0.508,0.492,0.34925,False,Nhsl1
527,GABAergic Neurons,-0.0014936898,0.01951165,0.492,0.508,0.492,0.3801666666666667,False,Cbs
3539,Medium Spiny Neurons,-0.0014977666,0.010038979,0.446,0.554,0.446,0.2805,False,Slc32a1
9,Microglia,-0.00149781,0.018252667,0.459,0.541,0.459,0.3211,False,Adarb1
11,GABAergic Neurons,-0.001499918,0.019617645,0.492,0.508,0.492,0.3649166666666666,False,Pcdh15
3873,Microglia,-0.001500336,0.018170979,0.459,0.541,0.459,0.3182,False,Tnr
3934,Endocrine Cells,-0.0015022635,0.027774552,0.487,0.513,0.487,0.3442727272727273,False,Ugt8a
8,Microglia,-0.0015047753,0.018112428,0.459,0.541,0.459,0.3151111111111111,False,Mmd2
3837,Neural Stem Cells,-0.001506694,0.021467673,0.458,0.542,0.458,0.3621,False,Tlcd1
7,Medium Spiny Neurons,-0.0015083853,0.009586929,0.443,0.557,0.443,0.32925,False,Neurod6
4031,GABAergic Neurons,-0.0015146397,0.019607961,0.492,0.508,0.492,0.395,False,Vxn
3453,Microglia,-0.0015161575,0.018332308,0.459,0.541,0.459,0.3271,False,Slc12a2
2711,GABAergic Neurons,-0.0015184471,0.019508908,0.492,0.508,0.492,0.3838333333333333,False,Pdgfra
11,GABAergic Neurons,-0.0015205003,0.01949149,0.492,0.508,0.492,0.3653333333333333,False,Olig1
11,GABAergic Neurons,-0.0015265803,0.019490616,0.492,0.508,0.492,0.3631666666666666,False,Vcam1
11,GABAergic Neurons,-0.0015276392,0.019552816,0.492,0.508,0.492,0.3251666666666666,False,Parvb
4148,Microglia,-0.0015305069,0.01808335,0.457,0.543,0.457,0.3628888888888888,False,Mtf1
9,Oligodendrocytes,-0.0015368285,0.01021537,0.456,0.544,0.456,0.3646999999999999,False,Maoa
899,GABAergic Neurons,-0.0015421503,0.019773971,0.492,0.508,0.492,0.2848333333333333,False,Ddit4
1703,GABAergic Neurons,-0.0015424463,0.01951828,0.492,0.508,0.492,0.383,False,Il18
3911,GABAergic Neurons,-0.0015445139,0.019600844,0.492,0.508,0.492,0.31475,False,Tubb2b
2925,Microglia,-0.001550783,0.018066157,0.456,0.544,0.456,0.3213,False,Prelp
9,Medium Spiny Neurons,-0.001553966,0.00952542,0.442,0.558,0.442,0.2947,False,Zeb2
8,Microglia,-0.0015568319,0.018068668,0.455,0.545,0.455,0.3015555555555556,False,Aspa
11,GABAergic Neurons,-0.0015635259,0.019532546,0.492,0.508,0.492,0.3304166666666666,False,Itgb5
10,Endothelial Cells,-0.001564494,0.03057316,0.482,0.518,0.482,0.2801818181818181,False,Txnip
1221,Microglia,-0.0015790749,0.01807025,0.454,0.546,0.454,0.3397,False,Fn1
1881,Microglia,-0.0015876273,0.018071737,0.454,0.546,0.454,0.2778,False,Kdr
10,GABAergic Neurons,-0.0015961921,0.019736689,0.492,0.508,0.492,0.3431818181818181,False,Pygb
11,GABAergic Neurons,-0.0015963357,0.01951571,0.491,0.509,0.491,0.3919999999999999,False,Cdc42ep4
11,GABAergic Neurons,-0.0015980238,0.01951446,0.491,0.509,0.491,0.3824166666666666,False,Apln
2087,GABAergic Neurons,-0.001599512,0.019610139,0.491,0.509,0.491,0.3833333333333333,False,Maoa
3630,Neural Stem Cells,-0.0016041448,0.0213744,0.456,0.544,0.456,0.2865714285714286,False,Sox8
359,Microglia,-0.0016105605,0.018901592,0.457,0.543,0.457,0.2061666666666666,False,Atp1b2
10,GABAergic Neurons,-0.0016120909,0.019946482,0.492,0.508,0.492,0.2302727272727272,False,Id4
11,GABAergic Neurons,-0.0016143862,0.019801745,0.491,0.509,0.491,0.3325833333333333,False,Cnp
8,Neural Stem Cells,-0.0016173075,0.021345487,0.456,0.544,0.456,0.3452222222222222,False,Myo10
10,GABAergic Neurons,-0.0016207726,0.019517992,0.491,0.509,0.491,0.2862727272727273,False,Tmem176a
9,Microglia,-0.0016208134,0.018089779,0.453,0.547,0.453,0.26,False,Il33
731,GABAergic Neurons,-0.0016249194,0.01965047,0.491,0.509,0.491,0.3226666666666667,False,Cpox
4259,GABAergic Neurons,-0.001626236,0.019476408,0.491,0.509,0.491,0.357,False,Slc16a3
10,GABAergic Neurons,-0.0016302224,0.019545102,0.491,0.509,0.491,0.3601818181818182,False,Acaa2
1907,GABAergic Neurons,-0.0016324262,0.019530313,0.491,0.509,0.491,0.3896666666666666,False,Kitl
4150,Endocrine Cells,-0.0016325573,0.027780341,0.485,0.515,0.485,0.3832727272727272,False,Mtf1
490,GABAergic Neurons,-0.0016403225,0.019561527,0.491,0.509,0.491,0.3338181818181818,False,Car4
4054,Excitatory Neurons,-0.0016475728,0.017909277,0.466,0.534,0.466,0.2459090909090909,False,Ywhaz
9,Microglia,-0.001649017,0.018141136,0.453,0.547,0.453,0.3288,False,Slc9a3r2
11,GABAergic Neurons,-0.0016520295,0.01956112,0.491,0.509,0.491,0.3125,False,Ptch1
7,Microglia,-0.001652402,0.018073255,0.453,0.547,0.453,0.255625,False,Rbp1
9,Microglia,-0.0016529175,0.018218813,0.453,0.547,0.453,0.2995,False,Ddah1
11,GABAergic Neurons,-0.0016606798,0.019564822,0.491,0.509,0.491,0.3405833333333333,False,Ermn
2648,Oligodendrocytes,-0.0016642913,0.010291068,0.452,0.548,0.452,0.3284444444444444,False,Pcdh15
2253,Microglia,-0.001665037,0.018434178,0.453,0.547,0.453,0.3243,False,Msn
4185,Microglia,-0.0016671018,0.018327799,0.453,0.547,0.453,0.2754,False,Sod2
9,Microglia,-0.001675991,0.01806274,0.453,0.547,0.453,0.3334999999999999,False,Tek
11,GABAergic Neurons,-0.0016802025,0.019639328,0.491,0.509,0.491,0.3718333333333333,False,Hopx
2338,Microglia,-0.0016807376,0.01806455,0.453,0.547,0.453,0.3121818181818181,False,Myo1d
9,Astrocytes,-0.0016816409,0.016718257,0.477,0.523,0.477,0.2809,False,Jun
3080,Microglia,-0.0016820192,0.018514141,0.453,0.547,0.453,0.21,False,Qdpr
1675,Medium Spiny Neurons,-0.001689135,0.009571681,0.438,0.562,0.438,0.29425,False,Ighm
1486,Microglia,-0.0016896179,0.018464971,0.453,0.547,0.453,0.232090909090909,False,Gprc5b
1103,GABAergic Neurons,-0.0017024666,0.019512491,0.488,0.512,0.488,0.344,False,Ezr
11,GABAergic Neurons,-0.0017064936,0.019751322,0.49,0.51,0.49,0.2999166666666666,False,Epas1
9,Oligodendrocytes,-0.0017174967,0.010336578,0.45,0.55,0.45,0.3116,False,Siglech
11,GABAergic Neurons,-0.0017402034,0.020435952,0.491,0.509,0.491,0.2178333333333333,False,Slc1a3
1821,GABAergic Neurons,-0.0017402099,0.019573236,0.488,0.512,0.488,0.3479,False,Jam2
2707,Oligodendrocytes,-0.0017444205,0.010331064,0.448,0.552,0.448,0.3419999999999999,False,Pdgfra
9,Microglia,-0.0017461253,0.018117907,0.453,0.547,0.453,0.3449,False,Dbx2
1414,Microglia,-0.0017494463,0.018099057,0.453,0.547,0.453,0.2765454545454545,False,Gng11
2062,Endocrine Cells,-0.0017500243,0.027680349,0.484,0.516,0.484,0.2958181818181818,False,Mag
2949,Microglia,-0.0017504409,0.018070353,0.453,0.547,0.453,0.3192,False,Prkcq
1101,Microglia,-0.0017614864,0.018082323,0.453,0.547,0.453,0.3171,False,Ezr
500,Microglia,-0.0017643423,0.018063707,0.453,0.547,0.453,0.2784444444444444,False,Cav1
11,GABAergic Neurons,-0.0017644892,0.020842403,0.491,0.509,0.491,0.3083333333333334,False,Nsmf
765,Microglia,-0.0017651216,0.01809188,0.453,0.547,0.453,0.2892,False,Crym
9,Microglia,-0.0017656481,0.018187309,0.453,0.547,0.453,0.3535,False,Utrn
3083,GABAergic Neurons,-0.001781753,0.020255389,0.488,0.512,0.488,0.2771666666666667,False,Qdpr
2686,Endocrine Cells,-0.0017939584,0.027827026,0.483,0.517,0.483,0.3224545454545455,False,Pde8a
10,Oligodendrocytes,-0.001800564,0.010132242,0.447,0.553,0.447,0.3542727272727272,False,Tjp1
3585,Oligodendrocytes,-0.0018032168,0.010306897,0.447,0.553,0.447,0.3399,False,Smoc1
8,Microglia,-0.0018035603,0.01814664,0.453,0.547,0.453,0.3533333333333333,False,Lfng
7,Microglia,-0.001826315,0.018087734,0.451,0.549,0.451,0.335375,False,Sox21
2204,Oligodendrocytes,-0.0018295265,0.010331168,0.447,0.553,0.447,0.2662222222222222,False,Mmp15
10,Oligodendrocytes,-0.0018369039,0.010334593,0.447,0.553,0.447,0.2887272727272727,False,Igf2
3872,Neural Stem Cells,-0.0018426423,0.021352386,0.453,0.547,0.453,0.3025555555555555,False,Tnr
8,Microglia,-0.0018479355,0.018046686,0.451,0.549,0.451,0.3476666666666667,False,Kl
548,Microglia,-0.0018521466,0.018100291,0.451,0.549,0.451,0.2587777777777778,False,Ccnd2
1640,Neural Stem Cells,-0.0018567261,0.02139265,0.453,0.547,0.453,0.3613333333333333,False,Ifngr1
262,Endothelial Cells,-0.0018597963,0.029638533,0.477,0.523,0.477,0.2779999999999999,False,Apod
3130,GABAergic Neurons,-0.0018671323,0.019502409,0.485,0.515,0.485,0.3131818181818182,False,Rbp1
9,Microglia,-0.0018780577,0.018200587,0.451,0.549,0.451,0.235,False,Sox9
1122,Medium Spiny Neurons,-0.0019053137,0.009565673,0.426,0.574,0.426,0.3178571428571429,False,Fabp7
2302,Oligodendrocytes,-0.0019075779,0.010310729,0.446,0.554,0.446,0.3361818181818182,False,Mylk
8,Microglia,-0.0019145507,0.01814915,0.45,0.55,0.45,0.3061111111111111,False,Cxcl14
9,GABAergic Neurons,-0.001914717,0.019484783,0.482,0.518,0.482,0.331,False,Zic2
2975,GABAergic Neurons,-0.0019276212,0.019470638,0.482,0.518,0.482,0.3117499999999999,False,Prl
11,GABAergic Neurons,-0.0019320186,0.019477494,0.482,0.518,0.482,0.3781666666666667,False,Kl
2877,Microglia,-0.0019364079,0.018066615,0.45,0.55,0.45,0.319,False,Podxl
7,Neural Stem Cells,-0.0019404,0.021172417,0.451,0.549,0.451,0.33875,False,Notch1
1258,Medium Spiny Neurons,-0.0019522192,0.009633839,0.426,0.574,0.426,0.2221818181818181,False,Fscn1
550,GABAergic Neurons,-0.0019570594,0.019660668,0.481,0.519,0.481,0.299,False,Ccnd2
3632,GABAergic Neurons,-0.00196286,0.019534867,0.481,0.519,0.481,0.3276666666666667,False,Sox8
8,Endothelial Cells,-0.001968054,0.030757314,0.476,0.524,0.476,0.3235555555555555,False,Vcam1
8,Microglia,-0.001971405,0.01812089,0.448,0.552,0.448,0.2664444444444445,False,Arrdc3
1126,Astrocytes,-0.0019728155,0.016607014,0.47,0.53,0.47,0.3702727272727272,False,Fabp7
582,Microglia,-0.0019738292,0.01809802,0.448,0.552,0.448,0.3387142857142857,False,Cdc42ep4
10,Endothelial Cells,-0.0019810835,0.030472165,0.475,0.525,0.475,0.2825454545454545,False,Gjb6
7,Microglia,-0.0019848363,0.018132003,0.448,0.552,0.448,0.3173749999999999,False,Tfrc
657,GABAergic Neurons,-0.0020152298,0.019576386,0.479,0.521,0.479,0.3186,False,Clic4
729,Microglia,-0.0020278355,0.018131422,0.446,0.554,0.446,0.2934,False,Cpox
1724,Neural Stem Cells,-0.002031254,0.021156302,0.45,0.55,0.45,0.2522222222222222,False,Il6st
7,Microglia,-0.0020349836,0.018115347,0.446,0.554,0.446,0.33275,False,Il18
8,Microglia,-0.002035483,0.01827599,0.446,0.554,0.446,0.3272222222222222,False,Kcnj10
8,Microglia,-0.0020366556,0.018089455,0.446,0.554,0.446,0.3458888888888889,False,Cbs
693,Endocrine Cells,-0.0020393566,0.027690502,0.477,0.523,0.477,0.2795999999999999,False,Cntn2
130,Astrocytes,-0.0020397173,0.01650735,0.469,0.531,0.469,0.3346363636363636,False,Adgrg1
9,Microglia,-0.0020425096,0.018051537,0.445,0.555,0.445,0.3312,False,Clic6
2409,Oligodendrocytes,-0.0020511197,0.010209093,0.44,0.56,0.44,0.3151,False,Nefh
3836,Microglia,-0.0020663613,0.018078618,0.444,0.556,0.444,0.3514444444444444,False,Tlcd1
3669,GABAergic Neurons,-0.0020667864,0.022156235,0.485,0.515,0.485,0.3507999999999999,False,Sst
3297,Oligodendrocytes,-0.002069497,0.010294515,0.44,0.56,0.44,0.2753,False,Scn4b
3958,Neural Stem Cells,-0.0020861703,0.021093177,0.449,0.551,0.449,0.3054545454545454,False,Vamp3
3021,GABAergic Neurons,-0.0020973354,0.019642595,0.479,0.521,0.479,0.3166,False,Psat1
11,GABAergic Neurons,-0.0020973694,0.019951472,0.479,0.521,0.479,0.2210833333333333,False,Slc6a11
2240,Medium Spiny Neurons,-0.002130068,0.009514843,0.417,0.583,0.417,0.2994444444444444,False,Msmo1
4328,Microglia,-0.0021378591,0.018118432,0.443,0.557,0.443,0.3506666666666666,False,Tnfaip3
3298,Microglia,-0.0021453672,0.01810606,0.443,0.557,0.443,0.2905454545454545,False,Scn4b
10,Microglia,-0.0021478967,0.018128924,0.443,0.557,0.443,0.294090909090909,False,Map7
6,Medium Spiny Neurons,-0.0021734335,0.009533465,0.415,0.585,0.415,0.2864285714285714,False,Htr2c
4145,Oligodendrocytes,-0.0021788795,0.0102580795,0.437,0.563,0.437,0.3188333333333333,False,Mtf1
9,Oligodendrocytes,-0.0021854024,0.010066686,0.435,0.565,0.435,0.2779,False,Fgfr3
1583,GABAergic Neurons,-0.002194359,0.019673875,0.477,0.523,0.477,0.2925,False,Hist1h2bc
2974,Astrocytes,-0.002217761,0.016179793,0.465,0.535,0.465,0.2962727272727272,False,Prl
260,Microglia,-0.0022271173,0.018132864,0.44,0.56,0.44,0.2375555555555555,False,Apod
2458,Astrocytes,-0.0022291297,0.016313957,0.465,0.535,0.465,0.3403636363636363,False,Nkx6-2
3056,Microglia,-0.0022313087,0.018486485,0.441,0.559,0.441,0.2564444444444444,False,Ptprz1
8,Oligodendrocytes,-0.002234812,0.010197451,0.435,0.565,0.435,0.211,False,Sox9
9,GABAergic Neurons,-0.002238448,0.019693779,0.476,0.524,0.476,0.3414999999999999,False,Cav2
1436,Microglia,-0.0022563878,0.018073238,0.439,0.561,0.439,0.2576666666666666,False,Gpc4
9,Microglia,-0.0022755999,0.018138304,0.436,0.564,0.436,0.2623,False,Ppp1r1b
1915,Oligodendrocytes,-0.0022770658,0.010368773,0.435,0.565,0.435,0.33475,False,Kl
11,Endothelial Cells,-0.0022856616,0.030114595,0.471,0.529,0.471,0.1964999999999999,False,Hspa5
10,Microglia,-0.002293143,0.018277064,0.436,0.564,0.436,0.2796363636363636,False,Ppp1r16b
1615,Oligodendrocytes,-0.0022991165,0.010202562,0.433,0.567,0.433,0.3037499999999999,False,Id2
9,Microglia,-0.0023039698,0.01820783,0.436,0.564,0.436,0.3131,False,Msmo1
8,Microglia,-0.0023045058,0.018105865,0.436,0.564,0.436,0.3433333333333334,False,Naaa
3647,GABAergic Neurons,-0.0023055333,0.01961751,0.476,0.524,0.476,0.274,False,Sox9
297,Oligodendrocytes,-0.0023074385,0.009914475,0.432,0.568,0.432,0.2673999999999999,False,Arc
10,GABAergic Neurons,-0.0023241583,0.019599061,0.475,0.525,0.475,0.3612727272727273,False,Cab39l
670,GABAergic Neurons,-0.0023444674,0.019516084,0.474,0.526,0.474,0.3441818181818181,False,Clic6
2950,GABAergic Neurons,-0.0023671347,0.019515688,0.473,0.527,0.473,0.3331818181818182,False,Prkcq
10,Endothelial Cells,-0.0023716888,0.0302515,0.471,0.529,0.471,0.3315454545454546,False,Mal
8,Endocrine Cells,-0.002372176,0.027968021,0.472,0.528,0.472,0.3428888888888888,False,Myo1c
3058,Endocrine Cells,-0.0023762377,0.02777074,0.472,0.528,0.472,0.2934545454545454,False,Ptprz1
8,Microglia,-0.00238353,0.018050974,0.434,0.566,0.434,0.2595555555555555,False,Prl
766,GABAergic Neurons,-0.0024063215,0.019683944,0.473,0.527,0.473,0.3059090909090909,False,Crym
6,Medium Spiny Neurons,-0.0024081697,0.009526382,0.406,0.594,0.406,0.3212857142857143,False,Acvrl1
2299,Microglia,-0.0024157304,0.018080741,0.434,0.566,0.434,0.29725,False,Mylk
4222,GABAergic Neurons,-0.0024263873,0.019779406,0.472,0.528,0.472,0.34,False,Pfkl
11,GABAergic Neurons,-0.002442476,0.01977551,0.472,0.528,0.472,0.2918333333333333,False,Rnaset2a
4196,GABAergic Neurons,-0.0024485178,0.020010084,0.473,0.527,0.473,0.2913333333333333,False,Hif1a
1438,GABAergic Neurons,-0.0024495316,0.019577112,0.472,0.528,0.472,0.2960909090909091,False,Gpc4
271,Oligodendrocytes,-0.0024556725,0.009969216,0.425,0.575,0.425,0.250625,False,Appl2
10,Oligodendrocytes,-0.0024676437,0.010067857,0.425,0.575,0.425,0.2931818181818181,False,Slc17a7
3874,GABAergic Neurons,-0.002479443,0.020176167,0.472,0.528,0.472,0.3321818181818182,False,Tnr
2396,Oligodendrocytes,-0.002488667,0.009904487,0.424,0.576,0.424,0.2585555555555556,False,Neat1
