,Unnamed: 0,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
4,Astrocytes,0.011110341,0.01670536,0.754,0.246,0.246,0.142,False,Itih5
2,Neurons,0.011099016,0.013503039,0.794,0.206,0.206,0.1626666666666666,False,Frmd4a
2775,Endocrine Cells,0.011096446,0.027766049,0.661,0.339,0.339,0.21575,False,Pllp
3977,Neural Stem Cells,0.011095681,0.021301618,0.695,0.305,0.305,0.209,False,Vcl
1479,Oligodendrocyte Precursor Cells,0.011093984,0.01183761,0.823,0.177,0.177,0.06275,False,Gprc5b
4,Neurons,0.011092038,0.013769841,0.787,0.213,0.213,0.1152,False,H2-K1
1508,Endocrine Cells,0.011080216,0.027986243,0.658,0.342,0.342,0.2008888888888889,False,Gstp1
1537,Neurons,0.011046057,0.013714886,0.787,0.213,0.213,0.1635,False,Hcn2
3445,Neurons,0.011040999,0.013689039,0.788,0.212,0.212,0.1565,False,Slc12a2
2,Neurons,0.011035233,0.013347155,0.795,0.205,0.205,0.104,False,Cabp1
3,Neural Stem Cells,0.011027019,0.02132806,0.694,0.306,0.306,0.23125,False,Abca1
3258,Endocrine Cells,0.011023992,0.027864479,0.658,0.342,0.342,0.2095714285714285,False,S1pr1
1791,Neurons,0.01101301,0.013741287,0.785,0.215,0.215,0.1159999999999999,False,Itih5
998,Neurons,0.010991545,0.013694453,0.785,0.215,0.215,0.1463333333333333,False,Elmo1
0,Oligodendrocyte Precursor Cells,0.010989217,0.011833523,0.82,0.18,0.18,0.18,False,Vxn
649,Neurons,0.0109811155,0.013709307,0.785,0.215,0.215,0.1655,False,Clic4
2596,Endocrine Cells,0.010970919,0.027899334,0.657,0.343,0.343,0.2284,False,Otud7b
3818,Endocrine Cells,0.010967788,0.028006785,0.657,0.343,0.343,0.2283333333333333,False,Tjp1
1,Neurons,0.010957292,0.013794405,0.784,0.216,0.216,0.157,False,F3
1,Oligodendrocyte Precursor Cells,0.010956168,0.011283218,0.832,0.168,0.168,0.084,False,Mog
3147,Neurons,0.010939829,0.01359648,0.786,0.214,0.214,0.164,False,Rgs20
3135,Neurons,0.01092127,0.013765936,0.784,0.216,0.216,0.16275,False,Rgcc
3534,GABAergic Neurons,0.010918176,0.023099588,0.68,0.32,0.32,0.1915714285714285,False,Slc32a1
2,Oligodendrocyte Precursor Cells,0.01090899,0.011708944,0.82,0.18,0.18,0.1176666666666666,False,Vamp3
1252,Oligodendrocyte Precursor Cells,0.010853132,0.011851812,0.818,0.182,0.182,0.1197999999999999,False,Fscn1
638,Oligodendrocyte Precursor Cells,0.010849298,0.011439607,0.828,0.172,0.172,0.0573333333333333,False,Cldn11
7,Neural Stem Cells,0.010841574,0.020646386,0.698,0.302,0.302,0.104375,False,Hspa5
1,Oligodendrocyte Precursor Cells,0.010824531,0.011732019,0.819,0.181,0.181,0.1105,False,Dusp6
1398,Endocrine Cells,0.010820649,0.02777511,0.657,0.343,0.343,0.2142857142857142,False,Gnal
1729,Oligodendrocyte Precursor Cells,0.0108194,0.0114163235,0.828,0.172,0.172,0.152,False,Inpp4b
531,Neurons,0.01080896,0.013762636,0.782,0.218,0.218,0.1402499999999999,False,Ccnd1
2,Oligodendrocyte Precursor Cells,0.010799015,0.011580574,0.82,0.18,0.18,0.1036666666666666,False,Mal
1319,GABAergic Neurons,0.010783812,0.019722918,0.697,0.303,0.303,0.0726666666666666,False,Gfap
2655,Neurons,0.010762879,0.013675669,0.783,0.217,0.217,0.108,False,Pde10a
1,Neurons,0.010751006,0.01373313,0.782,0.218,0.218,0.1465,False,Pcdh15
532,Neural Stem Cells,0.010746826,0.0214474,0.693,0.307,0.307,0.1735999999999999,False,Ccnd1
3817,Neurons,0.010746611,0.013738836,0.781,0.219,0.219,0.1709999999999999,False,Tjp1
2928,Oligodendrocyte Precursor Cells,0.010735301,0.011447364,0.823,0.177,0.177,0.177,False,Prkcd
277,Neurons,0.010733198,0.013732262,0.781,0.219,0.219,0.1595,False,Aqp4
3,Endocrine Cells,0.01073062,0.027805299,0.655,0.345,0.345,0.2495,False,Kcnab3
4,Endocrine Cells,0.010730481,0.02790243,0.654,0.346,0.346,0.1816,False,Rap1a
2,Neurons,0.010727788,0.013799446,0.78,0.22,0.22,0.1573333333333333,False,Csf1r
3,Neurons,0.010720731,0.013095247,0.793,0.207,0.207,0.129,False,Gnal
3,Neurons,0.01071484,0.013668507,0.782,0.218,0.218,0.12475,False,Fstl1
460,Astrocytes,0.010670229,0.01690765,0.744,0.256,0.256,0.15,False,Capn2
2,Neurons,0.0106578125,0.013704969,0.78,0.22,0.22,0.2023333333333333,False,Nhsl1
578,Endocrine Cells,0.010657788,0.0278455,0.653,0.347,0.347,0.2289999999999999,False,Cdc42ep4
2186,Neurons,0.010644048,0.013759591,0.778,0.222,0.222,0.109,False,Mmd2
3230,Oligodendrocytes,0.010638936,0.009709871,0.865,0.135,0.135,0.1033333333333333,False,S100a1
3,Neurons,0.01062141,0.013639167,0.78,0.22,0.22,0.1305,False,Kif1c
1321,Neurons,0.010617532,0.013609111,0.781,0.219,0.219,0.1535,False,Gfra1
3338,Oligodendrocyte Precursor Cells,0.010617298,0.011662217,0.815,0.185,0.185,0.1683333333333333,False,Sema6a
157,Neurons,0.010610568,0.013801767,0.777,0.223,0.223,0.163,False,Agt
3,Neurons,0.010584486,0.013836821,0.776,0.224,0.224,0.10975,False,Neat1
3705,Endothelial Cells,0.010580189,0.030445589,0.63,0.37,0.37,0.2727,False,Sult1a1
1,Neurons,0.010578683,0.0137111945,0.778,0.222,0.222,0.1595,False,Ece1
1142,Neurons,0.01057539,0.01360218,0.78,0.22,0.22,0.1076666666666666,False,Fbxo2
1,Neurons,0.010567824,0.013786705,0.776,0.224,0.224,0.164,False,Daam2
4,Neurons,0.010563295,0.0137980245,0.776,0.224,0.224,0.1252,False,Il33
1,Neurons,0.010562907,0.013752469,0.777,0.223,0.223,0.1605,False,Dbx2
1,Neurons,0.01055819,0.013788774,0.776,0.224,0.224,0.1615,False,Lfng
1491,Neurons,0.010551901,0.013722746,0.777,0.223,0.223,0.11875,False,Grn
4,Neural Stem Cells,0.010546213,0.021433357,0.689,0.311,0.311,0.1536,False,Tmem176a
8,Endothelial Cells,0.010514111,0.03031623,0.63,0.37,0.37,0.2262222222222222,False,Ddit4
4021,Neurons,0.010513664,0.013798608,0.775,0.225,0.225,0.2025,False,Vxn
2269,Neurons,0.010484033,0.013750182,0.775,0.225,0.225,0.1535,False,Mtus1
2282,Neurons,0.010476287,0.01374686,0.775,0.225,0.225,0.1686666666666666,False,Myh9
3761,Endocrine Cells,0.010471384,0.027881281,0.652,0.348,0.348,0.2735,False,Tek
3434,Neurons,0.010462871,0.013644172,0.776,0.224,0.224,0.103,False,Sirt2
4,Endocrine Cells,0.010459445,0.02792128,0.652,0.348,0.348,0.2402,False,Eng
1,Neurons,0.010444599,0.013519233,0.778,0.222,0.222,0.1575,False,Sst
2413,Excitatory Neurons,0.010441026,0.012979397,0.787,0.213,0.213,0.1679999999999999,False,Neurod6
77,Neural Stem Cells,0.010436834,0.0214608,0.687,0.313,0.313,0.2336666666666666,False,Adamts1
2,Neurons,0.010423844,0.013737548,0.773,0.227,0.227,0.111,False,Cxcl14
3,Neurons,0.010420654,0.013657002,0.775,0.225,0.225,0.0965,False,Hexb
3,Neurons,0.01041424,0.013798754,0.771,0.229,0.229,0.08425,False,Txnip
3998,Neurons,0.010383172,0.01381162,0.77,0.23,0.23,0.112,False,Vtn
2,Neurons,0.010382671,0.013452808,0.778,0.222,0.222,0.1146666666666666,False,Peg10
2858,Neurons,0.0103680305,0.013798998,0.77,0.23,0.23,0.1826666666666666,False,Pmp22
3,Neurons,0.010346167,0.013744493,0.77,0.23,0.23,0.15,False,Vegfa
2,Neurons,0.010330759,0.013592579,0.774,0.226,0.226,0.1456666666666666,False,Pygb
5,Endocrine Cells,0.010322912,0.027919682,0.652,0.348,0.348,0.2651666666666666,False,Mtus1
1814,Neurons,0.010320405,0.013735699,0.77,0.23,0.23,0.1636666666666666,False,Jam2
1,Neurons,0.010319656,0.01382474,0.77,0.23,0.23,0.181,False,Abca1
2436,Oligodendrocyte Precursor Cells,0.010299752,0.01169223,0.809,0.191,0.191,0.191,False,Nhsl1
2161,Neurons,0.010299675,0.013801912,0.77,0.23,0.23,0.133,False,Mfsd2a
902,Neurons,0.01029493,0.013748778,0.77,0.23,0.23,0.133,False,Dio2
1720,Neurons,0.010294783,0.013636289,0.772,0.228,0.228,0.1362,False,Il6st
530,Oligodendrocytes,0.010291737,0.010275632,0.848,0.152,0.152,0.1143333333333333,False,Ccnd1
3,Astrocytes,0.010285149,0.016465921,0.742,0.258,0.258,0.1485,False,Sult1a1
3,Astrocytes,0.010273125,0.016857237,0.74,0.26,0.26,0.1615,False,Vcl
2,Neurons,0.010271515,0.01379832,0.77,0.23,0.23,0.1536666666666666,False,Olig2
2,Neurons,0.010266917,0.01379462,0.77,0.23,0.23,0.112,False,Sult1a1
1,Neurons,0.010263061,0.01380179,0.77,0.23,0.23,0.1735,False,Abcb1a
4,Endocrine Cells,0.010260878,0.027898367,0.649,0.351,0.351,0.1994,False,Mal
2,Neurons,0.010253414,0.013796909,0.77,0.23,0.23,0.1856666666666666,False,Gab1
1,Neurons,0.010235274,0.0138001125,0.77,0.23,0.23,0.167,False,Prodh
4374,Endocrine Cells,0.010231351,0.027798176,0.649,0.351,0.351,0.1867142857142857,False,Serpina3n
1,Neurons,0.010230326,0.0137804225,0.77,0.23,0.23,0.1655,False,Il18
8,Microglia,0.010229561,0.01853314,0.708,0.292,0.292,0.1078888888888889,False,Meg3
4106,Neurons,0.010228876,0.013742777,0.77,0.23,0.23,0.1313333333333333,False,Ddit3
1,Oligodendrocyte Precursor Cells,0.01022176,0.011403271,0.812,0.188,0.188,0.094,False,Ermn
3,Neurons,0.01022028,0.013650609,0.77,0.23,0.23,0.09175,False,Rnaset2a
2763,Neurons,0.010218472,0.013813379,0.77,0.23,0.23,0.086,False,Plin4
1,Neurons,0.010217505,0.013768671,0.77,0.23,0.23,0.164,False,Ednrb
914,Neurons,0.010217302,0.013669314,0.77,0.23,0.23,0.1503333333333333,False,Dusp6
1190,Neurons,0.010203925,0.0137564065,0.77,0.23,0.23,0.1176666666666666,False,Flna
2,Neural Stem Cells,0.010189185,0.021387506,0.681,0.319,0.319,0.2133333333333333,False,Dbx2
794,Neurons,0.010185601,0.013768362,0.77,0.23,0.23,0.1316666666666666,False,Ctdsp1
2773,Neurons,0.010172223,0.013818263,0.769,0.231,0.231,0.122,False,Pllp
568,Neurons,0.010131752,0.013822587,0.768,0.232,0.232,0.0916,False,Cd9
974,Neurons,0.0101310145,0.013793333,0.769,0.231,0.231,0.1386666666666667,False,Egfl7
1481,Neurons,0.010118708,0.013268861,0.775,0.225,0.225,0.1161666666666666,False,Gprc5b
25,Neurons,0.01011119,0.013799306,0.768,0.232,0.232,0.1865,False,Abcg2
4153,Neurons,0.010109039,0.013814385,0.767,0.233,0.233,0.1695,False,Mt1
2,Neurons,0.010099811,0.013730607,0.769,0.231,0.231,0.131,False,Igf1r
1168,Neurons,0.010099685,0.013815637,0.767,0.233,0.233,0.1664,False,Fgfr2
3,Neurons,0.010092334,0.013711195,0.769,0.231,0.231,0.163,False,Zeb2
122,Neurons,0.010085417,0.013779505,0.767,0.233,0.233,0.1833333333333333,False,Adgrg1
3,Neurons,0.010083349,0.013760619,0.768,0.232,0.232,0.1045,False,Arrdc3
2246,Neurons,0.010077307,0.013801434,0.767,0.233,0.233,0.154,False,Msn
2,Neurons,0.0100572575,0.013802203,0.766,0.234,0.234,0.1913333333333333,False,Notch3
3,Neurons,0.010050096,0.013794325,0.766,0.234,0.234,0.11325,False,Ppp1r1b
3,Neurons,0.010049305,0.01332313,0.771,0.229,0.229,0.1115,False,Jun
1,Neurons,0.010047705,0.013804161,0.766,0.234,0.234,0.17,False,Flt1
1,Neurons,0.010046782,0.013801193,0.766,0.234,0.234,0.1615,False,Rapgef3
3,Neurons,0.010043705,0.013795199,0.766,0.234,0.234,0.16575,False,Mpzl1
3169,Oligodendrocyte Precursor Cells,0.0100378,0.011677845,0.804,0.196,0.196,0.128,False,Rhoc
3613,Neurons,0.010033886,0.013775507,0.766,0.234,0.234,0.12,False,Sox6
1213,Neurons,0.010021945,0.013812104,0.766,0.234,0.234,0.172,False,Fn1
1769,Neural Stem Cells,0.009998422,0.02101161,0.681,0.319,0.319,0.1875,False,Itgb1
2,Neurons,0.009993612,0.013813399,0.765,0.235,0.235,0.1156666666666666,False,Padi2
1407,Neurons,0.009993516,0.0137804495,0.766,0.234,0.234,0.119,False,Gng11
2295,Neurons,0.009970381,0.013753861,0.766,0.234,0.234,0.19325,False,Mylk
3,Neurons,0.009969037,0.013712345,0.766,0.234,0.234,0.10275,False,Tubb2b
2317,Neurons,0.009958941,0.013771514,0.765,0.235,0.235,0.1714999999999999,False,Myo1c
1,Neurons,0.009952112,0.013689823,0.766,0.234,0.234,0.1635,False,Kcnab3
385,Neurons,0.0099510085,0.013798642,0.765,0.235,0.235,0.176,False,Bmpr1b
2,Neurons,0.009949171,0.013749629,0.765,0.235,0.235,0.1383333333333333,False,Itgb5
1,Neurons,0.009941671,0.0138368625,0.763,0.237,0.237,0.177,False,Mcam
1,Neurons,0.009941152,0.013807914,0.764,0.236,0.236,0.1735,False,Tnfrsf1a
2,Neurons,0.009940624,0.013652546,0.766,0.234,0.234,0.1943333333333333,False,Id2
1,Neurons,0.009937697,0.013803182,0.764,0.236,0.236,0.1714999999999999,False,Nfe2l2
49,Neurons,0.00993248,0.01380412,0.764,0.236,0.236,0.1679999999999999,False,Acss1
1058,Neurons,0.00992163,0.013810361,0.763,0.237,0.237,0.1903333333333333,False,Esam
2,Neurons,0.009921092,0.013801462,0.764,0.236,0.236,0.1379999999999999,False,Podxl
1,Neurons,0.00991852,0.013822675,0.763,0.237,0.237,0.1745,False,Prkd3
1,Neurons,0.009915365,0.013786013,0.764,0.236,0.236,0.2005,False,Ppfibp1
1441,Neurons,0.009905653,0.013817363,0.763,0.237,0.237,0.1275,False,Gpr17
1,Neurons,0.009902597,0.013749958,0.764,0.236,0.236,0.1475,False,Lamc1
3458,Neurons,0.009897854,0.0137802325,0.763,0.237,0.237,0.184,False,Slc16a1
2,Excitatory Neurons,0.009892701,0.012920946,0.777,0.223,0.223,0.1806666666666666,False,Ndn
74,Neurons,0.009892681,0.013824174,0.763,0.237,0.237,0.1706666666666666,False,Adamts1
3,Neurons,0.009891628,0.013456524,0.769,0.231,0.231,0.15175,False,Ddah1
73,Oligodendrocytes,0.009886447,0.010070374,0.845,0.155,0.155,0.1375,False,Adamts1
3,Neurons,0.009877716,0.013737836,0.764,0.236,0.236,0.1142499999999999,False,Tmem176a
5,Excitatory Neurons,0.009876869,0.013537797,0.767,0.233,0.233,0.1386666666666666,False,Fscn1
1923,Neurons,0.009875055,0.013795031,0.763,0.237,0.237,0.135,False,Lamb2
494,Neurons,0.009870003,0.013812626,0.763,0.237,0.237,0.1053333333333333,False,Cav1
1,Oligodendrocytes,0.009863185,0.009739825,0.849,0.151,0.151,0.102,False,Igsf11
517,Neurons,0.009858647,0.013789515,0.763,0.237,0.237,0.1745,False,Cbs
1780,Microglia,0.009857703,0.020240078,0.689,0.311,0.311,0.2024,False,Itgb5
3266,Neurons,0.009854079,0.013794868,0.763,0.237,0.237,0.1583333333333333,False,Sall1
2701,Neurons,0.009850138,0.013781436,0.763,0.237,0.237,0.2005,False,Pdgfra
2738,Neurons,0.009846961,0.013811123,0.763,0.237,0.237,0.127,False,Pecam1
2689,Neurons,0.009841186,0.013822452,0.761,0.239,0.239,0.1765,False,Pdgfb
302,Neurons,0.00983849,0.013806875,0.763,0.237,0.237,0.1533333333333333,False,Arhgap31
1,Neurons,0.009833527,0.013789224,0.763,0.237,0.237,0.1699999999999999,False,Cdc42ep4
1,Neurons,0.009824848,0.013793622,0.762,0.238,0.238,0.175,False,Plod1
1,Neurons,0.009822574,0.013819294,0.761,0.239,0.239,0.1684999999999999,False,Notch1
1,Neurons,0.009804358,0.013801978,0.761,0.239,0.239,0.1669999999999999,False,Myo10
2486,Neurons,0.009803061,0.0137940645,0.761,0.239,0.239,0.171,False,Notch2
1,Neurons,0.009780279,0.013782771,0.761,0.239,0.239,0.172,False,Slc9a3r1
3,Neurons,0.009766269,0.013625562,0.763,0.237,0.237,0.12125,False,Efnb3
2,Neurons,0.009752821,0.013806467,0.761,0.239,0.239,0.1646666666666666,False,Litaf
2,Neurons,0.009744287,0.013787023,0.761,0.239,0.239,0.165,False,Rhoc
1,Neurons,0.009742493,0.013813501,0.759,0.241,0.241,0.1795,False,Prom1
1,Neurons,0.009737343,0.013615801,0.763,0.237,0.237,0.1714999999999999,False,Plxdc2
1,Neurons,0.009729929,0.013814996,0.759,0.241,0.241,0.182,False,Acvrl1
1,Neurons,0.009728176,0.0138290385,0.759,0.241,0.241,0.1765,False,Pdgfrb
2402,Neurons,0.009714693,0.013262232,0.768,0.232,0.232,0.181,False,Nefh
2,Neurons,0.009711236,0.013732836,0.761,0.239,0.239,0.1863333333333333,False,Itpkb
3181,Neurons,0.009705779,0.013803883,0.759,0.241,0.241,0.1669999999999999,False,Rhog
602,Neurons,0.009702605,0.013693266,0.761,0.239,0.239,0.1546666666666666,False,Cemip2
1,Neurons,0.009681234,0.013761113,0.759,0.241,0.241,0.1765,False,Ifngr1
2,Neurons,0.009679979,0.013825479,0.758,0.242,0.242,0.1166666666666666,False,Cx3cr1
4082,Neurons,0.0096675,0.013664033,0.761,0.239,0.239,0.1243333333333333,False,Zic2
1,Neurons,0.009660236,0.013815614,0.758,0.242,0.242,0.178,False,Tek
2341,Neurons,0.009654757,0.013794278,0.758,0.242,0.242,0.176,False,Myo1e
2679,Neurons,0.009652668,0.013805023,0.758,0.242,0.242,0.158,False,Pde8a
2,Neurons,0.009641557,0.013812972,0.758,0.242,0.242,0.1773333333333333,False,Eng
3674,Neurons,0.009640589,0.013814545,0.758,0.242,0.242,0.1176666666666666,False,Stab1
1753,Neurons,0.009629853,0.013812525,0.757,0.243,0.243,0.1765,False,Irgm2
3625,Oligodendrocyte Precursor Cells,0.009624592,0.011856121,0.787,0.213,0.213,0.1345,False,Sox8
1,Neurons,0.009622177,0.013815848,0.757,0.243,0.243,0.1689999999999999,False,Ifit3
1648,Neural Stem Cells,0.0096219005,0.021198912,0.675,0.325,0.325,0.197,False,Igf1r
3829,Neurons,0.009614378,0.013796824,0.757,0.243,0.243,0.182,False,Tlcd1
1,Neurons,0.009612117,0.013805828,0.757,0.243,0.243,0.1855,False,Lrig1
3,Neurons,0.009606733,0.0138063235,0.757,0.243,0.243,0.179,False,Fcgrt
3,Neurons,0.0096061835,0.01368932,0.758,0.242,0.242,0.1162499999999999,False,Hist1h2bc
3518,Neurons,0.009602696,0.013800958,0.757,0.243,0.243,0.1846666666666666,False,Slc30a10
1,Neurons,0.009591818,0.013813417,0.757,0.243,0.243,0.18,False,Cdh5
1983,Neurons,0.00958943,0.01379395,0.757,0.243,0.243,0.15625,False,Lima1
1,Neurons,0.009588445,0.013793577,0.757,0.243,0.243,0.1709999999999999,False,Nde1
3,Neurons,0.009586558,0.013820913,0.757,0.243,0.243,0.115,False,Mag
1,Neurons,0.009584847,0.013821304,0.757,0.243,0.243,0.1785,False,Vwf
1730,Neurons,0.009583386,0.013632376,0.759,0.241,0.241,0.1816666666666666,False,Inpp4b
3314,Neurons,0.009580392,0.013831485,0.757,0.243,0.243,0.1203333333333333,False,Selplg
2,Neurons,0.009575623,0.013811098,0.757,0.243,0.243,0.1826666666666666,False,Tgm2
1,Neurons,0.009565916,0.013783573,0.757,0.243,0.243,0.1775,False,Iqgap1
3196,Neurons,0.009553103,0.013799262,0.757,0.243,0.243,0.1344,False,Rnase4
3,Neurons,0.009549569,0.013624757,0.758,0.242,0.242,0.14875,False,Vamp3
2,Neurons,0.0095305955,0.0138274785,0.757,0.243,0.243,0.1183333333333333,False,Prr5l
4180,Neurons,0.009528322,0.013056911,0.767,0.233,0.233,0.1414,False,Sod2
2558,Neurons,0.009527105,0.013812674,0.757,0.243,0.243,0.2133333333333333,False,Olig1
1,Neurons,0.009525821,0.013806269,0.757,0.243,0.243,0.177,False,Naaa
2,Neurons,0.009519492,0.013848162,0.757,0.243,0.243,0.13,False,Adora2a
6,Astrocytes,0.0095030805,0.01719932,0.726,0.274,0.274,0.1224285714285714,False,Id4
3277,Neurons,0.009501967,0.0137660885,0.757,0.243,0.243,0.187,False,Samhd1
3,Neurons,0.009501791,0.013811558,0.757,0.243,0.243,0.1605,False,Gjb2
3601,Neurons,0.009498823,0.013784015,0.757,0.243,0.243,0.1475,False,Sox21
1,Neurons,0.00949288,0.013819426,0.757,0.243,0.243,0.175,False,Ifit1
4,Neural Stem Cells,0.009486344,0.021262111,0.672,0.328,0.328,0.201,False,Dio2
2,Neurons,0.009475081,0.013824953,0.757,0.243,0.243,0.1869999999999999,False,Pls1
615,Neurons,0.009471783,0.013797499,0.757,0.243,0.243,0.17975,False,Cers2
4297,Neurons,0.009471226,0.013819778,0.757,0.243,0.243,0.1745,False,Isg15
6,Endocrine Cells,0.009469023,0.027793072,0.642,0.358,0.358,0.2551428571428571,False,Csf1r
3781,Neurons,0.009468838,0.01380957,0.757,0.243,0.243,0.1785,False,Tgfbr2
3892,Endocrine Cells,0.009467175,0.027905483,0.642,0.358,0.358,0.2032,False,Tsc22d4
4,Neural Stem Cells,0.009466854,0.021439143,0.667,0.333,0.333,0.2598,False,Sst
3,Neurons,0.009452498,0.013814171,0.757,0.243,0.243,0.14425,False,Anln
1,Neurons,0.00944196,0.013668972,0.757,0.243,0.243,0.199,False,Gm2a
1082,Neurons,0.009440901,0.013834376,0.757,0.243,0.243,0.12,False,Ets1
1,Neurons,0.009438318,0.013763113,0.757,0.243,0.243,0.176,False,Sema3c
2,Neurons,0.00943804,0.0138172945,0.757,0.243,0.243,0.122,False,Maf
1094,Neurons,0.009437398,0.013814727,0.757,0.243,0.243,0.1366666666666666,False,Ezr
4261,Neurons,0.009432804,0.013819188,0.757,0.243,0.243,0.1765,False,Tmem173
3,Neurons,0.009418855,0.013686532,0.757,0.243,0.243,0.096,False,Cntn2
1969,Neurons,0.009411404,0.013798259,0.757,0.243,0.243,0.183,False,Lgals1
3,Neurons,0.009409743,0.013745564,0.757,0.243,0.243,0.14075,False,Psat1
4202,Neurons,0.009393844,0.013816676,0.755,0.245,0.245,0.1203333333333333,False,Hk2
2,Astrocytes,0.009392737,0.016421616,0.732,0.268,0.268,0.1536666666666666,False,Calb2
2,Neurons,0.009388634,0.013635121,0.757,0.243,0.243,0.1246666666666666,False,Hipk2
3,Neurons,0.009388354,0.013614792,0.757,0.243,0.243,0.182,False,Pde1b
374,Neurons,0.00938804,0.013785862,0.755,0.245,0.245,0.127,False,Bcam
2,Neurons,0.009384656,0.013800802,0.755,0.245,0.245,0.1323333333333333,False,Vcam1
4141,Neurons,0.009384388,0.013791453,0.755,0.245,0.245,0.175,False,Mtf1
2,Neurons,0.009382449,0.013711799,0.757,0.243,0.243,0.163,False,Sulf2
3422,Neurons,0.009382241,0.013822589,0.755,0.245,0.245,0.1243333333333333,False,Siglech
2861,Endocrine Cells,0.009380341,0.027825374,0.641,0.359,0.359,0.2663333333333333,False,Pmp22
2466,Neural Stem Cells,0.009372125,0.021545874,0.665,0.335,0.335,0.2141428571428571,False,Nmu
2,Neurons,0.009370711,0.013794728,0.755,0.245,0.245,0.1733333333333333,False,Cxcl12
3,Neurons,0.009368429,0.013815581,0.755,0.245,0.245,0.127,False,Col1a2
2847,Neurons,0.009366637,0.013721053,0.757,0.243,0.243,0.1475,False,Plxnb2
4321,Neurons,0.009365381,0.013817795,0.755,0.245,0.245,0.1855,False,Tnfaip3
4096,Neurons,0.009354924,0.01305853,0.763,0.237,0.237,0.1064,False,Atf4
3591,Neurons,0.009344568,0.013833182,0.753,0.247,0.247,0.16925,False,Sox10
2548,Excitatory Neurons,0.009342218,0.012789705,0.767,0.233,0.233,0.1224,False,Ntsr2
2331,Neurons,0.009324363,0.01380622,0.753,0.247,0.247,0.15275,False,Myo1d
1,Neurons,0.009322513,0.013823042,0.753,0.247,0.247,0.175,False,Cpt1a
3026,Neurons,0.009311023,0.013721975,0.755,0.245,0.245,0.126,False,Ptch1
4309,Neurons,0.009306098,0.013820718,0.753,0.247,0.247,0.1785,False,Nfkb2
3,Neurons,0.009301551,0.013803177,0.753,0.247,0.247,0.121,False,Serping1
1,Neurons,0.009274872,0.013823223,0.752,0.248,0.248,0.181,False,Ccl2
5,Endocrine Cells,0.009273329,0.02781864,0.641,0.359,0.359,0.254,False,Litaf
2,Neurons,0.009262421,0.013728244,0.753,0.247,0.247,0.2029999999999999,False,Smoc1
1670,Neurons,0.009243112,0.013819264,0.752,0.248,0.248,0.1273333333333333,False,Ighm
1036,Neurons,0.009235179,0.013652183,0.753,0.247,0.247,0.1046,False,Erbin
2,Neurons,0.009226009,0.013830715,0.75,0.25,0.25,0.1436666666666666,False,Alpl
2,Neurons,0.009220731,0.013771386,0.752,0.248,0.248,0.154,False,Otud7b
2030,Neurons,0.0092006875,0.013656817,0.753,0.247,0.247,0.1563333333333333,False,Lypd1
3232,Oligodendrocyte Precursor Cells,0.009189061,0.0118438145,0.774,0.226,0.226,0.145,False,S100a1
4191,Neurons,0.009187437,0.013458253,0.757,0.243,0.243,0.1385,False,Hif1a
4250,Neurons,0.00917758,0.013814765,0.749,0.251,0.251,0.1226666666666666,False,Slc16a3
3641,Neurons,0.009172696,0.013679237,0.752,0.248,0.248,0.1198333333333333,False,Sox9
1318,Excitatory Neurons,0.009162981,0.012537384,0.767,0.233,0.233,0.0517272727272727,False,Gfap
2,Neurons,0.009147429,0.0138287945,0.747,0.253,0.253,0.1263333333333333,False,Aspa
5,Endocrine Cells,0.00913192,0.027825044,0.636,0.364,0.364,0.2253333333333333,False,Mertk
2,Neurons,0.009094578,0.013694648,0.749,0.251,0.251,0.1773333333333333,False,Cav2
2114,Neural Stem Cells,0.009075951,0.021497795,0.661,0.339,0.339,0.231,False,Mcam
4,Astrocytes,0.009073087,0.01638949,0.728,0.272,0.272,0.1456,False,Slc32a1
7,Neurons,0.009070176,0.013210602,0.757,0.243,0.243,0.163875,False,Fscn1
2,Neurons,0.0090544205,0.013767411,0.743,0.257,0.257,0.1386666666666667,False,Tgfbr3
616,Neural Stem Cells,0.009010528,0.021355113,0.661,0.339,0.339,0.2116,False,Cers2
2,Neurons,0.008999893,0.0137816705,0.741,0.259,0.259,0.2013333333333333,False,Acaa2
2,Neurons,0.008992064,0.0137954345,0.741,0.259,0.259,0.1283333333333333,False,Anxa2
4,Neurons,0.008990702,0.013686115,0.742,0.258,0.258,0.1364,False,Ccp110
1,Oligodendrocytes,0.008956476,0.010032736,0.814,0.186,0.186,0.1585,False,Adgrg1
2,Neurons,0.008954221,0.013810077,0.74,0.26,0.26,0.1763333333333333,False,Sox8
2199,Neurons,0.0089350175,0.013759613,0.74,0.26,0.26,0.11525,False,Mmp15
3,Excitatory Neurons,0.00892502,0.015134445,0.725,0.275,0.275,0.1395,False,Slc17a7
2919,Neurons,0.00892113,0.013806377,0.74,0.26,0.26,0.1815,False,Prelp
1,Oligodendrocyte Precursor Cells,0.00891109,0.011866946,0.767,0.233,0.233,0.1165,False,Cnp
434,Neurons,0.008906241,0.013268508,0.752,0.248,0.248,0.141,False,Calb1
1,Neurons,0.00889069,0.01365845,0.741,0.259,0.259,0.1865,False,Maoa
2702,Neural Stem Cells,0.008883102,0.021493986,0.659,0.341,0.341,0.2473333333333333,False,Pdgfra
