cell_class,gene,effect,age,mean,hdi_2.5%,hdi_97.5%,term
Olfactory astrocytes,Champ1,mtDSB_at_age,60,-0.09790849912329426,-0.2096072448988055,0.008847461608809774,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Champ1,age_interaction,60–21,-0.21098158818936988,-0.3678953092119587,-0.05019408636502795,age_interaction(60 - 21)
Olfactory astrocytes,Ruvbl2,mtDSB_at_age,21,0.08223338467677363,5.130043822433304e-05,0.16203157071685004,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Ruvbl2,mtDSB_at_age,60,-0.06284714770526008,-0.13886780127154374,0.014292691329478694,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Ruvbl2,age_interaction,60–21,-0.14508053238203372,-0.2584789120063626,-0.04236036645915983,age_interaction(60 - 21)
Olfactory astrocytes,Pou2f1,mtDSB_at_age,21,0.057888838967034346,-1.115996287327776,1.0822794723402214,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Pou2f1,mtDSB_at_age,60,-0.11427355879575354,-1.158171798052179,1.0720053399907514,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Pou2f1,age_interaction,60–21,-0.17216239776278788,-1.209760626305994,1.1619522550723096,age_interaction(60 - 21)
Olfactory astrocytes,Pon3,mtDSB_at_age,21,-0.2317917008905634,-0.5014083696598868,0.03572844192586176,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Pon3,mtDSB_at_age,60,0.22860600732423603,-0.05469047524366978,0.504317508711698,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Pon3,age_interaction,60–21,0.4603977082147994,0.06259807025993866,0.858578973143059,age_interaction(60 - 21)
Olfactory astrocytes,Igf1r,mtDSB_at_age,21,0.015247700590214948,-1.6916509925595686,1.7667890222300153,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Igf1r,mtDSB_at_age,60,0.0016866124509335592,-1.6849075303578323,1.6127145705901447,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Igf1r,age_interaction,60–21,-0.01356108813928138,-1.879420103107971,1.7990140881275214,age_interaction(60 - 21)
Olfactory astrocytes,Mtor,mtDSB_at_age,21,-0.010154468187874417,-1.7281388885012972,1.7397477529757375,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Mtor,mtDSB_at_age,60,-0.021296324807084602,-1.7176894569937635,1.6717855492571216,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Mtor,age_interaction,60–21,-0.011141856619210187,-1.86287649173034,1.7623377006936913,age_interaction(60 - 21)
Olfactory astrocytes,Polr2b,mtDSB_at_age,21,-0.10051102816976185,-1.3310152154112618,1.386582112543804,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Polr2b,mtDSB_at_age,60,0.2737307098328254,-1.3026754528919444,1.2839169670054222,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Polr2b,age_interaction,60–21,0.3742417380025872,-1.422219956739422,1.642716006405464,age_interaction(60 - 21)
Olfactory astrocytes,Slk,mtDSB_at_age,21,-0.017226793361742022,-1.6642466779225684,1.655723918188109,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Slk,mtDSB_at_age,60,-0.007887222151711245,-1.6834061080200975,1.7253118587234668,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Slk,age_interaction,60–21,0.009339571210030772,-1.7672988307640993,1.82823067428997,age_interaction(60 - 21)
Olfactory astrocytes,Rad9a,mtDSB_at_age,21,0.1788494355029907,-0.08356165325508565,0.47397203604468396,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Rad9a,mtDSB_at_age,60,-0.24103484088220342,-0.5002149828471288,0.005336119609310145,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Rad9a,age_interaction,60–21,-0.4198842763851941,-0.8119733875420897,-0.03146168612985465,age_interaction(60 - 21)
Olfactory astrocytes,Hes6,mtDSB_at_age,21,-0.03379108509566643,-0.15875506684915625,0.08851622452966891,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Hes6,mtDSB_at_age,60,-0.22097256615356314,-0.33535756211400347,-0.10073183044309345,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Hes6,age_interaction,60–21,-0.18718148105789673,-0.35270115022415266,-0.001996601872455284,age_interaction(60 - 21)
Olfactory astrocytes,Rara,mtDSB_at_age,21,-0.00500213812549191,-0.25266605520797364,0.2405785297493724,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Rara,mtDSB_at_age,60,-0.35546095387478877,-0.5713747159164858,-0.11086694464219132,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Rara,age_interaction,60–21,-0.3504588157492968,-0.6633269429645035,-0.009508223139947336,age_interaction(60 - 21)
Olfactory astrocytes,Senp3,mtDSB_at_age,21,-0.08737909373065698,-0.24116315888470422,0.0721947033713885,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Senp3,mtDSB_at_age,60,0.1601413731802903,-0.011606297409733722,0.323672201622559,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Senp3,age_interaction,60–21,0.2475204669109473,0.019508908665304303,0.47395269030619386,age_interaction(60 - 21)
Olfactory astrocytes,Nr2f2,mtDSB_at_age,21,0.05865987047418184,-1.5938792313871235,1.768866306537319,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Nr2f2,mtDSB_at_age,60,-0.044177893573210614,-1.632175047499624,1.6481711586338157,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Nr2f2,age_interaction,60–21,-0.10283776404739245,-1.8407702834156205,1.707726708209678,age_interaction(60 - 21)
Olfactory astrocytes,Irs2,mtDSB_at_age,21,-0.0584667430597323,-1.5278573276402099,1.617035882750142,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Irs2,mtDSB_at_age,60,-0.07302564813442848,-1.5904914778574715,1.6018627988644116,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Irs2,age_interaction,60–21,-0.014558905074696192,-1.6526364055172105,1.749961483538983,age_interaction(60 - 21)
Olfactory astrocytes,Ndufa12,mtDSB_at_age,21,-0.14386485061462576,-0.27171459055034747,-0.014344651567862023,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Ndufa12,mtDSB_at_age,60,0.05489800917888953,-0.06916487806085674,0.17379498971770416,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Ndufa12,age_interaction,60–21,0.1987628597935153,0.029827677734924767,0.37298657160040244,age_interaction(60 - 21)
