cell_class,gene,effect,age,mean,hdi_2.5%,hdi_97.5%,term
Olfactory astrocytes,Odf2,mtDSB_at_age,21,0.007399045247728556,-1.740235135272812,1.679369918005437,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Odf2,mtDSB_at_age,60,-0.05000708132123717,-1.699433012099517,1.6916056042056407,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Odf2,age_interaction,60–21,-0.057406126568965724,-1.8586805765815038,1.7444377096877965,age_interaction(60 - 21)
Olfactory astrocytes,Sox8,mtDSB_at_age,21,-0.021368667853439643,-1.8183755588510484,1.8206004798065742,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Sox8,mtDSB_at_age,60,-0.0396896733833844,-1.7854165031113916,1.7295038886359175,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Sox8,age_interaction,60–21,-0.018321005529944756,-1.9989732487894514,1.839900834918915,age_interaction(60 - 21)
Olfactory astrocytes,Lama5,mtDSB_at_age,21,0.0540727760590358,-0.09425849897527008,0.1962174093240729,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Lama5,mtDSB_at_age,60,-0.250917656865631,-0.40159320771761475,-0.09244603221541177,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Lama5,age_interaction,60–21,-0.3049904329246668,-0.5047674003487898,-0.07767804673763173,age_interaction(60 - 21)
Olfactory astrocytes,Ccnd2,mtDSB_at_age,21,0.10464640726419623,-0.09230997319800628,0.30131787581805364,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Ccnd2,mtDSB_at_age,60,-0.28640362919046186,-0.4726494080217909,-0.09797323028931458,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Ccnd2,age_interaction,60–21,-0.3910500364546581,-0.6533727944276458,-0.12147078136351891,age_interaction(60 - 21)
Olfactory astrocytes,Nrp2,mtDSB_at_age,21,-0.15941339980296668,-0.30193898918621276,-0.02340497294678927,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Nrp2,mtDSB_at_age,60,0.13802375143451245,0.0006580966573202869,0.2783796945554903,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Nrp2,age_interaction,60–21,0.29743715123747916,0.10208621324356965,0.4977890358846237,age_interaction(60 - 21)
Olfactory astrocytes,C1ql1,mtDSB_at_age,21,-0.33188032419247826,-0.6053681832928679,-0.056149424243617026,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,C1ql1,mtDSB_at_age,60,0.17486079594359363,-0.08600275640417786,0.41711482708782155,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,C1ql1,age_interaction,60–21,0.5067411201360719,0.1278286502727138,0.8577483489006854,age_interaction(60 - 21)
Olfactory astrocytes,Odc1,mtDSB_at_age,21,0.006663546166295805,-1.1003463101294344,1.107762859561498,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Odc1,mtDSB_at_age,60,0.2446860029312461,-0.9616322533601391,1.0488183778272409,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Odc1,age_interaction,60–21,0.2380224567649503,-1.0668740339441856,1.3306914553333282,age_interaction(60 - 21)
Olfactory astrocytes,B3glct,mtDSB_at_age,21,0.11045183204778544,-0.0627812387606779,0.27982966560805006,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,B3glct,mtDSB_at_age,60,-0.2355264005070004,-0.40088183677621797,-0.06777664220478999,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,B3glct,age_interaction,60–21,-0.3459782325547858,-0.5712566604317395,-0.10649686383057164,age_interaction(60 - 21)
Olfactory astrocytes,Slc9a3r1,mtDSB_at_age,21,0.00251385549040468,-1.754750911296228,1.8280581970225016,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Slc9a3r1,mtDSB_at_age,60,-0.001829386180103768,-1.7522216515800657,1.786550421656803,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Slc9a3r1,age_interaction,60–21,-0.00434324167050845,-1.8537401551613097,1.9088347146061215,age_interaction(60 - 21)
Olfactory astrocytes,Pmch,mtDSB_at_age,21,0.28484322004150575,-1.2817149633870126,2.006308474752079,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Pmch,mtDSB_at_age,60,-0.46987977751720816,-2.008122912865275,1.158665157216397,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Pmch,age_interaction,60–21,-0.7547229975587139,-2.7874050418552043,1.1179614193893346,age_interaction(60 - 21)
Olfactory astrocytes,Kansl2,mtDSB_at_age,21,-0.009233835553478965,-1.7364017289182982,1.7583114586193744,beta[21] (mtDSB effect @ age)
Olfactory astrocytes,Kansl2,mtDSB_at_age,60,-0.0180105584786138,-1.7698935247814,1.6596866296927912,beta[60] (mtDSB effect @ age)
Olfactory astrocytes,Kansl2,age_interaction,60–21,-0.008776722925134841,-1.9303322489607602,1.8445756907217221,age_interaction(60 - 21)
Olfactory astrocytes,Champ1,mtDSB_at_age,21,0.11307308906607559,-0.008248297109831217,0.2274211808624061,beta[21] (mtDSB effect @ age)
