,fraction_cells
Dcaf1,0.09786270997232564
Cops9,0.09771020616481392
Meaf6,0.09756075243345243
Cntn4,0.09752313482759953
Rgs3,0.0974784003773961
Myo1d,0.0972964125004321
Jarid2,0.09698835480925841
Ezr,0.09694565374315513
Pisd,0.09694463705110504
Rcc2,0.0968907523724509
Pls1,0.09687753537579988
Phc2,0.09683991776994699
Nr2f2,0.09683585100174667
Mmp15,0.09669351411473573
Cckbr,0.09667724704193448
Inpp1,0.09667318027373417
Cbfb,0.09658472806537736
Bcl7c,0.09649627585702056
Acss1,0.0964383244101661
Rictor,0.09638952319176236
Maob,0.09635292227795954
Tiparp,0.09634580543360899
Tmem163,0.09629090406290478
Praf2,0.09622583577169977
Stk3,0.09601131374913327
Stam2,0.09574595712406286
Ank1,0.09572969005126161
Msn,0.09570122267385943
Abhd5,0.09567275529645723
Igf2,0.09547755042284223
Bcar1,0.09535961414503315
Olfm3,0.09520101018522095
Per2,0.09507697375511141
Myo10,0.09501190546390642
Fdx1,0.094980388010354
Setdb1,0.09488176888149641
Pgr,0.09484211789154336
Tshz1,0.09472519830578437
Gabrg1,0.0946214957166764
Tbp,0.09461946233257623
Sox10,0.09453914366062006
Taf11,0.09448119221376561
Pde8a,0.09436732270415685
Garem1,0.09411823315188769
Plaat1,0.09409484923473589
Pcdh20,0.0940806155460348
Terf1,0.09406231508913339
Ift88,0.09404909809248238
Abca1,0.09403893117198159
Myo1c,0.09389659428497064
Abcg2,0.09376645770256065
Ap3s2,0.09361090381889868
Qsox1,0.09361090381889868
Nfkb1,0.09355803583229462
Abcb1a,0.09344416632268586
Dmap1,0.09341061548503328
Hsf2,0.09324896144907084
Taf5l,0.09321744399551841
Leo1,0.09314627555201295
Bcl10,0.09305375657545584
Sall1,0.09301105550935256
Adamts1,0.09300597204910216
Vps9d1,0.09296937113529935
Sox21,0.09289515261564364
Cdh20,0.09281788401983769
Akt2,0.09271723150687995
Naaa,0.09271418143072972
Ero1lb,0.09269384758972815
Wrap73,0.09266131344412565
Rxra,0.09264199629517417
Cnppd1,0.09263081268262331
Samhd1,0.09260844545752159
Olig1,0.0925565941629676
Litaf,0.0925382937060662
Vps54,0.09239189005085494
Csf1r,0.09215906757138703
Parva,0.09197301292622273
Ints11,0.0919130280952681
Btbd2,0.09189371094631663
Ndufs4,0.0918764271814653
Mtf1,0.09179102504925873
Gpr107,0.09177475797645748
Tox,0.09175645751955608
Dnmt1,0.09172392337395358
Lima1,0.09171883991370318
Rtn2,0.09163242108944654
Podxl,0.09156125264594106
Pkn1,0.09153380196058895
Btbd9,0.0914148489907298
Ak4,0.09141383229867972
Jade1,0.09135079739157488
Cntn6,0.09128166233216956
Hmga1,0.0912704787196187
Il33,0.09101630570709915
Grin2d,0.09094615395564376
Ache,0.09094208718744344
Zfp536,0.09094208718744344
Wdr5,0.09085668505523688
Slitrk3,0.09081500068118367
Kcnj11,0.09070723132387538
Atxn3,0.09069096425107413
Rab4b,0.09067673056237303
Cntnap4,0.090455091695456
Arrb2,0.0904367912385546
Smad7,0.09038392325195052
Carmil1,0.09029140427539341
Setbp1,0.0902446364410898
Map3k5,0.09023853628878935
Bmpr1b,0.0902171857557377
D1Ertd622e,0.09021413567958747
Csf1,0.0901521174645327
Plxna3,0.08999961365702097
Atg14,0.08994267890221659
Fcgrt,0.08991116144866416
Prkcq,0.08981762578005698
Ccnd1,0.08971900665119939
Efna5,0.08963258782694275
Prpf31,0.08955633592318689
Pdgfb,0.08944958325792868
Pbx3,0.08942823272487703
Tbc1d1,0.0893692645859725
Cnot2,0.08927674560941538
Zdhhc18,0.08925641176841381
Extl1,0.08924827823201319
Cldn12,0.08920456047385983
Cbln2,0.08919846032155936
Htr2a,0.08917202632825733
Apln,0.08915270917930584
Sv2c,0.08914864241110552
Lpin2,0.0890988245006517
Yes1,0.08908662419605076
Atg7,0.08896462115004138
Cd83,0.08890870308728709
Elk1,0.0888009337299788
Sema5a,0.0887073980613716
Fam192a,0.0885579443300101
Gdpd1,0.08851524326390682
Ctnnbip1,0.08848880927060479
Nrp2,0.08832817192669244
Cpt1a,0.08827225386393814
Plxnc1,0.08826208694343736
Nde1,0.08815431758612907
Crocc,0.08806281530162204
Diras1,0.08804248146062046
Exph5,0.08799368024221671
Gosr1,0.08789811118950937
Med6,0.0878869275769585
Rhog,0.08787167719620734
Cib2,0.0878686271200571
Uhrf2,0.08772629023304615
Gabrd,0.08764902163724021
Tjp2,0.08750261798202895
Apba3,0.08745483345567527
Unc5c,0.08729216272766277
Smoc1,0.08716914298960331
Cnot9,0.08716812629755323
Tead1,0.08701765587414166
Acvr1,0.08687328560303055
Plxna2,0.08632528858803841
Cd151,0.086293771134486
Washc1,0.08627750406168475
Tmem176a,0.08621853592278021
Trpv2,0.08620226884997896
Fndc5,0.08618396839307754
Gpr26,0.08617075139642653
Nfe2l2,0.08607721572781933
F3,0.08597554652281152
Fah,0.08587997747010417
Cyp7b1,0.08586676047345315
Tmem259,0.08551701840822626
Coro6,0.08544381658062063
Siah2,0.08516625965094929
Rara,0.08510119135974428
Scamp4,0.08504730668109013
Hif1an,0.08504527329698998
Zc3h14,0.08502493945598842
Wwox,0.08487345234052676
Cdh11,0.0846853643112623
Flt1,0.08465893031796028
Kcna4,0.08455421103680222
Mettl14,0.08440475730544073
Prelp,0.08420751904772555
Rbl2,0.08410584984271774
Tgs1,0.08410279976656751
Brwd3,0.08408348261761601
Tbr1,0.08397571326030773
Slc30a10,0.08370425648293686
Vcam1,0.08351311837752216
Taf12,0.08343584978171621
Fstl4,0.08326097874910277
2610035D17Rik,0.08325182852065206
Dennd1a,0.0830962746369901
Atp7a,0.08296817143868025
Srebf1,0.08292648706462705
Chd6,0.08285735200522173
Arrdc2,0.08276686641276478
Synpo2,0.0827607662604643
Lrig1,0.08272314865461142
Smad3,0.08262554621780391
Atf1,0.08259199538015133
Grik4,0.08251574347639547
Sorcs3,0.08250150978769437
Sidt1,0.08241814103958796
Rybp,0.08233985575173193
Lss,0.08227072069232662
Ptpn2,0.08209788304381332
Zdhhc7,0.08207551581871161
Pdgfrb,0.08200943083545653
Padi2,0.08192911216350035
Nr1h2,0.08191182839864902
Rnase4,0.081833543110793
Bcor,0.08175729120703713
Tgfa,0.08175525782293698
Mcur1,0.08173289059783526
Cd2ap,0.08171052337273355
Rcor1,0.081651555233829
Sstr4,0.08154378587652071
Supt20,0.08145533366816392
Fbxl4,0.08128554609580085
Retreg3,0.0812326781091968
Cdh13,0.08119201042719366
Aldh9a1,0.08115744289749101
Ess2,0.08115540951339086
Snta1,0.08099985562972889
Pim2,0.08083108474941592
Dock7,0.08055861127999496
Mcam,0.08055861127999496
Ptpn1,0.08054437759129386
Rbp1,0.08047930930008886
Mknk1,0.08029325465492455
Cmtm6,0.08029325465492455
Kdr,0.08029020457877431
Polr2j,0.08015600122816399
Aldh1l1,0.08014583430766321
Ankrd13d,0.07993639574534711
Kpna2,0.07961918782572272
Rassf5,0.07955716961066794
E2f3,0.07954903607426732
Sema3c,0.07951853531276498
Zfp111,0.07950938508431427
Ddx41,0.0794616005579606
Otof,0.07940873257135653
Wee1,0.0794056824952063
Sirt3,0.07934671435630176
Actn2,0.07924606184334403
Numb,0.0791494760985866
Klf5,0.07912304210528456
Slco3a1,0.07907119081073058
Zfand2b,0.07891970369526892
Dgcr8,0.07891563692706861
Cntn3,0.07886378563251463
Mdk,0.07868281444760071
Tet1,0.07864824691789805
Spsb1,0.0785201437195882
Synj2bp,0.07847439257733468
Gna11,0.07829952154472124
Dgkq,0.07808703290625489
Lats2,0.07808601621420481
Lgals1,0.07808398283010466
Sema3a,0.07807889936985427
Rela,0.07806059891295286
Tnfrsf1a,0.07802399799915005
Hcn1,0.0777789752150812
Ifi27,0.07758377034146619
Ndst2,0.07752581889461174
Msi1,0.07746176729545681
Nup205,0.07728384618669312
Tox3,0.07710999184612975
Hs3st2,0.07706424070387624
Nfatc3,0.0769076701281642
Traf6,0.07673889924785122
Patz1,0.07635560634497175
Wnt7b,0.07627732105711572
Rab8b,0.07618581877260869
Tac1,0.0761197337893536
Asic1,0.07604246519354767
Hps5,0.07602518142869634
Arhgap31,0.07583912678353202
Man2b2,0.07565103875426757
Tgfb2,0.07564188852581687
Smarce1,0.07561545453251482
Zdhhc6,0.07556665331411108
Klf15,0.07541923296684974
Lgr4,0.07541109943044912
Foxj3,0.07520877771248355
Eya3,0.07519047725558214
Tbc1d22a,0.07512540896437714
Decr1,0.07511625873592644
Ephb1,0.07500035584221752
Timm50,0.0749973057660673
L3mbtl2,0.0748478520347058
Gpsm2,0.0748478520347058
Commd10,0.07454691118788266
Mrm3,0.0744706592841268
Arl13b,0.07440254091677155
Pou2f1,0.07434357277786702
Ssr2,0.07404771539129427
Mfsd2a,0.07402026470594215
Tgfbr2,0.07399586409674028
Sh3bp1,0.07369593994196721
Ets1,0.07369085648171683
Nelfe,0.07357902035620822
Dctn3,0.07350175176040229
Smpd4,0.07336348164159165
Cep290,0.07334111441648992
Cdh7,0.07326892928093438
Prodh,0.07316726007592657
Tgm2,0.0729466379010596
Grin2c,0.07282870162325053
Selenoo,0.07279413409354787
Prox1,0.0727138154215917
Ube2g2,0.07255114469357918
Sirt6,0.07254809461742895
Plin4,0.07251352708772629
Igf2r,0.07235695651201425
Prkab1,0.07228680476055886
Slc4a7,0.07227460445595792
Ghr,0.07220038593630221
Irf9,0.07219326909195166
Abca7,0.07200823113883743
Slc6a9,0.07186589425182649
Herc6,0.0717723585832193
Lpl,0.07175710820246813
Ube2n,0.07162493823595796
Etv1,0.07160053762675608
Bcam,0.07158528724600491
Fn1,0.0715161521865996
Cers6,0.07145921743179522
Lhx2,0.07134026446193607
Slit3,0.07128129632303153
Dcc,0.07125282894562934
Far2,0.07122334487617707
Kcnj9,0.07122232818412699
Pnkd,0.07115319312472168
Mapkapk2,0.0711338759757702
Stat2,0.07111862559501902
Mlst8,0.07108914152556675
Cdh5,0.0710820246812162
Mplkip,0.07105355730381402
Fbxl12,0.07097628870800808
Atad3a,0.0709610383272569
Gtf2b,0.07087868627120057
Hes1,0.07081158459589541
Gdf1,0.0707231323875386
Kdm6b,0.07071804892728822
Cxxc1,0.07070686531473735
H2afx,0.07063773025533204
Fbl,0.07062858002688134
Socs6,0.07056147835157618
Parp2,0.07034085617670921
Fzd1,0.07032662248800811
Tubgcp2,0.0703134054913571
Sirt4,0.07024427043195179
Thbs3,0.07020461944199874
Srp72,0.06970339026131019
Nfyc,0.06967593957595808
Alpl,0.06964848889060597
Foxp2,0.0696047711324526
Sphk2,0.06954986976174839
Inka2,0.06952140238434619
Slc45a1,0.06943396686803947
Bach1,0.06942583333163885
Etv3,0.06938923241783604
Phc1,0.06927841298437751
Brcc3,0.06927129614002696
Fstl5,0.0692184281534229
Lamtor5,0.06915539324631804
Mxd4,0.069115742256365
Sesn2,0.06898458898190492
Pcif1,0.06897035529320382
Diablo,0.06892663753505046
Pdgfra,0.06882395163799256
Celf6,0.06878328395598944
Ighm,0.06871211551248396
Kcng1,0.06864806391332903
Eng,0.06863688030077818
Aldh4a1,0.06854232794012091
Abcc8,0.06854029455602074
Golga5,0.06852606086731966
Gar1,0.06851386056271871
Cdk5rap2,0.06850267695016786
Rundc1,0.06840100774516003
Glra2,0.06832983930165457
Scmh1,0.06830442200040261
Tfeb,0.06818445233849338
Grid2,0.06818140226234315
Gpd1,0.06816818526569213
Chrm3,0.06814886811674065
Pecam1,0.06810413366653721
Adcy8,0.06809396674603643
Zyx,0.06808176644143549
Polk,0.0679882307728283
Zfand4,0.06795671331927587
Pik3cd,0.06786419434271876
Rsad1,0.06779302589921328
Cdh9,0.06778692574691282
Clmp,0.06775134152516007
Dnttip2,0.06771372391930719
Axl,0.06765272239630249
Xpa,0.06754596973104429
Klhl18,0.06751953573774225
Cygb,0.06738329900303178
Vipas39,0.06738126561893162
Ilk,0.06723181188757013
Emd,0.06719216089761708
Slc9a1,0.06699797271605215
Glis3,0.06699492263990191
Ftsj1,0.06696035511019925
Oprm1,0.06684546890854041
Erg28,0.06683733537213979
Casp9,0.06661162973702243
Pcsk1,0.06660756296882211
Cdk7,0.06658722912782056
Cd2bp2,0.06654046129351696
Tfam,0.06653741121736673
Rad51d,0.0664967435353636
Elob,0.06649166007511322
Htr7,0.06640219117470633
Ddx19b,0.06637982394960461
Kat2b,0.06632695596300055
Panx1,0.06618258569188944
Adcyap1,0.06617343546343873
Maz,0.06600873135132607
Hrh1,0.06600364789107568
Cnot4,0.06583691039486286
Lpar1,0.06570575712040277
Anln,0.06568237320325097
Nrg1,0.06563967213714769
Lyar,0.06529603022422127
Wdr34,0.06521469486021501
Serpina3n,0.0652106280920147
Galnt14,0.06503982382760157
Gpc6,0.06495137161924476
Birc2,0.06492392093389265
Per3,0.06488630332803975
Dgat1,0.06484055218578624
Cux2,0.06471549906362663
Bach2,0.06467686476572365
Cdc5l,0.06467076461342318
Neurod2,0.06467076461342318
Ccdc130,0.06455282833561411
Gpr83,0.06453859464691301
Slit2,0.06449691027285981
Hdac1,0.06442675852140442
Pkib,0.06440540798835277
Dusp1,0.06440337460425262
Bbs5,0.06438304076325106
Prmt7,0.06427018794569238
Sema3d,0.06422342011138878
Atf6,0.06420613634653745
Sra1,0.06415835182018377
Efnb1,0.06415123497583324
Ublcp1,0.06406481615157658
Phb,0.0639987311683215
Ring1,0.06396416363861884
Pnpla2,0.06390926226791462
Arhgap17,0.06386249443361103
Wnt7a,0.06382284344365798
Gtf2e1,0.0638035262947065
Hspa1a,0.06379742614240602
Tlr3,0.06376794207295375
Stk38,0.06376184192065329
Fat4,0.06373540792735126
Six3,0.06372524100685047
Irak1,0.06372219093070024
Trpc3,0.06371507408634969
Prkd1,0.06367135632819633
C4b,0.06364085556669398
Acvrl1,0.06356460366293812
Wsb1,0.06347818483868148
Elac2,0.06347411807048116
Slc19a2,0.0634487007692292
Palmd,0.06342226677592717
Myrf,0.06313759300190529
Rsph9,0.0631365763098552
Kcnh2,0.06312640938935442
Pcsk6,0.06292408767138886
Irgm1,0.0628336020789319
Timp4,0.06281733500613065
Itga3,0.0628102181617801
Gabra2,0.0627919177048787
Cop1,0.06271159903292252
Ptchd1,0.06267499811911971
Smad9,0.06257942906641235
Pdyn,0.06251436077520735
Nras,0.06249606031830595
Med12,0.062454375944252745
Il13ra1,0.062390324345097815
Slc16a2,0.06232525605389281
Esrra,0.062204269699933507
Fezf2,0.062060916120872486
Traf2,0.0620507492003717
Smpd3,0.06199788121376764
Hira,0.06198364752506654
Cry1,0.0619714472204656
Amy1,0.0619714472204656
Arx,0.06180470972425278
Hapln1,0.0616827066782434
Rspo3,0.061651189224690976
Samd14,0.06146716796362683
Sirt1,0.06132889784481619
Serping1,0.06130958069586471
Esam,0.06127907993436236
Trpc5,0.061243495712609626
Stat1,0.06122824533185845
Mad2l2,0.06114080981555173
Abca8b,0.06106659129589602
Tmem120a,0.0610350738423436
Dvl2,0.06101372330929195
Fgfr1op,0.060998472928540784
Snrpd1,0.06096593878293828
Pld5,0.06089883710763312
Sox1,0.06088053665073171
P2rx4,0.060874436498431245
Mbd5,0.060800217978775536
Mmp14,0.0607320996114203
Lmnb1,0.0607178659227192
Tgfbr1,0.06071176577041874
Yeats2,0.06067821493276616
Zfpm2,0.060588746032359274
Dlx5,0.06050741066835302
Agt,0.06047792659890075
Pafah1b3,0.0604758932148006
Mapk14,0.060414891691795904
Smarcd2,0.060369140549542386
Pld2,0.06031017241063785
Cx3cr1,0.06021968681818089
Itpr2,0.06020036966922941
Cybc1,0.060173935675927374
Stom,0.060142418222374955
Selenon,0.06004888255376776
Pde1c,0.06004583247761752
Ifngr2,0.06003159878891643
Aif1,0.06001736510021533
Emx1,0.05984554414375212
Fam210b,0.059665589650888286
Tubg1,0.059587304363032265
Slc22a5,0.05958425428688203
Limd1,0.05945310101242195
Nr4a3,0.059392099489417254
Dpyd,0.059365665496115216
Snx4,0.05934838173126389
Xrcc1,0.0593432982710135
Pithd1,0.05930263058901037
Vtn,0.059239595681905524
Myo7a,0.059220278532954036
Psmd10,0.059208078228353105
Zswim5,0.059158260317899274
Tcf3,0.0591521601655988
Chic2,0.05913080963254716
Rack1,0.059065741341342154
Cptp,0.058972205672734965
Irgm2,0.058943738295332775
Cav1,0.05886850308362699
Ephb2,0.058812585020872686
Rnf219,0.05878920110372089
Siglech,0.058635680604159086
Chrna7,0.05862144691545799
Pml,0.05860924661085705
Col4a1,0.05855841200835314
Adra1a,0.058557395316303065
Sox11,0.05850147725354876
Gna12,0.05835609029038758
Mkks,0.058347956753986956
Abcd2,0.058316439300434536
Slc19a1,0.05829102199918258
Mme,0.05828898861508242
Nfatc2,0.058233070552328126
Sstr3,0.05820358648287586
Mycl,0.05811005081426866
Srd5a3,0.058040915754863344
Vstm5,0.057988047768259283
Senp3,0.05784876095739857
Klhl21,0.05769219038168653
Col9a3,0.057613905093830506
S1pr5,0.05750816912062238
Prom1,0.057420733604315655
Xrcc5,0.05733838154825932
Chrm4,0.057241795803501895
Etv6,0.057203161505598926
Inha,0.05706387469473821
Sulf1,0.056943905032828986
Fosb,0.056920521115677185
Mre11a,0.05689002035417484
Vangl2,0.056755817003564524
Sp1,0.056586029431201466
Medag,0.05653214475254732
Col1a2,0.05651384429564592
Trib2,0.05650876083539552
Lamtor3,0.05644877600444091
Cdh6,0.05637659086888536
Polr2h,0.05628712196847848
Abcc1,0.05615800207811855
Plin2,0.05610818416766472
Adamts20,0.056038032416209325
Washc3,0.05596788066475393
Svil,0.05591704606225002
Galc,0.05580317655264126
Chrna4,0.05565778958948008
Smtn,0.05563745574847852
Sox4,0.055550020232171794
Npas4,0.05550935255016867
Ndc1,0.05547376832841593
P3h3,0.055444284258963666
Hdac9,0.05539039958030952
Ikzf2,0.055337531593705455
Kat6b,0.05525212946149889
Col4a2,0.055230778928447244
Irs1,0.055213495163595916
Lipe,0.055144360104190604
Srf,0.05511894280293864
Bmp6,0.05511792611088857
Plk3,0.05505285781968357
Map3k11,0.05504269089918278
Plekha2,0.05495525538287606
Fam107b,0.05494305507827512
Crlf2,0.054908487548572464
Chd7,0.054894253859871366
Slc7a10,0.05488408693937059
Jag1,0.05484036918121722
Adcy3,0.05483833579711707
Xrcc4,0.054784451118462925
Clic6,0.05476411727746136
Mus81,0.054717349443157766
Entpd1,0.0546827819134551
Lef1,0.05451299434109205
Sigmar1,0.054491643808040405
Gjb2,0.05442860890093556
Nog,0.054309655931076416
Cwc27,0.05429033878212493
Cacna1h,0.05426593817292305
Afap1l2,0.05426187140472274
Itpa,0.054190702961217266
Adamts3,0.05418968626916719
Bhlhe22,0.05414495181896375
Pik3ca,0.05401786531270397
Tns2,0.05400871508425327
Glra1,0.05394771356124858
Ndor1,0.053940596716898034
Daglb,0.053928396412297096
Ascc2,0.05392432964409678
Cln8,0.053798259829887084
Gmds,0.053775892604785366
Ick,0.05366507317132684
Pcgf2,0.05350545251946457
Slc9a8,0.05335396540400292
Dglucy,0.05335091532785269
Brpf3,0.05328686372869776
Psmb8,0.05306217478563048
Nsmce3,0.05297168919317352
P2rx7,0.05295643881242235
C1qtnf5,0.05295440542832219
Crhr1,0.052867986604065546
Prune1,0.05280291831286055
Chst8,0.05280291831286055
Ccn1,0.05271243272040359
Drd1,0.0527022657999028
Socs2,0.05253857837984022
Mxd1,0.05251926123088873
Dscaml1,0.0522874554434709
Rnf20,0.05228338867527059
Rras2,0.05197838106024714
Eva1a,0.0519753309840969
Syt9,0.05194483022259456
Maml1,0.05190822930879174
Tor2a,0.051867561626788614
Tek,0.05186146147448815
Snap29,0.05181977710043494
Rab37,0.05181469364018455
Gbp7,0.05172014127952728
Cntnap5b,0.051709974359026495
Invs,0.05168049028957423
Gba,0.051660156448572664
Cr1l,0.05133481499254765
Frmpd1,0.05118231118503592
Glmp,0.05112639312228162
Cdh8,0.051034890837774585
Selplg,0.05095558885786849
Egfr,0.05094643862941778
Nr2e1,0.0509037375633145
Hr,0.050899670795114184
Neil1,0.05084985288466035
Hdac8,0.05083561919595926
Lama5,0.05076140067630355
Notch3,0.05071666622610011
Polr3e,0.05070446592149917
C1qtnf12,0.05059567987214081
Ndufa12,0.05058144618343971
Rnaseh2b,0.05057331264703909
Klhl36,0.05057127926293893
Rab24,0.05052857819683565
Fosl2,0.05050519427968385
Lig4,0.050469610057931116
Sass6,0.050458426445380254
Setd6,0.05037404100522377
Dusp11,0.05035269047217212
Arap1,0.05035167378012204
Elovl1,0.050243904422813755
Acvr1c,0.050186969668009375
Sema4g,0.05018290289980906
Irak2,0.05013613506550547
Egr4,0.04988806220528639
Slc24a4,0.0497060743283224
Stimate,0.04967964033502036
Adgre5,0.04966337326221911
Pyroxd1,0.04958712135846325
Topbp1,0.04952713652750863
Id1,0.0494773186170548
Zfp219,0.049444784471452306
Sytl5,0.049428517398651055
Pwp1,0.049388866408698
Pld1,0.04924856290578721
Nrf1,0.04922212891248518
Emx2,0.04919874499533338
Ackr3,0.04918959476688268
Kit,0.04915096046897971
Stab1,0.049128593243877985
Supt3,0.04898625635686704
Tepsin,0.04893643844641321
Katna1,0.04884798623805641
Prrx1,0.04881951886065422
Idua,0.048799185019652656
Cd68,0.048790034791201954
Nup155,0.04870056589079507
Sarm1,0.04851857801383108
Nrarp,0.048470793487477404
Hps4,0.048463676643126855
Gdf11,0.0484382593418749
Meis1,0.048391491507571306
Pfas,0.0483264232163663
Plxna1,0.04820238678625676
Grm4,0.04814036857120199
H2-DMa,0.04813325172685145
Xkr6,0.048127151574550976
Hcn4,0.047962447462438315
Adra1b,0.04793601346913628
Trmt13,0.047843494492579165
Grik1,0.047817060499277135
Bmp7,0.04777232604907369
Vsir,0.04750595273195321
Plxnd1,0.0474785020466011
Rcor2,0.04727516363658546
H2afv,0.04724567956713319
Oprl1,0.047111476216522875
Prr5,0.04709419245167154
Ppp2r1b,0.047059624921968884
Chrm2,0.04701285708766529
Cflar,0.046997606706914115
Lypd6,0.046964055869261535
Gla,0.046947788796460284
Il17ra,0.046847136283502545
Fam20a,0.04680036844919895
Hikeshi,0.04678105130024746
Blnk,0.04675563399899551
Wdr83,0.04672106646929285
Cbln4,0.04670581608854168
Cd24a,0.04659804673123339
Tgfb3,0.046579746274331986
Vhl,0.0465787295822819
Slc11a2,0.04652687828772792
Cnot8,0.04639674170531791
Cops5,0.04636725763586564
Syt2,0.04636624094381556
Bcl2,0.046299139268510404
Rad9a,0.046277788735458764
Zbtb4,0.04606021663674203
Wnt9a,0.046056149868541715
Gorasp1,0.046051066408291326
Yipf1,0.04600429857398773
Lpar6,0.04595244727943374
Arhgef15,0.045924996594081634
Hsd17b7,0.045877212067727956
C1ql1,0.045855861534676315
Adgra3,0.04582637746522405
Gpr17,0.0458192606208735
Pou3f1,0.045703357727164586
Mad1l1,0.04570132434306443
Opalin,0.045609822058557396
Wrap53,0.045570171068604344
Snu13,0.04554780384350263
Actl6a,0.045538653615051924
Wnt5a,0.04545935163514583
Lmo2,0.04541766726109262
Gjc1,0.04541055041674207
Rfx5,0.04536073250628824
Zic4,0.04535158227783754
Eif2s1,0.04529668090713331
Foxc1,0.04525194645692988
Cd82,0.04515942748037276
Patj,0.04515434402012237
Gyg,0.045071991964066034
Apaf1,0.04504860804691424
Igfbp3,0.04487983716660126
Cd34,0.04487272032225071
Kyat1,0.04479341834234461
Slc31a1,0.04479138495824446
Dcx,0.044644981303033196
Cartpt,0.044607363697180304
Derl2,0.04460329692897999
Lama2,0.04458804654822882
Rfx4,0.04454636217417562
Pias3,0.04451992818087358
Slc22a8,0.0445097612603728
Casp2,0.04449451087962163
Reln,0.04447417703862006
Dxo,0.044466043502219436
Trpc4,0.04443249266456686
Kcnj2,0.04435217399261068
Ntn1,0.0442952392378063
Chil1,0.04418543649639786
Hcn3,0.0441651026553963
Pdlim4,0.04405631660603793
Wtip,0.04400751538763418
Htr1a,0.04396176424538066
Cd38,0.04386721188472339
Sox18,0.04375537575921479
A2m,0.04368522400775939
Sumf1,0.04368319062365924
Cln6,0.0436567566303572
Bmpr1a,0.043634389405255485
Acot6,0.04363337271320541
Gli3,0.04363337271320541
Adora2a,0.04355813750149962
Tyw5,0.043533736892297746
Fhl2,0.04340665038603797
Prkdc,0.04339038331323672
Lpp,0.04326126342287679
Unc93b1,0.043205345360122493
Ldlr,0.043076225469762565
Syt6,0.042957272499903415
Suv39h1,0.04289220420869841
Fbxo32,0.04286983698359669
Esrrg,0.04286272013924614
Homer3,0.04282001907314286
Fcgr3,0.04281290222879231
Fzd6,0.04278443485139012
Ntmt1,0.04277020116268903
Vstm4,0.0425851632095748
Npy1r,0.04234624057780643
Fzd4,0.04223847122049814
Acvr2b,0.04202699927408188
Spsb2,0.04202394919793164
Ryr3,0.04201683235358109
Rab27a,0.04200564874103024
Itga1,0.04197616467157797
Rab43,0.04182671094021648
Plagl2,0.0417697761854121
Prkg2,0.04173825873185967
Ntn4,0.04143833457708661
Igfbp2,0.04142816765658583
Clgn,0.04135903259718051
Spry4,0.041338698756178946
Sstr1,0.04131328145492699
Pax6,0.04118009479636675
Dab2,0.041164844415615576
Fbn1,0.041074358823158616
Cavin1,0.040990990075052205
Tigar,0.040985906614801816
Lgals9,0.040888304177994314
Slc14a1,0.04086390356879244
Frzb,0.04085373664829165
Dpf3,0.04084458641984095
Mlycd,0.04083035273113986
Mt1,0.04081815242653892
Gcat,0.04066259854287695
Slc40a1,0.04065853177467664
Tnfsf12,0.04065344831442625
Hes6,0.04063616454957492
Dcaf11,0.04062294755292391
Ace,0.040616847400623435
Nme5,0.040611763940373045
Ripk2,0.040590413407321405
Rasd1,0.040585329947071015
Glra3,0.04056499610606945
Sema3e,0.04051517819561562
Satb2,0.04046536028516179
Shox2,0.040349457391452875
Gcnt4,0.04025287164669544
Smo,0.04012781852453583
Dock5,0.03998853171367512
Klf10,0.03994379726347168
Clic5,0.03994379726347168
Aifm1,0.0399102464258191
F11r,0.039889912584817534
Zscan2,0.03985534505511488
Gdpd2,0.03979536022416026
Tnfrsf11a,0.039792310148010025
Relb,0.03960015535054525
Cspg4,0.039560504360592205
Rxrg,0.03953813713549048
Pard6a,0.03953508705934025
Pms1,0.03947916899658595
Ephx2,0.039462901923784696
Tab1,0.039453751695333994
Prkn,0.03943748462253274
Nqo1,0.03934191556982539
Mafb,0.03931853165267359
Sardh,0.03930734804012274
Hacl1,0.03929718111962195
E2f1,0.03927176381837
Sgpl1,0.03927176381837
Hbegf,0.039262613589919296
Fign,0.039234146212517106
Plgrkt,0.03922397929201633
Dot1l,0.03912536016315874
Apobec3,0.039098926169856704
Pde3b,0.03908672586525577
Nfya,0.03906334194810397
Fgfbp3,0.039044024799152484
Hes5,0.03902369095815092
Rec8,0.039015557421750294
Polr1e,0.038730883647728406
Psmd11,0.03866988212472371
Gpr101,0.0386566651280727
Nkain1,0.03860684721761887
Atr,0.03853466208206332
Mlx,0.03847976071135909
Hspg2,0.038465527022658
Cntnap3,0.03845841017830745
Ccdc184,0.038361824433550025
Lmnb2,0.038278455685443614
Pdpn,0.038109684805130634
Col18a1,0.03809341773232938
Wnt4,0.03804664989802579
Nr4a2,0.03799988206372219
Scrt2,0.03793379708046711
Ccn2,0.037923630159966325
Fgf22,0.037870762173362264
Eif2ak2,0.03781992757085835
Iqgap2,0.03781484411060796
Fli1,0.037634889617744124
Lbr,0.03759117185959076
Riox1,0.03752915364453599
Plekhg2,0.03752203680018545
Erap1,0.03751288657173474
Adam17,0.03749966957508372
Szt2,0.037475268965881846
Jak3,0.03727904740021676
Kcng2,0.03727396393996637
Sstr2,0.037119426748354487
Pla2g6,0.03694252233164088
Tie1,0.03693540548729033
Tec,0.0369089714939883
Runx2,0.0368998212655376
Efemp1,0.036750367534176105
Cgn,0.03671580000447344
