group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age,source_file
Microglia,-0.00045319504,0.018103592,0.477,0.523,0.477,0.3279999999999999,False,Ap2a2,21,Ap2a2_casecontrol.csv
Oligodendrocytes,0.00015287641,0.01055209,0.514,0.486,0.486,0.3411666666666666,False,Ap2a2,21,Ap2a2_casecontrol.csv
Microglia,-0.03400814,0.021860097,0.065,0.935,0.065,0.065,False,Selplg,21,Selplg_casecontrol.csv
Medium Spiny Neurons,-0.014086285,0.0123461075,0.124,0.876,0.124,0.0945,False,Selplg,21,Selplg_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011534406,0.011572261,0.834,0.166,0.166,0.1183333333333333,False,Selplg,21,Selplg_casecontrol.csv
Neurons,0.009077224,0.0141966045,0.738,0.262,0.262,0.15425,False,Selplg,21,Selplg_casecontrol.csv
Neural Stem Cells,0.009215659,0.01831119,0.693,0.307,0.307,0.1848,False,Selplg,21,Selplg_casecontrol.csv
Excitatory Neurons,0.0043329783,0.0122951595,0.637,0.363,0.363,0.2145,False,Selplg,21,Selplg_casecontrol.csv
Endothelial Cells,-0.009127946,0.031225853,0.393,0.607,0.393,0.24,False,Selplg,21,Selplg_casecontrol.csv
Myocytes,0.00638779,0.024676248,0.602,0.398,0.398,0.25975,False,Selplg,21,Selplg_casecontrol.csv
Endocrine Cells,0.00626307,0.03107044,0.588,0.412,0.412,0.2766666666666666,False,Selplg,21,Selplg_casecontrol.csv
Astrocytes,0.0020192938,0.01601843,0.57,0.43,0.43,0.292,False,Selplg,21,Selplg_casecontrol.csv
Oligodendrocytes,-0.0022712226,0.010680685,0.437,0.563,0.437,0.3051818181818181,False,Selplg,21,Selplg_casecontrol.csv
GABAergic Neurons,-0.0019187332,0.018925166,0.479,0.521,0.479,0.3196666666666666,False,Selplg,21,Selplg_casecontrol.csv
Medium Spiny Neurons,-0.0135870585,0.0123691,0.128,0.872,0.128,0.128,False,Onecut3,21,Onecut3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0125294225,0.011532052,0.859,0.141,0.141,0.1345,False,Onecut3,21,Onecut3_casecontrol.csv
Neurons,0.009680301,0.014199124,0.757,0.243,0.243,0.1706666666666666,False,Onecut3,21,Onecut3_casecontrol.csv
Neural Stem Cells,0.008627841,0.018371468,0.68,0.32,0.32,0.208,False,Onecut3,21,Onecut3_casecontrol.csv
Excitatory Neurons,0.0045717545,0.012282413,0.642,0.358,0.358,0.238,False,Onecut3,21,Onecut3_casecontrol.csv
Myocytes,0.008989227,0.024660788,0.638,0.362,0.362,0.2586666666666666,False,Onecut3,21,Onecut3_casecontrol.csv
Endocrine Cells,0.0073563405,0.03106115,0.601,0.399,0.399,0.2787142857142857,False,Onecut3,21,Onecut3_casecontrol.csv
Endothelial Cells,-0.007979823,0.031280328,0.401,0.599,0.401,0.294,False,Onecut3,21,Onecut3_casecontrol.csv
Astrocytes,0.0023749755,0.015980497,0.58,0.42,0.42,0.308,False,Onecut3,21,Onecut3_casecontrol.csv
Microglia,-0.002658554,0.017938703,0.431,0.569,0.431,0.3203,False,Onecut3,21,Onecut3_casecontrol.csv
Oligodendrocytes,-0.0016224249,0.010716214,0.455,0.545,0.455,0.3325454545454546,False,Onecut3,21,Onecut3_casecontrol.csv
GABAergic Neurons,-0.002285769,0.018900583,0.473,0.527,0.473,0.34425,False,Onecut3,21,Onecut3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013578407,0.011559489,0.883,0.117,0.117,0.117,False,Asxl3,21,Asxl3_casecontrol.csv
Medium Spiny Neurons,-0.013679947,0.0123604005,0.128,0.872,0.128,0.1225,False,Asxl3,21,Asxl3_casecontrol.csv
Neurons,0.009124378,0.01419337,0.738,0.262,0.262,0.169,False,Asxl3,21,Asxl3_casecontrol.csv
Neural Stem Cells,0.008040956,0.018329334,0.665,0.335,0.335,0.2105,False,Asxl3,21,Asxl3_casecontrol.csv
Excitatory Neurons,0.004546215,0.012293872,0.642,0.358,0.358,0.24,False,Asxl3,21,Asxl3_casecontrol.csv
Endocrine Cells,0.009829718,0.03107974,0.634,0.366,0.366,0.261,False,Asxl3,21,Asxl3_casecontrol.csv
Myocytes,0.0081319995,0.024662428,0.629,0.371,0.371,0.2767142857142857,False,Asxl3,21,Asxl3_casecontrol.csv
Endothelial Cells,-0.007987242,0.031278107,0.401,0.599,0.401,0.29225,False,Asxl3,21,Asxl3_casecontrol.csv
Astrocytes,0.0023935551,0.015983464,0.581,0.419,0.419,0.3063333333333333,False,Asxl3,21,Asxl3_casecontrol.csv
Microglia,-0.0026595828,0.017941508,0.431,0.569,0.431,0.3188,False,Asxl3,21,Asxl3_casecontrol.csv
Oligodendrocytes,-0.0019721657,0.010702564,0.446,0.554,0.446,0.3303636363636364,False,Asxl3,21,Asxl3_casecontrol.csv
GABAergic Neurons,-0.002405007,0.018921321,0.471,0.529,0.471,0.3420833333333333,False,Asxl3,21,Asxl3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.014042514,0.011737549,0.888,0.112,0.112,0.112,False,Acp2,21,Acp2_casecontrol.csv
Medium Spiny Neurons,-0.012478321,0.012266245,0.153,0.847,0.153,0.1325,False,Acp2,21,Acp2_casecontrol.csv
Neural Stem Cells,0.018433146,0.018103136,0.843,0.157,0.157,0.1406666666666667,False,Acp2,21,Acp2_casecontrol.csv
Neurons,0.00998306,0.014031213,0.761,0.239,0.239,0.16525,False,Acp2,21,Acp2_casecontrol.csv
Excitatory Neurons,0.005279378,0.012401887,0.658,0.342,0.342,0.2006,False,Acp2,21,Acp2_casecontrol.csv
Endothelial Cells,-0.00887005,0.031166963,0.395,0.605,0.395,0.233,False,Acp2,21,Acp2_casecontrol.csv
Astrocytes,0.0024275344,0.016167201,0.581,0.419,0.419,0.2595714285714286,False,Acp2,21,Acp2_casecontrol.csv
Myocytes,0.0041356813,0.02473204,0.569,0.431,0.431,0.281,False,Acp2,21,Acp2_casecontrol.csv
Endocrine Cells,0.004949694,0.031212918,0.568,0.432,0.432,0.2977777777777778,False,Acp2,21,Acp2_casecontrol.csv
Microglia,-0.0018359851,0.018150905,0.451,0.549,0.451,0.3131,False,Acp2,21,Acp2_casecontrol.csv
Oligodendrocytes,1.9055798e-05,0.01063045,0.511,0.489,0.489,0.3290909090909091,False,Acp2,21,Acp2_casecontrol.csv
GABAergic Neurons,-0.0009839112,0.019127868,0.501,0.499,0.499,0.34325,False,Acp2,21,Acp2_casecontrol.csv
Medium Spiny Neurons,-0.013660622,0.012369671,0.128,0.872,0.128,0.128,False,Angptl3,21,Angptl3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012318963,0.011529025,0.853,0.147,0.147,0.1375,False,Angptl3,21,Angptl3_casecontrol.csv
Neurons,0.008973756,0.014208839,0.733,0.267,0.267,0.1806666666666666,False,Angptl3,21,Angptl3_casecontrol.csv
Neural Stem Cells,0.008692152,0.018371351,0.68,0.32,0.32,0.2155,False,Angptl3,21,Angptl3_casecontrol.csv
Excitatory Neurons,0.004548694,0.012282296,0.642,0.358,0.358,0.244,False,Angptl3,21,Angptl3_casecontrol.csv
Myocytes,0.00903222,0.024660788,0.638,0.362,0.362,0.2636666666666667,False,Angptl3,21,Angptl3_casecontrol.csv
Endocrine Cells,0.0072772317,0.03106115,0.6,0.4,0.4,0.2831428571428572,False,Angptl3,21,Angptl3_casecontrol.csv
Endothelial Cells,-0.008054186,0.03128125,0.401,0.599,0.401,0.297875,False,Angptl3,21,Angptl3_casecontrol.csv
Astrocytes,0.002322201,0.015977737,0.577,0.423,0.423,0.3117777777777777,False,Angptl3,21,Angptl3_casecontrol.csv
Microglia,-0.0025364922,0.017939292,0.433,0.567,0.433,0.3238999999999999,False,Angptl3,21,Angptl3_casecontrol.csv
Oligodendrocytes,-0.0017332359,0.010717718,0.452,0.548,0.452,0.3355454545454545,False,Angptl3,21,Angptl3_casecontrol.csv
GABAergic Neurons,-0.0022731272,0.018899977,0.474,0.526,0.474,0.3470833333333333,False,Angptl3,21,Angptl3_casecontrol.csv
Microglia,-0.13904318,0.027192006,0.0,1.0,0.0,0.0,True,P2ry12,21,P2ry12_casecontrol.csv
Medium Spiny Neurons,-0.013899526,0.012279061,0.125,0.875,0.125,0.0625,False,P2ry12,21,P2ry12_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011659985,0.011650656,0.835,0.165,0.165,0.0966666666666666,False,P2ry12,21,P2ry12_casecontrol.csv
Neurons,0.009028557,0.014161469,0.736,0.264,0.264,0.1385,False,P2ry12,21,P2ry12_casecontrol.csv
Oligodendrocytes,-0.0047449884,0.010594573,0.342,0.658,0.342,0.1792,False,P2ry12,21,P2ry12_casecontrol.csv
Myocytes,0.009181544,0.024678005,0.642,0.358,0.358,0.209,False,P2ry12,21,P2ry12_casecontrol.csv
Endocrine Cells,0.01030212,0.031083442,0.64,0.36,0.36,0.2305714285714285,False,P2ry12,21,P2ry12_casecontrol.csv
Excitatory Neurons,0.0037291541,0.012341686,0.615,0.385,0.385,0.2498749999999999,False,P2ry12,21,P2ry12_casecontrol.csv
Endothelial Cells,-0.008248998,0.031116469,0.4,0.6,0.4,0.2665555555555555,False,P2ry12,21,P2ry12_casecontrol.csv
Neural Stem Cells,0.0039875205,0.018244946,0.593,0.407,0.407,0.2806,False,P2ry12,21,P2ry12_casecontrol.csv
Astrocytes,0.0006557086,0.016135916,0.541,0.459,0.459,0.2968181818181818,False,P2ry12,21,P2ry12_casecontrol.csv
GABAergic Neurons,-0.0018141635,0.018995887,0.485,0.515,0.485,0.3125,False,P2ry12,21,P2ry12_casecontrol.csv
Endocrine Cells,0.15053932,0.032501526,1.0,0.0,0.0,0.0,True,H2-D1,21,H2-D1_casecontrol.csv
Oligodendrocytes,0.020600453,0.010423942,0.971,0.029,0.029,0.0145,True,H2-D1,21,H2-D1_casecontrol.csv
Microglia,0.031757914,0.0189012,0.952,0.048,0.048,0.0256666666666666,True,H2-D1,21,H2-D1_casecontrol.csv
Neural Stem Cells,0.027662722,0.017720563,0.932,0.068,0.068,0.03625,True,H2-D1,21,H2-D1_casecontrol.csv
Myocytes,-0.030651843,0.025147323,0.113,0.887,0.113,0.0516,False,H2-D1,21,H2-D1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0140037015,0.011862506,0.885,0.115,0.115,0.0621666666666666,False,H2-D1,21,H2-D1_casecontrol.csv
Medium Spiny Neurons,-0.007892616,0.012288788,0.271,0.729,0.271,0.092,False,H2-D1,21,H2-D1_casecontrol.csv
Astrocytes,0.008879084,0.01648002,0.72,0.28,0.28,0.1155,False,H2-D1,21,H2-D1_casecontrol.csv
Neurons,0.007959139,0.014115415,0.718,0.282,0.282,0.134,False,H2-D1,21,H2-D1_casecontrol.csv
Excitatory Neurons,0.004781603,0.0123403985,0.651,0.349,0.349,0.1555,False,H2-D1,21,H2-D1_casecontrol.csv
Endothelial Cells,-0.0035328397,0.029680979,0.457,0.543,0.457,0.1829090909090909,False,H2-D1,21,H2-D1_casecontrol.csv
GABAergic Neurons,-0.0020198156,0.018991334,0.479,0.521,0.479,0.2075833333333333,False,H2-D1,21,H2-D1_casecontrol.csv
Medium Spiny Neurons,-0.013690481,0.0123694455,0.128,0.872,0.128,0.128,False,Adam18,21,Adam18_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012625709,0.011583903,0.86,0.14,0.14,0.134,False,Adam18,21,Adam18_casecontrol.csv
Neurons,0.008753361,0.014207637,0.729,0.271,0.271,0.1796666666666666,False,Adam18,21,Adam18_casecontrol.csv
Neural Stem Cells,0.008650037,0.018370392,0.68,0.32,0.32,0.21475,False,Adam18,21,Adam18_casecontrol.csv
Excitatory Neurons,0.0045902696,0.012291074,0.643,0.357,0.357,0.2432,False,Adam18,21,Adam18_casecontrol.csv
Myocytes,0.008453113,0.024661371,0.632,0.368,0.368,0.264,False,Adam18,21,Adam18_casecontrol.csv
Endothelial Cells,-0.0080777025,0.031281028,0.401,0.599,0.401,0.2835714285714286,False,Adam18,21,Adam18_casecontrol.csv
Endocrine Cells,0.0069928174,0.031060906,0.598,0.402,0.402,0.298375,False,Adam18,21,Adam18_casecontrol.csv
Astrocytes,0.0022850642,0.015978998,0.575,0.425,0.425,0.3124444444444444,False,Adam18,21,Adam18_casecontrol.csv
Microglia,-0.002522443,0.017940927,0.434,0.566,0.434,0.3246,False,Adam18,21,Adam18_casecontrol.csv
Oligodendrocytes,-0.0016442911,0.010709969,0.455,0.545,0.455,0.3364545454545454,False,Adam18,21,Adam18_casecontrol.csv
GABAergic Neurons,-0.0023130374,0.018900812,0.473,0.527,0.473,0.3478333333333334,False,Adam18,21,Adam18_casecontrol.csv
Medium Spiny Neurons,-0.013712737,0.0123687545,0.128,0.872,0.128,0.128,False,Gdf15,21,Gdf15_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012233067,0.0115303695,0.852,0.148,0.148,0.138,False,Gdf15,21,Gdf15_casecontrol.csv
Neurons,0.008993721,0.014207996,0.735,0.265,0.265,0.1803333333333333,False,Gdf15,21,Gdf15_casecontrol.csv
Neural Stem Cells,0.008719262,0.018368125,0.68,0.32,0.32,0.21525,False,Gdf15,21,Gdf15_casecontrol.csv
Excitatory Neurons,0.0045721754,0.012282878,0.642,0.358,0.358,0.2437999999999999,False,Gdf15,21,Gdf15_casecontrol.csv
Myocytes,0.008702572,0.024660908,0.632,0.368,0.368,0.2644999999999999,False,Gdf15,21,Gdf15_casecontrol.csv
Endocrine Cells,0.007528888,0.031060567,0.604,0.396,0.396,0.2832857142857142,False,Gdf15,21,Gdf15_casecontrol.csv
Endothelial Cells,-0.008084839,0.031279974,0.401,0.599,0.401,0.2979999999999999,False,Gdf15,21,Gdf15_casecontrol.csv
Astrocytes,0.0024150251,0.015979337,0.581,0.419,0.419,0.3114444444444444,False,Gdf15,21,Gdf15_casecontrol.csv
Microglia,-0.0024206003,0.017940817,0.434,0.566,0.434,0.3237,False,Gdf15,21,Gdf15_casecontrol.csv
GABAergic Neurons,-0.002338065,0.018900694,0.472,0.528,0.472,0.3371818181818181,False,Gdf15,21,Gdf15_casecontrol.csv
Oligodendrocytes,0.00027633316,0.010711706,0.517,0.483,0.483,0.3493333333333333,False,Gdf15,21,Gdf15_casecontrol.csv
Oligodendrocyte Precursor Cells,0.015615919,0.011704969,0.907,0.093,0.093,0.093,False,Apba1,21,Apba1_casecontrol.csv
Medium Spiny Neurons,-0.014628761,0.012316815,0.111,0.889,0.111,0.102,False,Apba1,21,Apba1_casecontrol.csv
Myocytes,0.01431215,0.024710236,0.706,0.294,0.294,0.166,False,Apba1,21,Apba1_casecontrol.csv
Neurons,0.006114122,0.014010217,0.673,0.327,0.327,0.20625,False,Apba1,21,Apba1_casecontrol.csv
Excitatory Neurons,0.004079353,0.012408781,0.625,0.375,0.375,0.24,False,Apba1,21,Apba1_casecontrol.csv
Endothelial Cells,-0.007923617,0.031168696,0.401,0.599,0.401,0.2668333333333333,False,Apba1,21,Apba1_casecontrol.csv
Astrocytes,0.002633574,0.01612159,0.586,0.414,0.414,0.2878571428571428,False,Apba1,21,Apba1_casecontrol.csv
Neural Stem Cells,0.0033986715,0.018316334,0.578,0.422,0.422,0.304625,False,Apba1,21,Apba1_casecontrol.csv
Endocrine Cells,0.0051443893,0.031085191,0.569,0.431,0.431,0.3186666666666667,False,Apba1,21,Apba1_casecontrol.csv
Oligodendrocytes,-0.0023868373,0.010606727,0.433,0.567,0.433,0.3301,False,Apba1,21,Apba1_casecontrol.csv
Microglia,-0.0005840876,0.01804949,0.473,0.527,0.473,0.3430909090909091,False,Apba1,21,Apba1_casecontrol.csv
GABAergic Neurons,-0.0018873567,0.019120082,0.482,0.518,0.482,0.3546666666666667,False,Apba1,21,Apba1_casecontrol.csv
Myocytes,0.08091441,0.025099877,0.999,0.001,0.001,0.001,True,Ap2b1,21,Ap2b1_casecontrol.csv
Medium Spiny Neurons,-0.01864762,0.01139925,0.043,0.957,0.043,0.022,True,Ap2b1,21,Ap2b1_casecontrol.csv
Endocrine Cells,-0.031509507,0.03152447,0.145,0.855,0.145,0.063,False,Ap2b1,21,Ap2b1_casecontrol.csv
Neurons,0.011714964,0.013255588,0.81,0.19,0.19,0.09475,False,Ap2b1,21,Ap2b1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009391412,0.01193662,0.777,0.223,0.223,0.1204,False,Ap2b1,21,Ap2b1_casecontrol.csv
Endothelial Cells,-0.00948948,0.030727966,0.389,0.611,0.389,0.1651666666666666,False,Ap2b1,21,Ap2b1_casecontrol.csv
Neural Stem Cells,0.004133904,0.017523976,0.595,0.405,0.405,0.1994285714285714,False,Ap2b1,21,Ap2b1_casecontrol.csv
Oligodendrocytes,0.0013085974,0.010109576,0.566,0.434,0.434,0.2287499999999999,False,Ap2b1,21,Ap2b1_casecontrol.csv
Microglia,-0.0023052653,0.018345086,0.436,0.564,0.436,0.2517777777777777,False,Ap2b1,21,Ap2b1_casecontrol.csv
GABAergic Neurons,-0.0036189265,0.020393291,0.445,0.555,0.445,0.2711,False,Ap2b1,21,Ap2b1_casecontrol.csv
Astrocytes,0.0008504933,0.016471429,0.543,0.457,0.457,0.288,False,Ap2b1,21,Ap2b1_casecontrol.csv
Excitatory Neurons,0.0008233379,0.013241394,0.529,0.471,0.471,0.3032499999999999,False,Ap2b1,21,Ap2b1_casecontrol.csv
Oligodendrocytes,-0.034661185,0.009553319,0.0,1.0,0.0,0.0,True,Anln,21,Anln_casecontrol.csv
Medium Spiny Neurons,-0.012477453,0.012364643,0.154,0.846,0.154,0.077,False,Anln,21,Anln_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0108890375,0.011580324,0.825,0.175,0.175,0.1096666666666666,False,Anln,21,Anln_casecontrol.csv
Neurons,0.0067620724,0.014196369,0.692,0.308,0.308,0.15925,False,Anln,21,Anln_casecontrol.csv
Myocytes,0.011476309,0.024672154,0.675,0.325,0.325,0.1924,False,Anln,21,Anln_casecontrol.csv
Excitatory Neurons,0.0038332678,0.012291768,0.617,0.383,0.383,0.2241666666666666,False,Anln,21,Anln_casecontrol.csv
Endothelial Cells,-0.009299385,0.031261377,0.392,0.608,0.392,0.2481428571428571,False,Anln,21,Anln_casecontrol.csv
Microglia,-0.0040416005,0.017954018,0.407,0.593,0.407,0.268,False,Anln,21,Anln_casecontrol.csv
Endocrine Cells,0.0017384279,0.031065451,0.53,0.47,0.47,0.2904444444444444,False,Anln,21,Anln_casecontrol.csv
GABAergic Neurons,-0.002493187,0.018914836,0.47,0.53,0.47,0.3083999999999999,False,Anln,21,Anln_casecontrol.csv
Astrocytes,-7.226569e-05,0.016010512,0.517,0.483,0.483,0.3242727272727272,False,Anln,21,Anln_casecontrol.csv
Neural Stem Cells,0.0006783354,0.01816796,0.514,0.486,0.486,0.33775,False,Anln,21,Anln_casecontrol.csv
Medium Spiny Neurons,-0.013865482,0.0119525725,0.118,0.882,0.118,0.118,False,Acly,21,Acly_casecontrol.csv
Oligodendrocyte Precursor Cells,0.010345442,0.0119254235,0.806,0.194,0.194,0.156,False,Acly,21,Acly_casecontrol.csv
Myocytes,0.020435154,0.024914034,0.781,0.219,0.219,0.177,False,Acly,21,Acly_casecontrol.csv
Neural Stem Cells,-0.008950838,0.017451597,0.292,0.708,0.292,0.20575,False,Acly,21,Acly_casecontrol.csv
GABAergic Neurons,-0.006658382,0.019850079,0.379,0.621,0.379,0.2404,False,Acly,21,Acly_casecontrol.csv
Endothelial Cells,-0.009018343,0.030830156,0.393,0.607,0.393,0.2658333333333333,False,Acly,21,Acly_casecontrol.csv
Microglia,-0.004439765,0.018348115,0.398,0.602,0.398,0.2847142857142857,False,Acly,21,Acly_casecontrol.csv
Neurons,0.0017427239,0.013466955,0.566,0.434,0.434,0.303375,False,Acly,21,Acly_casecontrol.csv
Oligodendrocytes,-0.0021426012,0.010115717,0.437,0.563,0.437,0.3182222222222222,False,Acly,21,Acly_casecontrol.csv
Endocrine Cells,0.0030153221,0.031667,0.541,0.459,0.459,0.3323,False,Acly,21,Acly_casecontrol.csv
Astrocytes,-0.002058278,0.016553463,0.469,0.531,0.469,0.3447272727272727,False,Acly,21,Acly_casecontrol.csv
Excitatory Neurons,0.00083159265,0.012790239,0.53,0.47,0.47,0.3551666666666666,False,Acly,21,Acly_casecontrol.csv
Medium Spiny Neurons,-0.013482937,0.012366356,0.13,0.87,0.13,0.13,False,Ano1,21,Ano1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011980098,0.011537426,0.846,0.154,0.154,0.142,False,Ano1,21,Ano1_casecontrol.csv
Neurons,0.009027052,0.014177176,0.735,0.265,0.265,0.183,False,Ano1,21,Ano1_casecontrol.csv
Neural Stem Cells,0.010325328,0.01834915,0.708,0.292,0.292,0.21025,False,Ano1,21,Ano1_casecontrol.csv
Excitatory Neurons,0.0045992327,0.012284285,0.644,0.356,0.356,0.2394,False,Ano1,21,Ano1_casecontrol.csv
Myocytes,0.005976789,0.02466605,0.593,0.407,0.407,0.2673333333333333,False,Ano1,21,Ano1_casecontrol.csv
Endocrine Cells,0.0062975683,0.03106231,0.59,0.41,0.41,0.2877142857142857,False,Ano1,21,Ano1_casecontrol.csv
Endothelial Cells,-0.0070004654,0.03116532,0.411,0.589,0.411,0.303125,False,Ano1,21,Ano1_casecontrol.csv
Microglia,-0.0027434742,0.017940344,0.429,0.571,0.429,0.3171111111111111,False,Ano1,21,Ano1_casecontrol.csv
Astrocytes,0.0020666444,0.01599768,0.57,0.43,0.43,0.3284,False,Ano1,21,Ano1_casecontrol.csv
Oligodendrocytes,-0.0017748236,0.010716447,0.45,0.55,0.45,0.3394545454545455,False,Ano1,21,Ano1_casecontrol.csv
GABAergic Neurons,-0.002447214,0.018905608,0.47,0.53,0.47,0.3503333333333334,False,Ano1,21,Ano1_casecontrol.csv
Myocytes,0.03565674,0.024859084,0.924,0.076,0.076,0.076,False,Ntsr2,21,Ntsr2_casecontrol.csv
Neural Stem Cells,-0.021346623,0.017526489,0.115,0.885,0.115,0.0955,False,Ntsr2,21,Ntsr2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013730831,0.011930347,0.877,0.123,0.123,0.1046666666666666,False,Ntsr2,21,Ntsr2_casecontrol.csv
Medium Spiny Neurons,-0.013112432,0.011887553,0.128,0.872,0.128,0.1105,False,Ntsr2,21,Ntsr2_casecontrol.csv
Excitatory Neurons,0.007516335,0.012616828,0.726,0.274,0.274,0.1432,False,Ntsr2,21,Ntsr2_casecontrol.csv
Astrocytes,0.00741957,0.018733414,0.67,0.33,0.33,0.1743333333333333,False,Ntsr2,21,Ntsr2_casecontrol.csv
Neurons,0.0030797052,0.013675511,0.605,0.395,0.395,0.2058571428571428,False,Ntsr2,21,Ntsr2_casecontrol.csv
Endothelial Cells,-0.006230416,0.030152723,0.421,0.579,0.421,0.23275,False,Ntsr2,21,Ntsr2_casecontrol.csv
Microglia,-0.00217228,0.018449746,0.443,0.557,0.443,0.2561111111111111,False,Ntsr2,21,Ntsr2_casecontrol.csv
Endocrine Cells,0.0016755469,0.031124206,0.527,0.473,0.473,0.2778,False,Ntsr2,21,Ntsr2_casecontrol.csv
Oligodendrocytes,0.0004873178,0.010105057,0.523,0.477,0.477,0.2959090909090909,False,Ntsr2,21,Ntsr2_casecontrol.csv
GABAergic Neurons,-0.0015842437,0.019372145,0.491,0.509,0.491,0.3121666666666666,False,Ntsr2,21,Ntsr2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.01279837,0.011621304,0.865,0.135,0.135,0.135,False,Arrb2,21,Arrb2_casecontrol.csv
Medium Spiny Neurons,-0.013039335,0.012325961,0.141,0.859,0.141,0.138,False,Arrb2,21,Arrb2_casecontrol.csv
Neurons,0.009356941,0.014122005,0.747,0.253,0.253,0.1763333333333333,False,Arrb2,21,Arrb2_casecontrol.csv
Neural Stem Cells,0.010331777,0.018266918,0.71,0.29,0.29,0.20475,False,Arrb2,21,Arrb2_casecontrol.csv
Myocytes,0.013613779,0.024717165,0.699,0.301,0.301,0.2239999999999999,False,Arrb2,21,Arrb2_casecontrol.csv
Excitatory Neurons,0.0041640354,0.012352551,0.629,0.371,0.371,0.2484999999999999,False,Arrb2,21,Arrb2_casecontrol.csv
Endothelial Cells,-0.008268743,0.031238947,0.4,0.6,0.4,0.2701428571428571,False,Arrb2,21,Arrb2_casecontrol.csv
Endocrine Cells,0.00625373,0.031091802,0.587,0.413,0.413,0.288,False,Arrb2,21,Arrb2_casecontrol.csv
Microglia,-0.0032610125,0.018220544,0.422,0.578,0.422,0.3028888888888889,False,Arrb2,21,Arrb2_casecontrol.csv
Astrocytes,0.002342977,0.016027367,0.577,0.423,0.423,0.3149,False,Arrb2,21,Arrb2_casecontrol.csv
Oligodendrocytes,-0.0025110827,0.010676517,0.431,0.569,0.431,0.3254545454545454,False,Arrb2,21,Arrb2_casecontrol.csv
GABAergic Neurons,-0.0025682193,0.019013504,0.469,0.531,0.469,0.3374166666666667,False,Arrb2,21,Arrb2_casecontrol.csv
Medium Spiny Neurons,-0.023082426,0.012132368,0.021,0.979,0.021,0.021,True,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Endocrine Cells,-0.05721447,0.03168835,0.038,0.962,0.038,0.0295,True,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Myocytes,-0.021713763,0.024863997,0.205,0.795,0.205,0.088,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Oligodendrocyte Precursor Cells,0.009855502,0.011746506,0.792,0.208,0.208,0.118,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Oligodendrocytes,-0.008313417,0.010397894,0.21,0.79,0.21,0.1364,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Neural Stem Cells,0.013765672,0.0175542,0.774,0.226,0.226,0.1513333333333333,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Endothelial Cells,-0.015873829,0.030787358,0.302,0.698,0.302,0.1728571428571428,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Neurons,0.006508875,0.014111208,0.684,0.316,0.316,0.19075,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Excitatory Neurons,0.0033848935,0.012416728,0.602,0.398,0.398,0.2137777777777777,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
Microglia,-0.0030301688,0.018085247,0.425,0.575,0.425,0.2348999999999999,False,Hist1h2bc,21,Hist1h2bc_casecontrol.csv
