group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.2303911,0.032258,0.0,1.0,0.0,0.0,True,Gpc4,21
Neural Stem Cells,0.04996249,0.017623838,1.0,0.0,0.0,0.0,True,Gpc4,21
Myocytes,-0.05618631,0.024878193,0.009,0.991,0.009,0.0029999999999999996,True,Gpc4,21
Medium Spiny Neurons,-0.013663845,0.012354344,0.128,0.872,0.128,0.03425,True,Gpc4,21
Oligodendrocyte Precursor Cells,0.010988485,0.011645949,0.827,0.173,0.173,0.062,False,Gpc4,21
Neurons,0.010452949,0.014127886,0.77,0.23,0.23,0.09000000000000001,False,Gpc4,21
Endothelial Cells,-0.011514768,0.031005764,0.357,0.643,0.357,0.12814285714285714,False,Gpc4,21
Astrocytes,0.003210842,0.016262656,0.6,0.4,0.4,0.16212500000000002,False,Gpc4,21
Microglia,-0.0036807866,0.01795612,0.411,0.589,0.411,0.1897777777777778,False,Gpc4,21
Excitatory Neurons,0.0018467443,0.012445718,0.564,0.436,0.436,0.2144,False,Gpc4,21
Oligodendrocytes,-0.0017176181,0.010698623,0.452,0.548,0.452,0.23600000000000002,False,Gpc4,21
GABAergic Neurons,-0.00023558876,0.01902789,0.511,0.489,0.489,0.25708333333333333,False,Gpc4,21
