group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013746084,0.011688389,0.883,0.117,0.117,0.117,False,Ago3,21
Medium Spiny Neurons,-0.011893305,0.012270023,0.164,0.836,0.164,0.1405,False,Ago3,21
Neurons,0.010915126,0.014093705,0.779,0.221,0.221,0.16733333333333333,False,Ago3,21
Endocrine Cells,0.01808567,0.031227658,0.73,0.27,0.27,0.193,False,Ago3,21
Myocytes,0.013695402,0.024729114,0.699,0.301,0.301,0.21459999999999999,False,Ago3,21
Neural Stem Cells,0.0095954435,0.018202469,0.699,0.301,0.301,0.22899999999999998,False,Ago3,21
Excitatory Neurons,0.0052129193,0.0123764025,0.655,0.345,0.345,0.24557142857142855,False,Ago3,21
Endothelial Cells,-0.007836279,0.031196171,0.402,0.598,0.402,0.265125,False,Ago3,21
Astrocytes,0.0025556397,0.016100489,0.583,0.417,0.417,0.282,False,Ago3,21
Oligodendrocytes,-0.0017537872,0.010565406,0.45,0.55,0.45,0.2988,False,Ago3,21
Microglia,-0.00085086393,0.018019574,0.468,0.532,0.468,0.3141818181818182,False,Ago3,21
GABAergic Neurons,-0.0010425921,0.019074652,0.5,0.5,0.5,0.32966666666666666,False,Ago3,21
