group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.014618303,0.011763861,0.896,0.104,0.104,0.104,False,Arhgef7,21
Medium Spiny Neurons,-0.010887816,0.012176536,0.189,0.811,0.189,0.1465,False,Arhgef7,21
Neurons,0.011432647,0.013992231,0.793,0.207,0.207,0.16666666666666666,False,Arhgef7,21
Excitatory Neurons,0.006079846,0.012540624,0.683,0.317,0.317,0.20425,False,Arhgef7,21
Astrocytes,0.003968421,0.016148059,0.626,0.374,0.374,0.23819999999999997,False,Arhgef7,21
Endocrine Cells,0.0076786145,0.03114626,0.605,0.395,0.395,0.2643333333333333,False,Arhgef7,21
Myocytes,0.006655644,0.024719035,0.602,0.398,0.398,0.2834285714285714,False,Arhgef7,21
Endothelial Cells,-0.007121531,0.031121261,0.409,0.591,0.409,0.299125,False,Arhgef7,21
Microglia,-0.0014117835,0.01805638,0.461,0.539,0.461,0.31711111111111107,False,Arhgef7,21
GABAergic Neurons,-0.0025058533,0.019243786,0.47,0.53,0.47,0.3324,False,Arhgef7,21
Neural Stem Cells,-1.3991968e-05,0.01802721,0.499,0.501,0.499,0.34754545454545455,False,Arhgef7,21
Oligodendrocytes,-0.00027099022,0.010626637,0.499,0.501,0.499,0.3601666666666667,False,Arhgef7,21
