group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.04686118,0.024831427,0.968,0.032,0.032,0.032,True,Adgrl3,21
Oligodendrocyte Precursor Cells,0.013048673,0.011895644,0.864,0.136,0.136,0.084,False,Adgrl3,21
Neurons,0.014209075,0.013838563,0.844,0.156,0.156,0.108,False,Adgrl3,21
Medium Spiny Neurons,-0.011294693,0.011998005,0.171,0.829,0.171,0.12375,False,Adgrl3,21
Neural Stem Cells,0.015043319,0.018160552,0.784,0.216,0.216,0.1422,False,Adgrl3,21
Endocrine Cells,0.0122285895,0.031146374,0.657,0.343,0.343,0.17566666666666667,False,Adgrl3,21
Excitatory Neurons,0.0048751254,0.012577087,0.651,0.349,0.349,0.20042857142857143,False,Adgrl3,21
Endothelial Cells,-0.0072137504,0.031107692,0.409,0.591,0.409,0.2265,False,Adgrl3,21
Oligodendrocytes,0.002276642,0.0105841495,0.589,0.411,0.411,0.247,False,Adgrl3,21
Astrocytes,0.00217342,0.016301276,0.571,0.429,0.429,0.2652,False,Adgrl3,21
Microglia,-0.0009685429,0.018041784,0.468,0.532,0.468,0.28363636363636363,False,Adgrl3,21
GABAergic Neurons,-0.0010448847,0.019389274,0.5,0.5,0.5,0.30166666666666664,False,Adgrl3,21
