group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.015615919,0.011704969,0.907,0.093,0.093,0.093,False,Apba1,21
Medium Spiny Neurons,-0.014628761,0.012316815,0.111,0.889,0.111,0.10200000000000001,False,Apba1,21
Myocytes,0.01431215,0.024710236,0.706,0.294,0.294,0.166,False,Apba1,21
Neurons,0.006114122,0.014010217,0.673,0.327,0.327,0.20625,False,Apba1,21
Excitatory Neurons,0.004079353,0.012408781,0.625,0.375,0.375,0.24,False,Apba1,21
Endothelial Cells,-0.007923617,0.031168696,0.401,0.599,0.401,0.2668333333333333,False,Apba1,21
Astrocytes,0.002633574,0.01612159,0.586,0.414,0.414,0.28785714285714287,False,Apba1,21
Neural Stem Cells,0.0033986715,0.018316334,0.578,0.422,0.422,0.30462500000000003,False,Apba1,21
Endocrine Cells,0.0051443893,0.031085191,0.569,0.431,0.431,0.3186666666666667,False,Apba1,21
Oligodendrocytes,-0.0023868373,0.010606727,0.433,0.567,0.433,0.3301,False,Apba1,21
Microglia,-0.0005840876,0.01804949,0.473,0.527,0.473,0.3430909090909091,False,Apba1,21
GABAergic Neurons,-0.0018873567,0.019120082,0.482,0.518,0.482,0.3546666666666667,False,Apba1,21
