group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013639939,0.0123687545,0.128,0.872,0.128,0.128,False,Cst7,21
Oligodendrocyte Precursor Cells,0.012291573,0.011529476,0.852,0.148,0.148,0.138,False,Cst7,21
Neurons,0.009062504,0.014207878,0.736,0.264,0.264,0.18000000000000002,False,Cst7,21
Neural Stem Cells,0.009286941,0.018365981,0.693,0.307,0.307,0.21175,False,Cst7,21
Microglia,0.008079516,0.01808291,0.676,0.324,0.324,0.23420000000000002,False,Cst7,21
Excitatory Neurons,0.004578426,0.012283116,0.643,0.357,0.357,0.25466666666666665,False,Cst7,21
Myocytes,0.008842313,0.024660662,0.634,0.366,0.366,0.2705714285714286,False,Cst7,21
Endocrine Cells,0.0073867836,0.031060452,0.602,0.398,0.398,0.28650000000000003,False,Cst7,21
Endothelial Cells,-0.007977251,0.031279862,0.401,0.599,0.401,0.2992222222222223,False,Cst7,21
Astrocytes,0.002521835,0.015980717,0.583,0.417,0.417,0.31100000000000005,False,Cst7,21
Oligodendrocytes,-0.0014212375,0.010717255,0.463,0.537,0.463,0.32481818181818184,False,Cst7,21
GABAergic Neurons,-0.0022249739,0.018900694,0.476,0.524,0.476,0.3374166666666667,False,Cst7,21
