group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.012394052,0.012235693,0.154,0.846,0.154,0.154,False,Arnt2,21
Oligodendrocyte Precursor Cells,0.011867439,0.011788943,0.835,0.165,0.165,0.1595,False,Arnt2,21
Neurons,0.008800987,0.014036246,0.732,0.268,0.268,0.19566666666666666,False,Arnt2,21
Endocrine Cells,0.016197955,0.03114045,0.707,0.293,0.293,0.21999999999999997,False,Arnt2,21
Excitatory Neurons,0.0055653946,0.012505681,0.666,0.334,0.334,0.2428,False,Arnt2,21
Neural Stem Cells,0.0053395974,0.01815017,0.626,0.374,0.374,0.26466666666666666,False,Arnt2,21
Astrocytes,0.0032884686,0.016226446,0.603,0.397,0.397,0.2835714285714286,False,Arnt2,21
Endothelial Cells,-0.0074111326,0.031141816,0.407,0.593,0.407,0.299,False,Arnt2,21
Microglia,-0.0030413144,0.0180274,0.424,0.576,0.424,0.3128888888888889,False,Arnt2,21
Myocytes,0.0033104836,0.024674252,0.557,0.443,0.443,0.32589999999999997,False,Arnt2,21
GABAergic Neurons,-0.00054534763,0.019398868,0.505,0.495,0.495,0.3412727272727273,False,Arnt2,21
Oligodendrocytes,-0.0002978326,0.010419197,0.497,0.503,0.497,0.35425,False,Arnt2,21
