group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013609856,0.012369789,0.128,0.872,0.128,0.128,False,Actg2,21
Oligodendrocyte Precursor Cells,0.012407626,0.011529583,0.854,0.146,0.146,0.137,False,Actg2,21
Neurons,0.0089807445,0.014209677,0.733,0.267,0.267,0.18033333333333335,False,Actg2,21
Neural Stem Cells,0.008698105,0.018371468,0.68,0.32,0.32,0.21525,False,Actg2,21
Excitatory Neurons,0.0045337714,0.012281835,0.642,0.358,0.358,0.24379999999999996,False,Actg2,21
Myocytes,0.008985981,0.024660435,0.638,0.362,0.362,0.2635,False,Actg2,21
Endocrine Cells,0.007951287,0.0310645,0.609,0.391,0.391,0.2817142857142857,False,Actg2,21
Endothelial Cells,-0.008057318,0.031268526,0.401,0.599,0.401,0.296625,False,Actg2,21
Astrocytes,0.002346827,0.015979223,0.578,0.422,0.422,0.3105555555555556,False,Actg2,21
Microglia,-0.0025485498,0.017938947,0.433,0.567,0.433,0.32280000000000003,False,Actg2,21
Oligodendrocytes,-0.001752033,0.010717835,0.452,0.548,0.452,0.33454545454545453,False,Actg2,21
GABAergic Neurons,-0.0023168183,0.018899856,0.472,0.528,0.472,0.34600000000000003,False,Actg2,21
