group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013382742,0.012365778,0.135,0.865,0.135,0.135,False,Amh,21
Oligodendrocyte Precursor Cells,0.012261925,0.011531267,0.852,0.148,0.148,0.14150000000000001,False,Amh,21
Neurons,0.009067652,0.01420572,0.737,0.263,0.263,0.18200000000000002,False,Amh,21
Neural Stem Cells,0.008459359,0.018368242,0.677,0.323,0.323,0.21725,False,Amh,21
Excitatory Neurons,0.0046526697,0.012284992,0.648,0.352,0.352,0.24420000000000003,False,Amh,21
Myocytes,0.0085919835,0.02466126,0.632,0.368,0.368,0.2648333333333333,False,Amh,21
Endothelial Cells,-0.008066658,0.031279974,0.401,0.599,0.401,0.2842857142857143,False,Amh,21
Endocrine Cells,0.0071377507,0.031061267,0.598,0.402,0.402,0.299,False,Amh,21
Astrocytes,0.002376955,0.015980141,0.58,0.42,0.42,0.3124444444444444,False,Amh,21
Microglia,-0.0023383896,0.017942095,0.436,0.564,0.436,0.3248,False,Amh,21
Oligodendrocytes,-0.0017147604,0.010717255,0.452,0.548,0.452,0.33636363636363636,False,Amh,21
GABAergic Neurons,-0.001991182,0.018906204,0.479,0.521,0.479,0.34824999999999995,False,Amh,21
