group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014900454,0.01228684,0.105,0.895,0.105,0.105,False,Atg3,21
Oligodendrocyte Precursor Cells,0.011146552,0.011691976,0.828,0.172,0.172,0.13849999999999998,False,Atg3,21
Neurons,0.008581995,0.0140919015,0.728,0.272,0.272,0.18299999999999997,False,Atg3,21
Neural Stem Cells,0.009692108,0.01821332,0.701,0.299,0.299,0.21199999999999997,False,Atg3,21
Endocrine Cells,0.011806008,0.031196427,0.653,0.347,0.347,0.23899999999999996,False,Atg3,21
Excitatory Neurons,0.004035057,0.012383768,0.623,0.377,0.377,0.26199999999999996,False,Atg3,21
Endothelial Cells,-0.007827561,0.031173624,0.402,0.598,0.402,0.282,False,Atg3,21
Astrocytes,0.0020516948,0.01611265,0.57,0.43,0.43,0.3005,False,Atg3,21
Microglia,-0.0022613993,0.018021448,0.436,0.564,0.436,0.31555555555555553,False,Atg3,21
GABAergic Neurons,-0.00311613,0.019063745,0.449,0.551,0.449,0.32889999999999997,False,Atg3,21
Oligodendrocytes,-0.0012078834,0.010568642,0.469,0.531,0.469,0.34163636363636357,False,Atg3,21
Myocytes,-0.0007556598,0.024689974,0.509,0.491,0.491,0.3540833333333333,False,Atg3,21
