group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0148318345,0.012287865,0.105,0.895,0.105,0.105,False,Acaca,21
Oligodendrocyte Precursor Cells,0.011171365,0.011779091,0.828,0.172,0.172,0.13849999999999998,False,Acaca,21
Endocrine Cells,0.021420203,0.031219989,0.758,0.242,0.242,0.17299999999999996,False,Acaca,21
Neurons,0.0073632975,0.014009381,0.699,0.301,0.301,0.20499999999999996,False,Acaca,21
Oligodendrocytes,-0.0055613634,0.010369641,0.308,0.692,0.308,0.22559999999999997,False,Acaca,21
Neural Stem Cells,0.0065495605,0.017960113,0.642,0.358,0.358,0.24766666666666662,False,Acaca,21
Excitatory Neurons,0.003965388,0.01244794,0.618,0.382,0.382,0.26685714285714285,False,Acaca,21
Endothelial Cells,-0.008713763,0.03112802,0.395,0.605,0.395,0.282875,False,Acaca,21
Myocytes,0.0057268315,0.024719615,0.59,0.41,0.41,0.297,False,Acaca,21
Astrocytes,0.0012213017,0.016304372,0.552,0.448,0.448,0.3121,False,Acaca,21
Microglia,-0.0005941646,0.018038973,0.473,0.527,0.473,0.3267272727272727,False,Acaca,21
GABAergic Neurons,-0.0014156471,0.019156404,0.493,0.507,0.493,0.3405833333333333,False,Acaca,21
