group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013538716,0.011723553,0.877,0.123,0.123,0.123,False,Acss1,21
Medium Spiny Neurons,-0.013393009,0.012330993,0.133,0.867,0.133,0.128,False,Acss1,21
Neurons,0.0090384735,0.014177662,0.736,0.264,0.264,0.17333333333333334,False,Acss1,21
Myocytes,-0.009109073,0.024689974,0.344,0.656,0.344,0.216,False,Acss1,21
Excitatory Neurons,0.00496456,0.012310127,0.654,0.346,0.346,0.242,False,Acss1,21
Endocrine Cells,0.010100442,0.031077411,0.635,0.365,0.365,0.2625,False,Acss1,21
Astrocytes,0.0041741324,0.016404295,0.628,0.372,0.372,0.27814285714285714,False,Acss1,21
Endothelial Cells,-0.009364724,0.031181794,0.391,0.609,0.391,0.29225,False,Acss1,21
Neural Stem Cells,0.003368675,0.018233132,0.578,0.422,0.422,0.3066666666666667,False,Acss1,21
Microglia,-0.002332273,0.018060591,0.436,0.564,0.436,0.3196,False,Acss1,21
Oligodendrocytes,-0.0012880404,0.010686708,0.467,0.533,0.467,0.333,False,Acss1,21
GABAergic Neurons,-0.0020902953,0.01894877,0.477,0.523,0.477,0.34500000000000003,False,Acss1,21
