group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,0.030798286,0.018039983,0.956,0.044,0.044,0.044,True,A2m,21
Medium Spiny Neurons,-0.013831612,0.012362919,0.127,0.873,0.127,0.08549999999999999,False,A2m,21
Oligodendrocyte Precursor Cells,0.012407654,0.011549523,0.854,0.146,0.146,0.10566666666666664,False,A2m,21
Myocytes,0.019508919,0.02468188,0.775,0.225,0.225,0.13549999999999998,False,A2m,21
Neurons,0.008615923,0.014188091,0.728,0.272,0.272,0.1628,False,A2m,21
Endothelial Cells,-0.015545143,0.031103838,0.305,0.695,0.305,0.1865,False,A2m,21
Astrocytes,0.005473692,0.01622267,0.649,0.351,0.351,0.21,False,A2m,21
Excitatory Neurons,0.0043914663,0.012283591,0.639,0.361,0.361,0.228875,False,A2m,21
Oligodendrocytes,-0.001705662,0.010702564,0.452,0.548,0.452,0.25366666666666665,False,A2m,21
Endocrine Cells,0.003579325,0.03109749,0.545,0.455,0.455,0.2738,False,A2m,21
Microglia,-0.0013412737,0.017964173,0.462,0.538,0.462,0.29090909090909095,False,A2m,21
GABAergic Neurons,-0.0023515357,0.018904774,0.472,0.528,0.472,0.306,False,A2m,21
