group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.014003506,0.011643819,0.888,0.112,0.112,0.112,False,Alkbh5,21
Medium Spiny Neurons,-0.013849785,0.012320472,0.126,0.874,0.126,0.119,False,Alkbh5,21
Neural Stem Cells,0.012756819,0.018204965,0.754,0.246,0.246,0.16133333333333333,False,Alkbh5,21
Endocrine Cells,0.019094048,0.031273045,0.736,0.264,0.264,0.187,False,Alkbh5,21
Neurons,0.008832076,0.014137713,0.732,0.268,0.268,0.2032,False,Alkbh5,21
Excitatory Neurons,0.004770036,0.012346361,0.65,0.35,0.35,0.22766666666666668,False,Alkbh5,21
Astrocytes,0.0035642313,0.016115861,0.612,0.388,0.388,0.25057142857142856,False,Alkbh5,21
Endothelial Cells,-0.0069940803,0.031148838,0.411,0.589,0.411,0.270625,False,Alkbh5,21
Microglia,-0.002077887,0.01799305,0.444,0.556,0.444,0.28988888888888886,False,Alkbh5,21
GABAergic Neurons,-0.002961791,0.019002853,0.454,0.546,0.454,0.3063,False,Alkbh5,21
Myocytes,0.00078949286,0.024751265,0.524,0.476,0.476,0.32172727272727275,False,Alkbh5,21
Oligodendrocytes,-0.00022445893,0.010623506,0.503,0.497,0.497,0.3363333333333334,False,Alkbh5,21
