group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.09627981,0.031515546,0.002,0.998,0.002,0.002,True,Rnaset2a,21
Myocytes,-0.051093712,0.02488041,0.015,0.985,0.015,0.0085,True,Rnaset2a,21
Oligodendrocyte Precursor Cells,0.013220844,0.011823095,0.871,0.129,0.129,0.04866666666666667,True,Rnaset2a,21
Medium Spiny Neurons,-0.0134049095,0.012233523,0.13,0.87,0.13,0.069,False,Rnaset2a,21
Neurons,0.011338387,0.014027615,0.788,0.212,0.212,0.09759999999999999,False,Rnaset2a,21
Neural Stem Cells,0.01240867,0.017758192,0.753,0.247,0.247,0.1225,False,Rnaset2a,21
Endothelial Cells,-0.018108085,0.03054025,0.278,0.722,0.278,0.1447142857142857,False,Rnaset2a,21
Oligodendrocytes,0.0027911426,0.010547228,0.607,0.393,0.393,0.17575,False,Rnaset2a,21
Excitatory Neurons,0.0033824877,0.012359571,0.602,0.398,0.398,0.20044444444444443,False,Rnaset2a,21
Microglia,-0.0021191265,0.01941373,0.448,0.552,0.448,0.22519999999999998,False,Rnaset2a,21
Astrocytes,-0.0017695184,0.016521959,0.474,0.526,0.474,0.24781818181818183,False,Rnaset2a,21
GABAergic Neurons,-8.682027e-05,0.01923347,0.516,0.484,0.484,0.2675,False,Rnaset2a,21
