group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.10092297,0.011782947,0.0,1.0,0.0,0.0,True,Mal,21
Medium Spiny Neurons,-0.009709998,0.012217272,0.215,0.785,0.215,0.1075,False,Mal,21
Oligodendrocyte Precursor Cells,0.009128636,0.011787594,0.773,0.227,0.227,0.14733333333333334,False,Mal,21
Neural Stem Cells,-0.012825109,0.017743262,0.23,0.77,0.23,0.168,False,Mal,21
Endocrine Cells,0.017113626,0.031311482,0.72,0.28,0.28,0.1904,False,Mal,21
Neurons,0.0049559656,0.014040213,0.651,0.349,0.349,0.21683333333333335,False,Mal,21
Microglia,-0.0065926225,0.018171476,0.359,0.641,0.359,0.23714285714285716,False,Mal,21
Excitatory Neurons,0.0044711195,0.012380149,0.639,0.361,0.361,0.252625,False,Mal,21
Astrocytes,-0.005357328,0.016314575,0.385,0.615,0.385,0.2673333333333333,False,Mal,21
Endothelial Cells,0.0052388776,0.03044332,0.568,0.432,0.432,0.28379999999999994,False,Mal,21
Myocytes,0.00083259057,0.024755944,0.525,0.475,0.475,0.30118181818181816,False,Mal,21
GABAergic Neurons,-0.0007981864,0.019092869,0.503,0.497,0.497,0.31749999999999995,False,Mal,21
