group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013646509,0.01236418,0.128,0.872,0.128,0.128,False,Aph1c,21
Oligodendrocyte Precursor Cells,0.011708821,0.011543362,0.837,0.163,0.163,0.14550000000000002,False,Aph1c,21
Neurons,0.00891026,0.01420044,0.732,0.268,0.268,0.18633333333333335,False,Aph1c,21
Neural Stem Cells,0.008547611,0.018359292,0.678,0.322,0.322,0.22025,False,Aph1c,21
Myocytes,0.010903695,0.024670156,0.668,0.332,0.332,0.2426,False,Aph1c,21
Endocrine Cells,0.011318123,0.031093776,0.649,0.351,0.351,0.26066666666666666,False,Aph1c,21
Excitatory Neurons,0.0045136493,0.012290603,0.64,0.36,0.36,0.27485714285714286,False,Aph1c,21
Endothelial Cells,-0.008344735,0.031267464,0.399,0.601,0.399,0.290375,False,Aph1c,21
Astrocytes,0.0021974214,0.01598759,0.573,0.427,0.427,0.3055555555555556,False,Aph1c,21
Microglia,-0.0024713846,0.017941508,0.434,0.566,0.434,0.3184,False,Aph1c,21
Oligodendrocytes,-0.0017205388,0.010715057,0.452,0.548,0.452,0.33054545454545453,False,Aph1c,21
GABAergic Neurons,-0.0024488056,0.018914837,0.47,0.53,0.47,0.3421666666666667,False,Aph1c,21
