group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013041141,0.011724335,0.869,0.131,0.131,0.131,False,Acvr2a,21
Myocytes,0.026855858,0.024830613,0.856,0.144,0.144,0.1375,False,Acvr2a,21
Neurons,0.014863516,0.014003151,0.852,0.148,0.148,0.14100000000000001,False,Acvr2a,21
Medium Spiny Neurons,-0.009707498,0.0121052405,0.213,0.787,0.213,0.159,False,Acvr2a,21
Endocrine Cells,0.012934691,0.031248434,0.667,0.333,0.333,0.19380000000000003,False,Acvr2a,21
Neural Stem Cells,0.006326409,0.01819123,0.638,0.362,0.362,0.22183333333333333,False,Acvr2a,21
Endothelial Cells,-0.009230771,0.031184612,0.393,0.607,0.393,0.24628571428571427,False,Acvr2a,21
GABAergic Neurons,-0.0048152437,0.01923851,0.413,0.587,0.413,0.267125,False,Acvr2a,21
Microglia,-0.0032138177,0.018002858,0.422,0.578,0.422,0.2843333333333333,False,Acvr2a,21
Astrocytes,0.001208069,0.016078146,0.552,0.448,0.448,0.3007,False,Acvr2a,21
Oligodendrocytes,-0.00109934,0.010671076,0.473,0.527,0.473,0.31636363636363635,False,Acvr2a,21
Excitatory Neurons,-0.00095325755,0.012548808,0.474,0.526,0.474,0.32949999999999996,False,Acvr2a,21
