group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013740628,0.012364869,0.128,0.872,0.128,0.128,False,Apex1,21
Oligodendrocyte Precursor Cells,0.012273938,0.0115349665,0.852,0.148,0.148,0.138,False,Apex1,21
Neurons,0.0091375625,0.014202962,0.738,0.262,0.262,0.17933333333333334,False,Apex1,21
Neural Stem Cells,0.008356588,0.018360013,0.675,0.325,0.325,0.21575,False,Apex1,21
Excitatory Neurons,0.004622528,0.012286509,0.646,0.354,0.354,0.2434,False,Apex1,21
Myocytes,0.008602195,0.02466137,0.632,0.368,0.368,0.26416666666666666,False,Apex1,21
Endothelial Cells,-0.008038327,0.03127904,0.401,0.599,0.401,0.2837142857142857,False,Apex1,21
Endocrine Cells,0.006756008,0.031060806,0.595,0.405,0.405,0.298875,False,Apex1,21
Astrocytes,0.0024302143,0.015983237,0.581,0.419,0.419,0.31222222222222223,False,Apex1,21
Microglia,-0.0023315025,0.017943965,0.436,0.564,0.436,0.3246,False,Apex1,21
Oligodendrocytes,-0.0016676342,0.010715871,0.453,0.547,0.453,0.3362727272727273,False,Apex1,21
GABAergic Neurons,-0.0021892134,0.01890909,0.476,0.524,0.476,0.34791666666666665,False,Apex1,21
