group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013704862,0.012369671,0.128,0.872,0.128,0.128,False,Adrb3,21
Oligodendrocyte Precursor Cells,0.012155872,0.011530152,0.849,0.151,0.151,0.1395,False,Adrb3,21
Neurons,0.009013895,0.014206561,0.735,0.265,0.265,0.18133333333333335,False,Adrb3,21
Neural Stem Cells,0.0081802495,0.018366808,0.672,0.328,0.328,0.21800000000000003,False,Adrb3,21
Excitatory Neurons,0.0045481445,0.012284992,0.642,0.358,0.358,0.246,False,Adrb3,21
Myocytes,0.00903958,0.024660548,0.638,0.362,0.362,0.26533333333333337,False,Adrb3,21
Endocrine Cells,0.0072327508,0.031061145,0.599,0.401,0.401,0.28471428571428575,False,Adrb3,21
Endothelial Cells,-0.008135495,0.03128125,0.401,0.599,0.401,0.29925,False,Adrb3,21
Astrocytes,0.0023696322,0.015981633,0.58,0.42,0.42,0.31266666666666665,False,Adrb3,21
Microglia,-0.0025143803,0.017939527,0.434,0.566,0.434,0.32480000000000003,False,Adrb3,21
Oligodendrocytes,-0.0017435845,0.010718532,0.452,0.548,0.452,0.33636363636363636,False,Adrb3,21
GABAergic Neurons,-0.0023151308,0.018902259,0.472,0.528,0.472,0.34766666666666673,False,Adrb3,21
