group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.12771295,0.032138992,1.0,0.0,0.0,0.0,True,Ptgds,21
Myocytes,0.98866975,0.028349223,1.0,0.0,0.0,0.0,True,Ptgds,21
Oligodendrocytes,0.078404956,0.012432572,1.0,0.0,0.0,0.0,True,Ptgds,21
Medium Spiny Neurons,-0.024140457,0.012176193,0.015,0.985,0.015,0.00375,True,Ptgds,21
Neural Stem Cells,0.029960416,0.017275851,0.962,0.038,0.038,0.0106,True,Ptgds,21
Oligodendrocyte Precursor Cells,0.017960448,0.011895536,0.938,0.062,0.062,0.019166666666666665,True,Ptgds,21
Astrocytes,0.023952067,0.017942779,0.905,0.095,0.095,0.03,True,Ptgds,21
Excitatory Neurons,0.005578325,0.012432394,0.666,0.334,0.334,0.068,False,Ptgds,21
Neurons,0.00521488,0.01381349,0.658,0.342,0.342,0.09844444444444446,False,Ptgds,21
Microglia,-0.0026897113,0.018356532,0.431,0.569,0.431,0.1317,False,Ptgds,21
Endothelial Cells,-0.0024453728,0.027931482,0.468,0.532,0.468,0.1622727272727273,False,Ptgds,21
GABAergic Neurons,-0.00056156,0.019180859,0.505,0.495,0.495,0.19000000000000003,False,Ptgds,21
