group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014464441,0.01228684,0.114,0.886,0.114,0.114,False,Asic1,21
Oligodendrocyte Precursor Cells,0.012862293,0.011829591,0.859,0.141,0.141,0.1275,False,Asic1,21
Neurons,0.008956965,0.014128965,0.735,0.265,0.265,0.17333333333333334,False,Asic1,21
Neural Stem Cells,0.008612471,0.018321577,0.68,0.32,0.32,0.21000000000000002,False,Asic1,21
Myocytes,0.010177777,0.024688214,0.657,0.343,0.343,0.2366,False,Asic1,21
Excitatory Neurons,0.004546839,0.012335723,0.642,0.358,0.358,0.2568333333333333,False,Asic1,21
Endothelial Cells,-0.008026456,0.031261146,0.401,0.599,0.401,0.2774285714285714,False,Asic1,21
Microglia,-0.0031951023,0.017950043,0.423,0.577,0.423,0.29562499999999997,False,Asic1,21
Endocrine Cells,-0.0060880124,0.031104576,0.424,0.576,0.424,0.3098888888888889,False,Asic1,21
Astrocytes,0.0018116483,0.01600983,0.562,0.438,0.438,0.3227,False,Asic1,21
Oligodendrocytes,-0.0014771455,0.010693535,0.461,0.539,0.461,0.3352727272727272,False,Asic1,21
GABAergic Neurons,-0.002124145,0.019013504,0.477,0.523,0.477,0.34708333333333335,False,Asic1,21
