group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.03232084,0.010041567,0.0,1.0,0.0,0.0,True,Pde10a,21
Myocytes,0.023855727,0.024749625,0.826,0.174,0.174,0.087,False,Pde10a,21
Oligodendrocyte Precursor Cells,0.010218852,0.011736419,0.807,0.193,0.193,0.12233333333333334,False,Pde10a,21
Neurons,0.011114505,0.014021022,0.784,0.216,0.216,0.14575,False,Pde10a,21
Excitatory Neurons,0.0062473123,0.012453439,0.689,0.311,0.311,0.1788,False,Pde10a,21
Endocrine Cells,-0.014946137,0.031108418,0.329,0.671,0.329,0.2038333333333333,False,Pde10a,21
Neural Stem Cells,0.007999993,0.018178105,0.667,0.333,0.333,0.22228571428571425,False,Pde10a,21
GABAergic Neurons,-0.008319104,0.019369386,0.345,0.655,0.345,0.23762499999999998,False,Pde10a,21
Microglia,-0.0058699986,0.017980196,0.367,0.633,0.367,0.252,False,Pde10a,21
Endothelial Cells,-0.008847806,0.031224685,0.395,0.605,0.395,0.2663,False,Pde10a,21
Astrocytes,0.0030430884,0.016074467,0.599,0.401,0.401,0.27854545454545454,False,Pde10a,21
Oligodendrocytes,-0.003132656,0.010616218,0.409,0.591,0.409,0.28941666666666666,False,Pde10a,21
