group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.05298509,0.03139448,0.953,0.047,0.047,0.047,True,Adam28,21
Medium Spiny Neurons,-0.013691352,0.0123699,0.128,0.872,0.128,0.0875,False,Adam28,21
Oligodendrocyte Precursor Cells,0.012333386,0.011529025,0.853,0.147,0.147,0.10733333333333332,False,Adam28,21
Neurons,0.008941979,0.01420848,0.732,0.268,0.268,0.1475,False,Adam28,21
Neural Stem Cells,0.009004254,0.018368004,0.689,0.311,0.311,0.1802,False,Adam28,21
Excitatory Neurons,0.0045619453,0.012282062,0.642,0.358,0.358,0.20983333333333332,False,Adam28,21
Myocytes,0.009036818,0.024660662,0.638,0.362,0.362,0.23157142857142857,False,Adam28,21
Endothelial Cells,-0.007995003,0.03128067,0.401,0.599,0.401,0.25275000000000003,False,Adam28,21
Astrocytes,0.0023183473,0.01597796,0.577,0.423,0.423,0.2716666666666667,False,Adam28,21
Microglia,-0.0025432396,0.017938947,0.433,0.567,0.433,0.2878,False,Adam28,21
Oligodendrocytes,-0.0017346502,0.010718067,0.452,0.548,0.452,0.30272727272727273,False,Adam28,21
GABAergic Neurons,-0.0022238933,0.01890081,0.476,0.524,0.476,0.31716666666666665,False,Adam28,21
