group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013675389,0.012369902,0.128,0.872,0.128,0.128,False,Angptl8,21
Oligodendrocyte Precursor Cells,0.012308676,0.011528685,0.852,0.148,0.148,0.138,False,Angptl8,21
Neurons,0.0089835655,0.0142072765,0.733,0.267,0.267,0.18100000000000002,False,Angptl8,21
Neural Stem Cells,0.008689616,0.01837147,0.68,0.32,0.32,0.21575,False,Angptl8,21
Excitatory Neurons,0.0045493925,0.012282063,0.642,0.358,0.358,0.24420000000000003,False,Angptl8,21
Myocytes,0.009033594,0.024660788,0.638,0.362,0.362,0.26383333333333336,False,Angptl8,21
Endocrine Cells,0.007282429,0.031061027,0.6,0.4,0.4,0.2832857142857143,False,Angptl8,21
Endothelial Cells,-0.00805889,0.03128125,0.401,0.599,0.401,0.29800000000000004,False,Angptl8,21
Astrocytes,0.002307937,0.015977617,0.576,0.424,0.424,0.31200000000000006,False,Angptl8,21
Microglia,-0.0025435414,0.017939059,0.433,0.567,0.433,0.3241,False,Angptl8,21
Oligodendrocytes,-0.0017399181,0.010718298,0.452,0.548,0.452,0.3357272727272727,False,Angptl8,21
GABAergic Neurons,-0.002306505,0.018899744,0.473,0.527,0.473,0.3471666666666667,False,Angptl8,21
