group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013674696,0.012369557,0.128,0.872,0.128,0.128,False,Aire,21
Oligodendrocyte Precursor Cells,0.012336893,0.011529583,0.853,0.147,0.147,0.1375,False,Aire,21
Neurons,0.008970434,0.014208839,0.733,0.267,0.267,0.18066666666666667,False,Aire,21
Neural Stem Cells,0.008743602,0.018370036,0.681,0.319,0.319,0.21525,False,Aire,21
Excitatory Neurons,0.0045501175,0.012282414,0.642,0.358,0.358,0.24379999999999996,False,Aire,21
Myocytes,0.008964263,0.024660904,0.637,0.363,0.363,0.26366666666666666,False,Aire,21
Endocrine Cells,0.0072747353,0.031061146,0.6,0.4,0.4,0.2831428571428571,False,Aire,21
Endothelial Cells,-0.008072466,0.031281386,0.401,0.599,0.401,0.297875,False,Aire,21
Astrocytes,0.0023341519,0.01597831,0.577,0.423,0.423,0.31177777777777776,False,Aire,21
Microglia,-0.0025421917,0.017939059,0.433,0.567,0.433,0.32389999999999997,False,Aire,21
Oligodendrocytes,-0.0017200192,0.010717486,0.452,0.548,0.452,0.33554545454545454,False,Aire,21
GABAergic Neurons,-0.0023309118,0.018900104,0.472,0.528,0.472,0.3469166666666667,False,Aire,21
