group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013651407,0.012369671,0.128,0.872,0.128,0.128,False,Alox15,21
Oligodendrocyte Precursor Cells,0.012361538,0.011529696,0.854,0.146,0.146,0.137,False,Alox15,21
Neurons,0.00895023,0.01420848,0.733,0.267,0.267,0.18033333333333335,False,Alox15,21
Neural Stem Cells,0.008793898,0.018370394,0.682,0.318,0.318,0.21475,False,Alox15,21
Excitatory Neurons,0.004562761,0.0122825345,0.642,0.358,0.358,0.2434,False,Alox15,21
Myocytes,0.008330568,0.024661599,0.632,0.368,0.368,0.26416666666666666,False,Alox15,21
Endothelial Cells,-0.008057882,0.031281386,0.401,0.599,0.401,0.2837142857142857,False,Alox15,21
Endocrine Cells,0.005644759,0.031081822,0.575,0.425,0.425,0.301375,False,Alox15,21
Astrocytes,0.0022614682,0.015977843,0.574,0.426,0.426,0.31522222222222224,False,Alox15,21
Microglia,-0.0025806867,0.01793906,0.432,0.568,0.432,0.3269,False,Alox15,21
Oligodendrocytes,-0.0017837299,0.010717255,0.45,0.55,0.45,0.3380909090909091,False,Alox15,21
GABAergic Neurons,-0.0023423866,0.01890021,0.472,0.528,0.472,0.34925000000000006,False,Alox15,21
