group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Excitatory Neurons,0.04263046,0.012833122,1.0,0.0,0.0,0.0,True,Arc,21
Oligodendrocyte Precursor Cells,0.022754034,0.011686932,0.982,0.018,0.018,0.009,True,Arc,21
Neurons,0.012641317,0.014144074,0.811,0.189,0.189,0.06899999999999999,False,Arc,21
Astrocytes,0.009689218,0.016135916,0.739,0.261,0.261,0.11699999999999999,False,Arc,21
Microglia,0.008354921,0.01814437,0.68,0.32,0.32,0.15760000000000002,False,Arc,21
GABAergic Neurons,0.0075684306,0.019219086,0.659,0.341,0.341,0.18816666666666668,False,Arc,21
Neural Stem Cells,0.00675945,0.018288992,0.644,0.356,0.356,0.21214285714285713,False,Arc,21
Medium Spiny Neurons,0.002570599,0.012053861,0.598,0.402,0.402,0.235875,False,Arc,21
Endocrine Cells,0.005251401,0.031079372,0.569,0.431,0.431,0.25755555555555554,False,Arc,21
Myocytes,0.0028887005,0.024692668,0.553,0.447,0.447,0.2765,False,Arc,21
Endothelial Cells,-0.0019886864,0.031162746,0.476,0.524,0.476,0.29463636363636364,False,Arc,21
Oligodendrocytes,0.00049610186,0.010380297,0.523,0.477,0.477,0.30983333333333335,False,Arc,21
