group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0154614765,0.012358232,0.097,0.903,0.097,0.097,False,Ace,21
Oligodendrocyte Precursor Cells,0.012918769,0.011560945,0.871,0.129,0.129,0.113,False,Ace,21
Neurons,0.008393442,0.0141850915,0.724,0.276,0.276,0.16733333333333333,False,Ace,21
Neural Stem Cells,0.008748818,0.018333267,0.681,0.319,0.319,0.20525,False,Ace,21
Endothelial Cells,-0.013333753,0.030994313,0.335,0.665,0.335,0.2312,False,Ace,21
Endocrine Cells,0.01095209,0.031095156,0.645,0.355,0.355,0.2518333333333333,False,Ace,21
Excitatory Neurons,0.004546163,0.012287559,0.642,0.358,0.358,0.26699999999999996,False,Ace,21
Astrocytes,0.0028131972,0.016025074,0.592,0.408,0.408,0.28462499999999996,False,Ace,21
Microglia,-0.002921159,0.017939877,0.425,0.575,0.425,0.30022222222222217,False,Ace,21
Oligodendrocytes,-0.0019434515,0.010713209,0.446,0.554,0.446,0.31479999999999997,False,Ace,21
Myocytes,0.0014533843,0.024671327,0.539,0.461,0.461,0.32809090909090904,False,Ace,21
GABAergic Neurons,-0.0021088338,0.018922633,0.477,0.523,0.477,0.34049999999999997,False,Ace,21
