group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.055064518,0.03160631,0.041,0.959,0.041,0.041,True,Tgfbr3,21
Medium Spiny Neurons,-0.012073019,0.012262242,0.16,0.84,0.16,0.1005,False,Tgfbr3,21
Oligodendrocyte Precursor Cells,0.01110307,0.011589056,0.829,0.171,0.171,0.124,False,Tgfbr3,21
Neurons,0.009976153,0.014150793,0.759,0.241,0.241,0.15325,False,Tgfbr3,21
Endothelial Cells,-0.0151960375,0.030623894,0.306,0.694,0.306,0.18380000000000002,False,Tgfbr3,21
Neural Stem Cells,0.0074131717,0.018315494,0.654,0.346,0.346,0.21083333333333334,False,Tgfbr3,21
Myocytes,0.010097673,0.024886863,0.653,0.347,0.347,0.2302857142857143,False,Tgfbr3,21
Excitatory Neurons,0.004674742,0.012321811,0.649,0.351,0.351,0.245375,False,Tgfbr3,21
Astrocytes,0.0035062723,0.016157912,0.61,0.39,0.39,0.2614444444444445,False,Tgfbr3,21
Microglia,-0.0028241894,0.017953314,0.429,0.571,0.429,0.2782,False,Tgfbr3,21
Oligodendrocytes,-0.0014142264,0.010693067,0.463,0.537,0.463,0.295,False,Tgfbr3,21
GABAergic Neurons,-0.0020268594,0.018964361,0.479,0.521,0.479,0.31033333333333335,False,Tgfbr3,21
