group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.08224011,0.025040247,1.0,0.0,0.0,0.0,True,Rbp1,21
Endocrine Cells,0.06537863,0.031527504,0.98,0.02,0.02,0.01,True,Rbp1,21
Medium Spiny Neurons,-0.016027154,0.012334434,0.088,0.912,0.088,0.036,True,Rbp1,21
Oligodendrocyte Precursor Cells,0.011758081,0.0115762865,0.838,0.162,0.162,0.0675,False,Rbp1,21
Neurons,0.0074394927,0.014195892,0.699,0.301,0.301,0.1142,False,Rbp1,21
Endothelial Cells,-0.014061258,0.030833436,0.321,0.679,0.321,0.14866666666666664,False,Rbp1,21
Neural Stem Cells,0.0056353635,0.018164739,0.629,0.371,0.371,0.1804285714285714,False,Rbp1,21
Excitatory Neurons,0.00402483,0.0123006515,0.625,0.375,0.375,0.20475,False,Rbp1,21
Microglia,-0.0033596288,0.01795881,0.421,0.579,0.421,0.22877777777777775,False,Rbp1,21
Astrocytes,0.002381753,0.01625292,0.578,0.422,0.422,0.2481,False,Rbp1,21
Oligodendrocytes,-0.0023000175,0.010699665,0.436,0.564,0.436,0.2651818181818182,False,Rbp1,21
GABAergic Neurons,-0.0030974175,0.018935816,0.449,0.551,0.449,0.28049999999999997,False,Rbp1,21
