group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013692023,0.012369901,0.128,0.872,0.128,0.128,False,Aicda,21
Oligodendrocyte Precursor Cells,0.0123073775,0.011528797,0.852,0.148,0.148,0.138,False,Aicda,21
Neurons,0.008988044,0.014208117,0.735,0.265,0.265,0.18033333333333335,False,Aicda,21
Neural Stem Cells,0.008689386,0.018371351,0.68,0.32,0.32,0.21525,False,Aicda,21
Excitatory Neurons,0.0045511145,0.012282062,0.642,0.358,0.358,0.24379999999999996,False,Aicda,21
Myocytes,0.009035359,0.024660548,0.638,0.362,0.362,0.2635,False,Aicda,21
Endocrine Cells,0.0071942555,0.03106115,0.599,0.401,0.401,0.28314285714285714,False,Aicda,21
Endothelial Cells,-0.00806996,0.0312815,0.401,0.599,0.401,0.297875,False,Aicda,21
Astrocytes,0.0023208698,0.015977617,0.577,0.423,0.423,0.31177777777777776,False,Aicda,21
Microglia,-0.0025433742,0.017938947,0.433,0.567,0.433,0.32389999999999997,False,Aicda,21
Oligodendrocytes,-0.0017398021,0.010718184,0.452,0.548,0.452,0.33554545454545454,False,Aicda,21
GABAergic Neurons,-0.0022827655,0.018899856,0.473,0.527,0.473,0.347,False,Aicda,21
