group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013066117,0.012362693,0.141,0.859,0.141,0.141,False,Atp7b,21
Oligodendrocyte Precursor Cells,0.012159092,0.011586929,0.849,0.151,0.151,0.146,False,Atp7b,21
Neurons,0.0090732835,0.014199479,0.737,0.263,0.263,0.18499999999999997,False,Atp7b,21
Neural Stem Cells,0.0097514875,0.018328983,0.701,0.299,0.299,0.21349999999999997,False,Atp7b,21
Excitatory Neurons,0.0045623565,0.01228768,0.642,0.358,0.358,0.24239999999999995,False,Atp7b,21
Myocytes,0.007883515,0.024662303,0.625,0.375,0.375,0.26449999999999996,False,Atp7b,21
Astrocytes,0.0031463045,0.016066225,0.6,0.4,0.4,0.2838571428571428,False,Atp7b,21
Endothelial Cells,-0.008015541,0.03127238,0.401,0.599,0.401,0.2985,False,Atp7b,21
Endocrine Cells,0.0057374756,0.031063817,0.577,0.423,0.423,0.31233333333333335,False,Atp7b,21
Microglia,-0.0026323374,0.017941626,0.431,0.569,0.431,0.3242,False,Atp7b,21
Oligodendrocytes,-0.0017045916,0.010711355,0.452,0.548,0.452,0.3358181818181818,False,Atp7b,21
GABAergic Neurons,-0.0017515422,0.01892288,0.485,0.515,0.485,0.34825,False,Atp7b,21
