group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.13332053,0.025263539,0.0,1.0,0.0,0.0,True,Jun,21
Oligodendrocytes,-0.020497648,0.009385518,0.015,0.985,0.015,0.0075,True,Jun,21
Medium Spiny Neurons,-0.019355819,0.0122123575,0.048,0.952,0.048,0.021,True,Jun,21
Endocrine Cells,0.043213423,0.031533636,0.914,0.086,0.086,0.03725,True,Jun,21
Oligodendrocyte Precursor Cells,-0.01519232,0.012005471,0.113,0.887,0.113,0.0524,False,Jun,21
Microglia,-0.018331539,0.01830221,0.164,0.836,0.164,0.07100000000000001,False,Jun,21
Neurons,0.01287691,0.013735025,0.817,0.183,0.183,0.087,False,Jun,21
Endothelial Cells,0.009903627,0.030353002,0.623,0.377,0.377,0.12325,False,Jun,21
Excitatory Neurons,0.0041404064,0.012817584,0.621,0.379,0.379,0.15166666666666667,False,Jun,21
Astrocytes,-0.005143261,0.01658118,0.39,0.61,0.39,0.1755,False,Jun,21
Neural Stem Cells,0.0017943367,0.016961588,0.539,0.461,0.461,0.20145454545454544,False,Jun,21
GABAergic Neurons,-0.0025938766,0.019362802,0.469,0.531,0.469,0.22374999999999998,False,Jun,21
