group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.0137114655,0.011641241,0.884,0.116,0.116,0.116,False,Arf2,21
Medium Spiny Neurons,-0.014047103,0.012296789,0.124,0.876,0.124,0.12,False,Arf2,21
Neurons,0.009540252,0.01410378,0.753,0.247,0.247,0.16233333333333333,False,Arf2,21
Excitatory Neurons,0.0046088616,0.012366703,0.643,0.357,0.357,0.211,False,Arf2,21
Neural Stem Cells,0.006319238,0.018225608,0.638,0.362,0.362,0.2412,False,Arf2,21
Endocrine Cells,0.010108784,0.03113884,0.635,0.365,0.365,0.2618333333333333,False,Arf2,21
Endothelial Cells,-0.0082801115,0.031178644,0.399,0.601,0.399,0.2814285714285714,False,Arf2,21
Myocytes,0.006145104,0.024701467,0.596,0.404,0.404,0.29675,False,Arf2,21
Astrocytes,0.0024715806,0.016055565,0.581,0.419,0.419,0.31033333333333335,False,Arf2,21
Microglia,-0.0030721931,0.017988952,0.424,0.576,0.424,0.3217,False,Arf2,21
Oligodendrocytes,-0.0017345204,0.010667028,0.452,0.548,0.452,0.33354545454545453,False,Arf2,21
GABAergic Neurons,-0.0026218938,0.019031499,0.465,0.535,0.465,0.34450000000000003,False,Arf2,21
