group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.034661185,0.009553319,0.0,1.0,0.0,0.0,True,Anln,21
Medium Spiny Neurons,-0.012477453,0.012364643,0.154,0.846,0.154,0.077,False,Anln,21
Oligodendrocyte Precursor Cells,0.0108890375,0.011580324,0.825,0.175,0.175,0.10966666666666665,False,Anln,21
Neurons,0.0067620724,0.014196369,0.692,0.308,0.308,0.15925,False,Anln,21
Myocytes,0.011476309,0.024672154,0.675,0.325,0.325,0.1924,False,Anln,21
Excitatory Neurons,0.0038332678,0.012291768,0.617,0.383,0.383,0.22416666666666665,False,Anln,21
Endothelial Cells,-0.009299385,0.031261377,0.392,0.608,0.392,0.24814285714285716,False,Anln,21
Microglia,-0.0040416005,0.017954018,0.407,0.593,0.407,0.268,False,Anln,21
Endocrine Cells,0.0017384279,0.031065451,0.53,0.47,0.47,0.29044444444444445,False,Anln,21
GABAergic Neurons,-0.002493187,0.018914836,0.47,0.53,0.47,0.30839999999999995,False,Anln,21
Astrocytes,-7.226569e-05,0.016010512,0.517,0.483,0.483,0.32427272727272727,False,Anln,21
Neural Stem Cells,0.0006783354,0.01816796,0.514,0.486,0.486,0.33775,False,Anln,21
