group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.12102895,0.02523155,1.0,0.0,0.0,0.0,True,Apod,21
Oligodendrocytes,-0.024177663,0.009930063,0.01,0.99,0.01,0.005,True,Apod,21
Endocrine Cells,0.044515517,0.031638436,0.92,0.08,0.08,0.03,True,Apod,21
Medium Spiny Neurons,-0.015205435,0.012292332,0.101,0.899,0.101,0.04775,True,Apod,21
Oligodendrocyte Precursor Cells,0.008518097,0.011651991,0.763,0.237,0.237,0.0856,False,Apod,21
Neural Stem Cells,-0.010292225,0.018156383,0.279,0.721,0.279,0.11783333333333335,False,Apod,21
Endothelial Cells,-0.015991738,0.029898208,0.294,0.706,0.294,0.14300000000000002,False,Apod,21
Neurons,0.004796526,0.014144435,0.643,0.357,0.357,0.16975,False,Apod,21
Excitatory Neurons,0.004105155,0.012310941,0.628,0.372,0.372,0.1922222222222222,False,Apod,21
Microglia,-0.0042409017,0.018019684,0.402,0.598,0.402,0.2132,False,Apod,21
Astrocytes,0.0008302022,0.01658576,0.543,0.457,0.457,0.23536363636363636,False,Apod,21
GABAergic Neurons,-0.002518471,0.018964361,0.47,0.53,0.47,0.2549166666666667,False,Apod,21
