group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.023314968,0.011748522,0.983,0.017,0.017,0.017,True,Mertk,21
Astrocytes,0.028500529,0.017055336,0.947,0.053,0.053,0.035,True,Mertk,21
Medium Spiny Neurons,-0.011989993,0.012292444,0.162,0.838,0.162,0.07733333333333334,False,Mertk,21
Neural Stem Cells,0.013816595,0.01816545,0.766,0.234,0.234,0.1165,False,Mertk,21
Neurons,0.008901853,0.014167942,0.732,0.268,0.268,0.14679999999999999,False,Mertk,21
Microglia,0.010628301,0.01906663,0.711,0.289,0.289,0.17049999999999998,False,Mertk,21
Myocytes,0.0126406485,0.024671929,0.685,0.315,0.315,0.19114285714285711,False,Mertk,21
Endocrine Cells,0.01344721,0.031111773,0.678,0.322,0.322,0.2075,False,Mertk,21
Excitatory Neurons,0.0048409905,0.012332449,0.653,0.347,0.347,0.22299999999999998,False,Mertk,21
Endothelial Cells,-0.0055589657,0.031051934,0.431,0.569,0.431,0.24379999999999996,False,Mertk,21
Oligodendrocytes,-0.001006374,0.010683116,0.474,0.526,0.474,0.2647272727272727,False,Mertk,21
GABAergic Neurons,-0.0016315317,0.018968206,0.49,0.51,0.49,0.28350000000000003,False,Mertk,21
