group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.024910025,0.011603528,0.013,0.987,0.013,0.013,True,Ppp1r16b,21
Oligodendrocytes,-0.008284886,0.008108603,0.14,0.86,0.14,0.07650000000000001,False,Ppp1r16b,21
Oligodendrocyte Precursor Cells,0.012283285,0.011890944,0.845,0.155,0.155,0.10266666666666668,False,Ppp1r16b,21
Neural Stem Cells,0.0137922615,0.018096212,0.766,0.234,0.234,0.1355,False,Ppp1r16b,21
Endocrine Cells,0.013964846,0.031113405,0.684,0.316,0.316,0.17160000000000003,False,Ppp1r16b,21
Neurons,0.0056933514,0.014059038,0.666,0.334,0.334,0.19866666666666669,False,Ppp1r16b,21
Microglia,-0.007490695,0.018109899,0.344,0.656,0.344,0.21942857142857145,False,Ppp1r16b,21
Endothelial Cells,-0.009763487,0.030902416,0.383,0.617,0.383,0.239875,False,Ppp1r16b,21
Excitatory Neurons,-0.0028048328,0.012637041,0.405,0.595,0.405,0.2582222222222222,False,Ppp1r16b,21
Myocytes,0.0057247034,0.024718566,0.59,0.41,0.41,0.2734,False,Ppp1r16b,21
GABAergic Neurons,-0.004623977,0.019397786,0.418,0.582,0.418,0.28654545454545455,False,Ppp1r16b,21
Astrocytes,0.0009454808,0.016257847,0.544,0.456,0.456,0.3006666666666667,False,Ppp1r16b,21
