group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014718928,0.012242558,0.108,0.892,0.108,0.108,False,Atf2,21
Oligodendrocyte Precursor Cells,0.0126557825,0.011661626,0.859,0.141,0.141,0.1245,False,Atf2,21
Neurons,0.009173268,0.014046928,0.741,0.259,0.259,0.16933333333333334,False,Atf2,21
Neural Stem Cells,0.007521714,0.01821284,0.659,0.341,0.341,0.21225,False,Atf2,21
Excitatory Neurons,0.003385411,0.012428185,0.602,0.398,0.398,0.24939999999999998,False,Atf2,21
Endothelial Cells,-0.008405276,0.031195708,0.399,0.601,0.399,0.2743333333333333,False,Atf2,21
Astrocytes,0.0025485777,0.016074931,0.583,0.417,0.417,0.29471428571428565,False,Atf2,21
Microglia,-0.002698389,0.017996548,0.431,0.569,0.431,0.31174999999999997,False,Atf2,21
GABAergic Neurons,-0.0029737093,0.019123202,0.455,0.545,0.455,0.32766666666666666,False,Atf2,21
Oligodendrocytes,-0.0015376954,0.010642607,0.457,0.543,0.457,0.34059999999999996,False,Atf2,21
Myocytes,0.0009434603,0.024675786,0.527,0.473,0.473,0.3526363636363636,False,Atf2,21
Endocrine Cells,0.0012541893,0.031174475,0.524,0.476,0.476,0.3629166666666666,False,Atf2,21
