group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.05695898,0.008329063,0.0,1.0,0.0,0.0,True,Selenop,21
Myocytes,0.036490787,0.025294816,0.926,0.074,0.074,0.037,True,Selenop,21
Endothelial Cells,0.029627403,0.026784277,0.863,0.137,0.137,0.07033333333333334,False,Selenop,21
Medium Spiny Neurons,-0.011730876,0.011865465,0.157,0.843,0.157,0.092,False,Selenop,21
Endocrine Cells,0.030436466,0.032057207,0.819,0.181,0.181,0.10979999999999998,False,Selenop,21
Neural Stem Cells,-0.01240023,0.017266175,0.23,0.77,0.23,0.12983333333333333,False,Selenop,21
Neurons,-0.008502043,0.013563676,0.258,0.742,0.258,0.14814285714285713,False,Selenop,21
Microglia,-0.006595077,0.02246429,0.377,0.623,0.377,0.17675,False,Selenop,21
GABAergic Neurons,-0.004914584,0.019487655,0.411,0.589,0.411,0.20277777777777778,False,Selenop,21
Excitatory Neurons,-0.0010417879,0.012626761,0.471,0.529,0.471,0.22959999999999997,False,Selenop,21
Oligodendrocyte Precursor Cells,0.00041706645,0.011967286,0.518,0.482,0.482,0.2525454545454545,False,Selenop,21
Astrocytes,-0.0003230461,0.018125804,0.516,0.484,0.484,0.2718333333333333,False,Selenop,21
