group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013568089,0.01233558,0.128,0.872,0.128,0.128,False,Atad3a,21
Oligodendrocyte Precursor Cells,0.013060259,0.011618172,0.872,0.128,0.128,0.128,False,Atad3a,21
Neurons,0.009288076,0.014156783,0.742,0.258,0.258,0.17133333333333334,False,Atad3a,21
Neural Stem Cells,0.011949772,0.018269897,0.738,0.262,0.262,0.194,False,Atad3a,21
Excitatory Neurons,0.004970102,0.012325787,0.654,0.346,0.346,0.2244,False,Atad3a,21
Endocrine Cells,0.0100343935,0.03110549,0.635,0.365,0.365,0.24783333333333332,False,Atad3a,21
Endothelial Cells,-0.00869135,0.03124362,0.395,0.605,0.395,0.26885714285714285,False,Atad3a,21
Astrocytes,0.002934416,0.016067134,0.596,0.404,0.404,0.28575,False,Atad3a,21
Myocytes,0.005510906,0.024699103,0.59,0.41,0.41,0.2995555555555556,False,Atad3a,21
Microglia,-0.0015546649,0.017980779,0.455,0.545,0.455,0.31510000000000005,False,Atad3a,21
GABAergic Neurons,-0.0016038463,0.018998291,0.491,0.509,0.491,0.3310909090909091,False,Atad3a,21
Oligodendrocytes,-0.0003276338,0.010676635,0.496,0.504,0.496,0.3448333333333333,False,Atad3a,21
