group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.011649512,0.01109744,0.143,0.857,0.143,0.143,False,Adora2a,21
Oligodendrocyte Precursor Cells,0.012183864,0.011562961,0.849,0.151,0.151,0.147,False,Adora2a,21
Neurons,0.008904828,0.014203439,0.732,0.268,0.268,0.18733333333333335,False,Adora2a,21
Excitatory Neurons,0.0046547577,0.012284992,0.648,0.352,0.352,0.2285,False,Adora2a,21
Neural Stem Cells,0.0061654435,0.018344853,0.636,0.364,0.364,0.2556,False,Adora2a,21
Myocytes,0.00825967,0.024656218,0.631,0.369,0.369,0.2745,False,Adora2a,21
Endocrine Cells,0.007679197,0.031066956,0.605,0.395,0.395,0.2917142857142857,False,Adora2a,21
Microglia,-0.0041346415,0.017941156,0.404,0.596,0.404,0.30574999999999997,False,Adora2a,21
Endothelial Cells,-0.0076707276,0.031206459,0.405,0.595,0.405,0.31677777777777777,False,Adora2a,21
Astrocytes,0.001959638,0.016002264,0.566,0.434,0.434,0.3285,False,Adora2a,21
Oligodendrocytes,-0.002402432,0.010698278,0.434,0.566,0.434,0.3380909090909091,False,Adora2a,21
GABAergic Neurons,-0.0035186312,0.019028496,0.441,0.559,0.441,0.3466666666666667,False,Adora2a,21
