group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013705769,0.012369792,0.128,0.872,0.128,0.128,False,Adipoq,21
Oligodendrocyte Precursor Cells,0.012348883,0.011529252,0.854,0.146,0.146,0.137,False,Adipoq,21
Neurons,0.008999228,0.014208717,0.735,0.265,0.265,0.17966666666666667,False,Adipoq,21
Neural Stem Cells,0.008692016,0.018371353,0.68,0.32,0.32,0.21475,False,Adipoq,21
Excitatory Neurons,0.0045678904,0.0122819515,0.642,0.358,0.358,0.2434,False,Adipoq,21
Myocytes,0.0086507425,0.024661371,0.632,0.368,0.368,0.26416666666666666,False,Adipoq,21
Endocrine Cells,0.0072863637,0.031061148,0.6,0.4,0.4,0.28357142857142853,False,Adipoq,21
Endothelial Cells,-0.008107499,0.03128125,0.401,0.599,0.401,0.29825,False,Adipoq,21
Astrocytes,0.0023212235,0.015978077,0.577,0.423,0.423,0.3121111111111111,False,Adipoq,21
Microglia,-0.002527177,0.017939059,0.433,0.567,0.433,0.3242,False,Adipoq,21
Oligodendrocytes,-0.0017505331,0.010717833,0.452,0.548,0.452,0.3358181818181818,False,Adipoq,21
GABAergic Neurons,-0.0022712112,0.018900104,0.474,0.526,0.474,0.3473333333333333,False,Adipoq,21
