group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.01319531,0.011711455,0.873,0.127,0.127,0.127,False,Arid2,21
Medium Spiny Neurons,-0.01318548,0.012285929,0.137,0.863,0.137,0.132,False,Arid2,21
Neural Stem Cells,0.014326982,0.017933484,0.778,0.222,0.222,0.162,False,Arid2,21
Neurons,0.009228456,0.014103059,0.741,0.259,0.259,0.18625,False,Arid2,21
Excitatory Neurons,0.004787043,0.012370681,0.651,0.349,0.349,0.21879999999999997,False,Arid2,21
Astrocytes,0.0033518407,0.016141757,0.604,0.396,0.396,0.2483333333333333,False,Arid2,21
Endothelial Cells,-0.007578246,0.031134918,0.406,0.594,0.406,0.27085714285714285,False,Arid2,21
Endocrine Cells,0.003966772,0.03121696,0.551,0.449,0.449,0.29312499999999997,False,Arid2,21
GABAergic Neurons,-0.0027566329,0.019051397,0.463,0.537,0.463,0.312,False,Arid2,21
Microglia,-0.0011543286,0.018047852,0.466,0.534,0.466,0.3274,False,Arid2,21
Oligodendrocytes,-0.0010499194,0.010614943,0.473,0.527,0.473,0.3406363636363636,False,Arid2,21
Myocytes,0.0008306606,0.024723025,0.525,0.475,0.475,0.3518333333333333,False,Arid2,21
