group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,0.04431827,0.017818375,0.998,0.002,0.002,0.002,True,Rgcc,21
Medium Spiny Neurons,-0.0128946835,0.012302396,0.143,0.857,0.143,0.0725,False,Rgcc,21
Oligodendrocyte Precursor Cells,0.0122672245,0.011938078,0.844,0.156,0.156,0.10033333333333333,False,Rgcc,21
Neurons,0.009042857,0.014169387,0.737,0.263,0.263,0.14100000000000001,False,Rgcc,21
Endocrine Cells,0.016790492,0.031186553,0.715,0.285,0.285,0.1698,False,Rgcc,21
Astrocytes,0.007011362,0.01633646,0.682,0.318,0.318,0.1945,False,Rgcc,21
Excitatory Neurons,0.0041730567,0.012327309,0.629,0.371,0.371,0.21971428571428572,False,Rgcc,21
Endothelial Cells,0.0041822637,0.03088488,0.558,0.442,0.442,0.2475,False,Rgcc,21
Microglia,-0.0018685475,0.017996548,0.451,0.549,0.451,0.27011111111111114,False,Rgcc,21
GABAergic Neurons,-0.0025670528,0.018996121,0.469,0.531,0.469,0.29,False,Rgcc,21
Oligodendrocytes,-0.0010147386,0.010672466,0.474,0.526,0.474,0.3067272727272727,False,Rgcc,21
Myocytes,-4.5817324e-05,0.024777055,0.516,0.484,0.484,0.32149999999999995,False,Rgcc,21
