group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013796024,0.012367151,0.127,0.873,0.127,0.127,False,Trh,21
Oligodendrocyte Precursor Cells,0.012237136,0.011544143,0.852,0.148,0.148,0.1375,False,Trh,21
Neurons,0.012679834,0.014156424,0.811,0.189,0.189,0.15466666666666667,False,Trh,21
Neural Stem Cells,0.008526624,0.018368004,0.678,0.322,0.322,0.1965,False,Trh,21
Myocytes,0.009102314,0.0246602,0.64,0.36,0.36,0.2292,False,Trh,21
Endocrine Cells,0.008436343,0.031064976,0.613,0.387,0.387,0.2555,False,Trh,21
Endothelial Cells,-0.0075727073,0.03127424,0.407,0.593,0.407,0.27714285714285714,False,Trh,21
Astrocytes,0.0027049056,0.015988737,0.588,0.412,0.412,0.294,False,Trh,21
Excitatory Neurons,0.002189102,0.0122883795,0.568,0.432,0.432,0.3093333333333333,False,Trh,21
Microglia,-0.0026167764,0.017942809,0.432,0.568,0.432,0.3216,False,Trh,21
GABAergic Neurons,-0.0018049325,0.018963758,0.485,0.515,0.485,0.3364545454545454,False,Trh,21
Oligodendrocytes,-0.00050122774,0.010712278,0.49,0.51,0.49,0.34925,False,Trh,21
