group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013839538,0.012037837,0.121,0.879,0.121,0.121,False,Gpr37l1,21
Oligodendrocyte Precursor Cells,0.010266155,0.012177732,0.794,0.206,0.206,0.16349999999999998,False,Gpr37l1,21
Astrocytes,-0.013921892,0.018716265,0.226,0.774,0.226,0.18433333333333332,False,Gpr37l1,21
Neural Stem Cells,-0.011222164,0.017700506,0.256,0.744,0.256,0.20224999999999999,False,Gpr37l1,21
Myocytes,0.010185835,0.024761923,0.656,0.344,0.344,0.2306,False,Gpr37l1,21
Microglia,-0.007363633,0.018240286,0.345,0.655,0.345,0.24966666666666668,False,Gpr37l1,21
Endocrine Cells,0.011835265,0.031069161,0.653,0.347,0.347,0.26357142857142857,False,Gpr37l1,21
Excitatory Neurons,0.0047199265,0.012506268,0.647,0.353,0.353,0.27475,False,Gpr37l1,21
Endothelial Cells,-0.010555225,0.03068423,0.368,0.632,0.368,0.2851111111111111,False,Gpr37l1,21
Neurons,0.0037143847,0.013927215,0.622,0.378,0.378,0.2944,False,Gpr37l1,21
Oligodendrocytes,-0.0013645631,0.010307471,0.463,0.537,0.463,0.30972727272727274,False,Gpr37l1,21
GABAergic Neurons,-0.0022664003,0.019222692,0.476,0.524,0.476,0.32358333333333333,False,Gpr37l1,21
