group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01361126,0.012368986,0.128,0.872,0.128,0.128,False,Adprhl1,21
Oligodendrocyte Precursor Cells,0.012379307,0.011529476,0.854,0.146,0.146,0.137,False,Adprhl1,21
Neurons,0.008938998,0.014208117,0.732,0.268,0.268,0.18066666666666667,False,Adprhl1,21
Neural Stem Cells,0.008103603,0.018371232,0.667,0.333,0.333,0.21875,False,Adprhl1,21
Myocytes,-0.00892513,0.024688672,0.345,0.655,0.345,0.244,False,Adprhl1,21
Excitatory Neurons,0.0045645246,0.012282296,0.642,0.358,0.358,0.26299999999999996,False,Adprhl1,21
Endocrine Cells,0.010475119,0.03109332,0.641,0.359,0.359,0.2767142857142857,False,Adprhl1,21
Endothelial Cells,-0.008106759,0.031281617,0.401,0.599,0.401,0.29225,False,Adprhl1,21
Astrocytes,0.0022997337,0.01597831,0.575,0.425,0.425,0.307,False,Adprhl1,21
Microglia,-0.0025632314,0.017938947,0.432,0.568,0.432,0.3195,False,Adprhl1,21
Oligodendrocytes,-0.0017122816,0.010717952,0.452,0.548,0.452,0.33154545454545453,False,Adprhl1,21
GABAergic Neurons,-0.002219235,0.01890213,0.476,0.524,0.476,0.3435833333333333,False,Adprhl1,21
