group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.012586274,0.011539549,0.861,0.139,0.139,0.139,False,Arid3b,21
Medium Spiny Neurons,-0.012355102,0.012335696,0.154,0.846,0.154,0.14650000000000002,False,Arid3b,21
Neurons,0.009009828,0.014200798,0.735,0.265,0.265,0.18600000000000003,False,Arid3b,21
Neural Stem Cells,0.0092664985,0.01831119,0.693,0.307,0.307,0.21625,False,Arid3b,21
Excitatory Neurons,0.005080067,0.012299948,0.654,0.346,0.346,0.24219999999999997,False,Arid3b,21
Myocytes,0.007108573,0.024663711,0.61,0.39,0.39,0.2668333333333333,False,Arid3b,21
Endothelial Cells,-0.00785091,0.031266302,0.402,0.598,0.402,0.28614285714285714,False,Arid3b,21
Astrocytes,0.002510497,0.015990227,0.583,0.417,0.417,0.3025,False,Arid3b,21
Endocrine Cells,0.005501283,0.031080768,0.572,0.428,0.428,0.3164444444444444,False,Arid3b,21
Oligodendrocytes,-0.0016419635,0.01071031,0.455,0.545,0.455,0.3303,False,Arid3b,21
Microglia,-0.0005250004,0.017997958,0.474,0.526,0.474,0.34336363636363637,False,Arid3b,21
GABAergic Neurons,-0.0020959035,0.018915206,0.477,0.523,0.477,0.35450000000000004,False,Arid3b,21
