group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013706806,0.01236967,0.128,0.872,0.128,0.128,False,Asb9,21
Oligodendrocyte Precursor Cells,0.012344444,0.011529135,0.854,0.146,0.146,0.137,False,Asb9,21
Neurons,0.008997277,0.014208955,0.735,0.265,0.265,0.17966666666666667,False,Asb9,21
Neural Stem Cells,0.0084099285,0.018371351,0.676,0.324,0.324,0.21575,False,Asb9,21
Excitatory Neurons,0.004566708,0.012282413,0.642,0.358,0.358,0.24420000000000003,False,Asb9,21
Myocytes,0.009029948,0.024660788,0.638,0.362,0.362,0.26383333333333336,False,Asb9,21
Endocrine Cells,0.007190146,0.03106115,0.599,0.401,0.401,0.2834285714285715,False,Asb9,21
Endothelial Cells,-0.008057476,0.031281132,0.401,0.599,0.401,0.29812500000000003,False,Asb9,21
Astrocytes,0.0022851254,0.015977392,0.575,0.425,0.425,0.31222222222222223,False,Asb9,21
Microglia,-0.0025432669,0.017939059,0.433,0.567,0.433,0.3243,False,Asb9,21
Oligodendrocytes,-0.0017347052,0.0107178325,0.452,0.548,0.452,0.3359090909090909,False,Asb9,21
GABAergic Neurons,-0.002292738,0.018899858,0.473,0.527,0.473,0.3473333333333333,False,Asb9,21
