group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013766793,0.012277692,0.127,0.873,0.127,0.127,False,Ago2,21
Oligodendrocyte Precursor Cells,0.012761481,0.011661515,0.862,0.138,0.138,0.1325,False,Ago2,21
Neurons,0.010194151,0.014085547,0.765,0.235,0.235,0.16666666666666666,False,Ago2,21
Neural Stem Cells,0.009511957,0.018249253,0.695,0.305,0.305,0.20124999999999998,False,Ago2,21
Excitatory Neurons,0.0039529093,0.012366352,0.62,0.38,0.38,0.23700000000000002,False,Ago2,21
Endocrine Cells,-0.009328973,0.0311718,0.39,0.61,0.39,0.2625,False,Ago2,21
Endothelial Cells,-0.008404378,0.031187052,0.399,0.601,0.399,0.28200000000000003,False,Ago2,21
Astrocytes,0.002142348,0.016104855,0.571,0.429,0.429,0.300375,False,Ago2,21
Microglia,-0.0027761315,0.017998422,0.429,0.571,0.429,0.31466666666666665,False,Ago2,21
GABAergic Neurons,-0.0035614853,0.01905427,0.44,0.56,0.44,0.3272,False,Ago2,21
Oligodendrocytes,-0.0011942609,0.010675245,0.469,0.531,0.469,0.34009090909090905,False,Ago2,21
Myocytes,-0.0012405874,0.024712114,0.498,0.502,0.498,0.35325,False,Ago2,21
