group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01369146,0.012369671,0.128,0.872,0.128,0.128,False,Ada,21
Oligodendrocyte Precursor Cells,0.012282798,0.011533171,0.852,0.148,0.148,0.138,False,Ada,21
Neurons,0.008994812,0.01420716,0.735,0.265,0.265,0.18033333333333335,False,Ada,21
Neural Stem Cells,0.0077657,0.018365981,0.661,0.339,0.339,0.22000000000000003,False,Ada,21
Excitatory Neurons,0.0045388406,0.012282534,0.642,0.358,0.358,0.2476,False,Ada,21
Myocytes,0.008701124,0.024660906,0.632,0.368,0.368,0.26766666666666666,False,Ada,21
Endothelial Cells,-0.008154983,0.03127682,0.4,0.6,0.4,0.28657142857142853,False,Ada,21
Endocrine Cells,0.006035657,0.031061029,0.584,0.416,0.416,0.30274999999999996,False,Ada,21
Astrocytes,0.0023785604,0.015980605,0.58,0.42,0.42,0.3157777777777777,False,Ada,21
Microglia,-0.0026543394,0.017941508,0.431,0.569,0.431,0.3273,False,Ada,21
GABAergic Neurons,-0.0022158874,0.018900812,0.476,0.524,0.476,0.3408181818181818,False,Ada,21
Oligodendrocytes,0.00047185662,0.010695266,0.522,0.478,0.478,0.35224999999999995,False,Ada,21
