group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013159054,0.012363618,0.14,0.86,0.14,0.14,False,Atp2a3,21
Oligodendrocyte Precursor Cells,0.012383232,0.011537988,0.854,0.146,0.146,0.14300000000000002,False,Atp2a3,21
Neurons,0.009153344,0.014204159,0.739,0.261,0.261,0.18233333333333335,False,Atp2a3,21
Endocrine Cells,0.010687839,0.031109916,0.643,0.357,0.357,0.226,False,Atp2a3,21
Excitatory Neurons,0.004433627,0.012285225,0.639,0.361,0.361,0.253,False,Atp2a3,21
Endothelial Cells,-0.008077174,0.031009497,0.4,0.6,0.4,0.2775,False,Atp2a3,21
Neural Stem Cells,0.0043857205,0.018366808,0.598,0.402,0.402,0.2952857142857143,False,Atp2a3,21
Myocytes,0.005904755,0.024685392,0.593,0.407,0.407,0.30925,False,Atp2a3,21
Astrocytes,0.0021768908,0.015998365,0.573,0.427,0.427,0.32233333333333336,False,Atp2a3,21
Microglia,-0.0022453389,0.017954016,0.437,0.563,0.437,0.3338,False,Atp2a3,21
Oligodendrocytes,-0.0016092292,0.010716332,0.456,0.544,0.456,0.3449090909090909,False,Atp2a3,21
GABAergic Neurons,-0.0021304714,0.018904172,0.476,0.524,0.476,0.3558333333333333,False,Atp2a3,21
