group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013971839,0.011902244,0.883,0.117,0.117,0.117,False,Afap1l2,21
Myocytes,0.02883169,0.024755118,0.875,0.125,0.125,0.121,False,Afap1l2,21
Medium Spiny Neurons,-0.013289561,0.012357315,0.135,0.865,0.135,0.12566666666666668,False,Afap1l2,21
Neurons,0.008839765,0.0142014045,0.732,0.268,0.268,0.16125,False,Afap1l2,21
Endocrine Cells,0.015842466,0.031135112,0.703,0.297,0.297,0.18839999999999998,False,Afap1l2,21
Neural Stem Cells,0.0068977107,0.018271806,0.647,0.353,0.353,0.21583333333333332,False,Afap1l2,21
Endothelial Cells,-0.011529081,0.031023765,0.357,0.643,0.357,0.236,False,Afap1l2,21
Excitatory Neurons,0.0044095493,0.012292122,0.639,0.361,0.361,0.251625,False,Afap1l2,21
Microglia,-0.002960233,0.017945481,0.425,0.575,0.425,0.27088888888888885,False,Afap1l2,21
Astrocytes,0.0018119848,0.016076772,0.562,0.438,0.438,0.28759999999999997,False,Afap1l2,21
Oligodendrocytes,-0.0016484805,0.010701635,0.455,0.545,0.455,0.3028181818181818,False,Afap1l2,21
GABAergic Neurons,-0.0024868099,0.018906688,0.47,0.53,0.47,0.31675000000000003,False,Afap1l2,21
