group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.016254565,0.011819062,0.915,0.085,0.085,0.085,False,Appl2,21
Myocytes,0.03407773,0.024854634,0.91,0.09,0.09,0.0875,False,Appl2,21
Medium Spiny Neurons,-0.009996053,0.012210059,0.208,0.792,0.208,0.12766666666666668,False,Appl2,21
Astrocytes,0.013884806,0.017596329,0.79,0.21,0.21,0.14825,False,Appl2,21
Neurons,0.009307129,0.014060967,0.747,0.253,0.253,0.1692,False,Appl2,21
Excitatory Neurons,0.0044385176,0.012381658,0.639,0.361,0.361,0.20116666666666663,False,Appl2,21
Endocrine Cells,0.007393416,0.031277575,0.601,0.399,0.399,0.2294285714285714,False,Appl2,21
Endothelial Cells,-0.008213883,0.030957948,0.4,0.6,0.4,0.25075,False,Appl2,21
Neural Stem Cells,0.00447866,0.017866619,0.599,0.401,0.401,0.26744444444444443,False,Appl2,21
Oligodendrocytes,-0.00316367,0.010317083,0.406,0.594,0.406,0.2813,False,Appl2,21
GABAergic Neurons,-0.0017871092,0.019082084,0.485,0.515,0.485,0.2998181818181818,False,Appl2,21
Microglia,0.00037639597,0.018175796,0.492,0.508,0.492,0.31583333333333335,False,Appl2,21
