group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.012806387,0.0116487425,0.865,0.135,0.135,0.135,False,Ache,21
Medium Spiny Neurons,-0.013234502,0.0123330625,0.137,0.863,0.137,0.136,False,Ache,21
Neurons,0.009287038,0.013989466,0.749,0.251,0.251,0.17433333333333334,False,Ache,21
Myocytes,0.01244655,0.024712587,0.683,0.317,0.317,0.21000000000000002,False,Ache,21
Excitatory Neurons,0.005128426,0.012323796,0.655,0.345,0.345,0.23700000000000002,False,Ache,21
Neural Stem Cells,0.0072397473,0.018333523,0.651,0.349,0.349,0.25566666666666665,False,Ache,21
Endothelial Cells,-0.0082064355,0.031268172,0.4,0.6,0.4,0.2762857142857143,False,Ache,21
Astrocytes,0.002473753,0.016010402,0.581,0.419,0.419,0.294125,False,Ache,21
Endocrine Cells,0.004813964,0.031057071,0.566,0.434,0.434,0.3096666666666667,False,Ache,21
Microglia,-0.0020461949,0.017963365,0.445,0.555,0.445,0.32320000000000004,False,Ache,21
Oligodendrocytes,-0.0013650188,0.010696192,0.466,0.534,0.466,0.3361818181818182,False,Ache,21
GABAergic Neurons,-0.0014360021,0.01907681,0.493,0.507,0.493,0.34925000000000006,False,Ache,21
